序号,信号时间,方向,成交价,ATR,ATR%,EMA70偏离度%,前3K涨幅%,是否确认,出场时间,出场价,持仓K数,R值,出场原因,年份
687,2020-09-03 16:00,做空,11251.39,155.01,1.359,5.9,-0.1,弱突破,2020-09-03 16:00,11218.97,0,0.209,弱突破平仓,2020
688,2020-09-01 12:00,做多,11756.79,112.6,0.963,8.57,-0.44,确认,2020-09-02 12:00,11756.79,6,-2.596,KAMA跟踪止损,2020
689,2020-08-31 20:00,做多,11727.73,112.7,0.965,8.75,-0.29,弱突破,2020-08-31 20:00,11748.99,0,0.189,弱突破平仓,2020
690,2020-08-29 16:00,做空,11460.12,125.94,1.09,8.18,-0.49,弱突破,2020-08-29 16:00,11451.16,0,0.071,弱突破平仓,2020
691,2020-08-29 12:00,做多,11540.81,127.43,1.108,7.65,-0.26,弱突破,2020-08-29 12:00,11558.98,0,0.143,弱突破平仓,2020
692,2020-08-23 16:00,做空,11563.79,138.55,1.192,10.28,-0.23,弱突破,2020-08-23 16:00,11532.84,0,0.223,弱突破平仓,2020
693,2020-08-14 04:00,做多,11626.7,187.36,1.627,13.84,-0.05,确认,2020-08-15 20:00,11735.18,10,0.579,KAMA跟踪止损,2020
694,2020-07-26 00:00,做多,9623.42,68.98,0.719,4.59,0.14,确认,2020-07-28 16:00,10637.65,16,24.404,KAMA跟踪止损,2020
695,2020-07-25 00:00,做多,9569.46,68.32,0.715,4.28,-0.12,弱突破,2020-07-25 00:00,9581.53,0,0.177,弱突破平仓,2020
696,2020-07-23 04:00,做多,9385.07,55.46,0.592,2.63,0.77,确认,2020-07-24 12:00,9491.86,8,1.914,KAMA跟踪止损,2020
697,2020-07-23 00:00,做多,9366.45,55.39,0.593,2.23,-0.25,弱突破,2020-07-23 00:00,9373.65,0,0.13,弱突破平仓,2020
698,2020-07-21 12:00,做多,9202.71,47.16,0.514,0.63,0.07,确认,2020-07-22 12:00,9296.6,6,0.99,KAMA跟踪止损,2020
699,2020-07-20 04:00,做多,9172.29,48.21,0.526,0.56,0.1,确认,2020-07-20 20:00,9172.29,4,0.0,KAMA跟踪止损,2020
700,2020-07-20 00:00,做多,9160.27,47.97,0.526,0.09,-0.37,弱突破,2020-07-20 00:00,9164.62,0,0.091,弱突破平仓,2020
701,2020-07-19 16:00,做空,9140.77,49.02,0.535,0.46,0.09,弱突破,2020-07-19 16:00,9124.67,0,0.328,弱突破平仓,2020
702,2020-07-18 00:00,做多,9162.86,58.7,0.642,0.43,0.3,弱突破,2020-07-18 00:00,9164.74,0,0.032,弱突破平仓,2020
703,2020-07-16 12:00,做空,9164.42,62.01,0.674,1.06,0.05,确认,2020-07-17 20:00,9156.76,8,0.123,KAMA跟踪止损,2020
704,2020-07-16 00:00,做空,9189.51,63.76,0.692,1.11,0.3,弱突破,2020-07-16 00:00,9185.35,0,0.065,弱突破平仓,2020
705,2020-07-15 16:00,做空,9220.48,64.9,0.703,1.36,0.41,弱突破,2020-07-15 16:00,9219.43,0,0.016,弱突破平仓,2020
706,2020-07-15 00:00,做多,9242.68,70.1,0.76,1.27,0.01,弱突破,2020-07-15 00:00,9268.7,0,0.371,弱突破平仓,2020
707,2020-07-14 12:00,做空,9202.41,68.3,0.741,1.25,0.79,弱突破,2020-07-14 12:00,9182.53,0,0.291,弱突破平仓,2020
708,2020-07-14 00:00,做空,9247.56,68.91,0.742,2.11,-0.21,弱突破,2020-07-14 00:00,9234.68,0,0.187,弱突破平仓,2020
709,2020-07-12 20:00,做空,9232.79,66.35,0.718,1.65,-0.13,弱突破,2020-07-12 20:00,9216.38,0,0.247,弱突破平仓,2020
710,2020-07-12 08:00,做多,9252.63,70.29,0.761,1.59,0.35,弱突破,2020-07-12 08:00,9271.85,0,0.273,弱突破平仓,2020
711,2020-07-11 16:00,做空,9211.5,73.72,0.795,1.98,-0.37,弱突破,2020-07-11 16:00,9201.76,0,0.132,弱突破平仓,2020
712,2020-07-11 04:00,做多,9251.36,77.07,0.834,1.65,0.88,弱突破,2020-07-11 04:00,9287.34,0,0.467,弱突破平仓,2020
713,2020-07-10 20:00,做多,9237.28,78.54,0.857,0.87,-0.75,弱突破,2020-07-10 20:00,9245.39,0,0.103,弱突破平仓,2020
714,2020-07-10 12:00,做空,9189.72,78.98,0.856,1.51,-0.13,弱突破,2020-07-10 12:00,9154.66,0,0.444,弱突破平仓,2020
715,2020-07-08 20:00,做多,9322.0,75.5,0.811,2.59,0.57,确认,2020-07-09 20:00,9323.36,6,-1.464,KAMA跟踪止损,2020
716,2020-07-08 08:00,做多,9289.38,77.25,0.835,2.12,-0.15,弱突破,2020-07-08 08:00,9310.73,0,0.276,弱突破平仓,2020
717,2020-07-06 12:00,做多,9118.49,74.93,0.825,0.3,0.63,确认,2020-07-07 16:00,9230.31,7,0.503,KAMA跟踪止损,2020
718,2020-07-05 16:00,做空,9042.41,72.04,0.795,0.16,0.67,弱突破,2020-07-05 16:00,9035.41,0,0.097,弱突破平仓,2020
719,2020-07-02 20:00,做空,9174.24,80.95,0.88,1.64,0.38,确认,2020-07-05 00:00,9112.4,13,0.764,KAMA跟踪止损,2020
720,2020-07-01 20:00,做多,9189.9,87.45,0.955,1.26,0.25,确认,2020-07-02 12:00,9189.9,4,0.0,KAMA跟踪止损,2020
721,2020-06-30 04:00,做多,9179.25,104.78,1.144,1.32,0.69,弱突破,2020-06-30 04:00,9186.9,0,0.073,弱突破平仓,2020
722,2020-06-30 00:00,做多,9140.51,106.35,1.166,0.95,0.26,弱突破,2020-06-30 00:00,9157.74,0,0.162,弱突破平仓,2020
723,2020-06-28 00:00,做空,9113.04,108.5,1.188,1.12,0.31,确认,2020-06-28 20:00,9113.04,5,0.0,KAMA跟踪止损,2020
724,2020-06-26 12:00,做空,9189.75,115.0,1.244,2.39,-0.12,弱突破,2020-06-26 12:00,9138.9,0,0.442,弱突破平仓,2020
725,2020-06-24 16:00,做空,9502.71,95.58,1.005,5.42,1.37,确认,2020-06-25 16:00,9329.53,6,0.976,KAMA跟踪止损,2020
726,2020-06-23 00:00,做多,9507.22,93.31,0.983,5.5,1.11,确认,2020-06-24 04:00,9598.13,7,0.037,KAMA跟踪止损,2020
727,2020-06-22 20:00,做多,9471.14,95.04,1.005,5.15,1.77,弱突破,2020-06-22 20:00,9490.97,0,0.209,弱突破平仓,2020
728,2020-06-22 16:00,做多,9449.69,96.51,1.025,4.71,0.74,弱突破,2020-06-22 16:00,9459.59,0,0.103,弱突破平仓,2020
729,2020-06-22 12:00,做多,9399.96,97.88,1.043,4.35,0.16,弱突破,2020-06-22 12:00,9419.52,0,0.2,弱突破平仓,2020
730,2020-06-22 04:00,做空,9305.37,98.18,1.05,4.17,0.19,弱突破,2020-06-22 04:00,9294.9,0,0.107,弱突破平仓,2020
731,2020-06-19 08:00,做空,9280.25,117.28,1.249,4.94,0.48,弱突破,2020-06-19 08:00,9275.03,0,0.044,弱突破平仓,2020
732,2020-06-18 00:00,做空,9376.82,125.32,1.333,5.22,0.65,确认,2020-06-18 16:00,9376.82,4,0.0,KAMA跟踪止损,2020
733,2020-06-16 08:00,做多,9495.24,132.96,1.411,5.9,3.39,确认,2020-06-17 00:00,9495.24,4,0.0,KAMA跟踪止损,2020
734,2020-06-15 08:00,做空,9250.45,113.24,1.212,5.14,0.94,确认,2020-06-16 00:00,9250.45,4,0.0,KAMA跟踪止损,2020
735,2020-06-08 00:00,做多,9714.85,129.82,1.366,8.77,-1.92,确认,2020-06-08 16:00,9714.85,4,0.0,KAMA跟踪止损,2020
736,2020-06-04 20:00,做多,9687.02,156.16,1.622,11.29,-0.4,确认,2020-06-05 12:00,9749.11,4,0.398,KAMA跟踪止损,2020
737,2020-05-30 12:00,做多,9455.07,142.55,1.517,10.76,-0.15,确认,2020-05-31 04:00,9455.07,4,-1.69,KAMA跟踪止损,2020
738,2020-05-27 16:00,做多,8895.29,150.85,1.706,5.45,0.53,确认,2020-05-29 16:00,9417.57,12,5.251,KAMA跟踪止损,2020
739,2020-05-26 00:00,做多,8878.67,173.52,1.976,5.16,-0.06,弱突破,2020-05-26 00:00,8928.92,0,0.29,弱突破平仓,2020
740,2020-05-24 16:00,做空,9123.16,164.96,1.782,11.07,-0.81,弱突破,2020-05-24 16:00,9122.06,0,0.007,弱突破平仓,2020
741,2020-04-26 16:00,做多,7582.27,109.43,1.45,3.0,0.03,确认,2020-04-30 08:00,9250.37,22,28.74,止盈,2020
742,2020-04-25 12:00,做多,7549.54,121.02,1.611,2.67,0.11,弱突破,2020-04-25 12:00,7560.04,0,0.087,弱突破平仓,2020
743,2020-04-20 16:00,做空,7087.58,110.12,1.533,-1.83,-0.68,确认,2020-04-22 12:00,6950.53,11,-0.374,KAMA跟踪止损,2020
744,2020-04-19 12:00,做空,7160.37,120.17,1.662,-1.4,0.15,弱突破,2020-04-19 12:00,7145.8,0,0.121,弱突破平仓,2020
745,2020-04-09 16:00,做空,7242.0,145.33,1.983,-1.72,-0.33,弱突破,2020-04-09 16:00,7189.86,0,0.359,弱突破平仓,2020
746,2020-03-08 00:00,做空,9052.31,111.54,1.224,2.49,-0.26,确认,2020-03-09 12:00,7966.04,9,16.756,止盈,2020
747,2020-03-05 08:00,做多,8780.16,132.2,1.511,-1.5,0.36,确认,2020-03-06 20:00,9009.62,9,1.041,KAMA跟踪止损,2020
748,2020-03-03 12:00,做空,8806.8,149.5,1.686,-0.21,-0.46,弱突破,2020-03-03 12:00,8755.4,0,0.344,弱突破平仓,2020
749,2020-03-02 20:00,做多,8771.73,156.41,1.786,-1.49,2.6,弱突破,2020-03-02 20:00,8828.45,0,0.363,弱突破平仓,2020
750,2020-02-26 08:00,做空,9257.56,152.01,1.631,4.4,3.25,确认,2020-02-27 20:00,8872.91,9,3.343,KAMA跟踪止损,2020
751,2020-02-26 00:00,做空,9364.68,149.97,1.597,5.25,1.98,弱突破,2020-02-26 00:00,9359.36,0,0.035,弱突破平仓,2020
752,2020-02-24 08:00,做空,9809.73,132.48,1.333,11.81,-1.18,弱突破,2020-02-24 08:00,9758.81,0,0.384,弱突破平仓,2020
753,2020-01-29 04:00,做多,9185.17,125.93,1.397,14.12,-0.29,确认,2020-01-30 08:00,9219.26,7,-1.131,KAMA跟踪止损,2020
754,2020-01-25 08:00,做空,8374.74,118.7,1.406,8.39,-0.33,确认,2020-01-26 04:00,8374.74,5,0.0,KAMA跟踪止损,2020
755,2020-01-23 08:00,做空,8601.09,119.02,1.371,12.04,-0.21,弱突破,2020-01-23 08:00,8598.95,0,0.018,弱突破平仓,2020
756,2020-01-22 04:00,做多,8676.62,128.96,1.511,10.54,-1.14,弱突破,2020-01-22 04:00,8736.17,0,0.462,弱突破平仓,2020
757,2020-01-10 12:00,做空,7753.85,142.76,1.826,5.75,1.11,弱突破,2020-01-10 12:00,7751.19,0,0.019,弱突破平仓,2020
758,2020-01-06 08:00,做多,7483.51,83.36,1.133,0.82,-0.88,确认,2020-01-09 00:00,8138.05,16,12.409,KAMA跟踪止损,2020
759,2020-01-03 16:00,做多,7228.19,82.68,1.148,-1.27,3.12,确认,2020-01-06 04:00,7360.3,15,1.682,KAMA跟踪止损,2020
760,2020-01-02 08:00,做空,7177.95,65.63,0.912,-1.41,-0.05,确认,2020-01-03 12:00,7088.5,7,-0.228,KAMA跟踪止损,2020
761,2020-01-01 00:00,做空,7194.84,72.11,1.002,-1.49,0.56,弱突破,2020-01-01 00:00,7174.93,0,0.276,弱突破平仓,2019
762,2019-12-31 20:00,做空,7204.19,69.38,0.958,-0.87,0.04,弱突破,2019-12-31 20:00,7197.33,0,0.099,弱突破平仓,2019
763,2019-12-31 00:00,做空,7256.11,76.48,1.053,-0.66,1.21,弱突破,2019-12-31 00:00,7242.3,0,0.181,弱突破平仓,2019
764,2019-12-30 20:00,做空,7295.29,76.03,1.039,0.07,1.02,弱突破,2019-12-30 20:00,7261.01,0,0.451,弱突破平仓,2019
765,2019-12-30 16:00,做空,7315.8,75.35,1.02,1.02,1.17,弱突破,2019-12-30 16:00,7314.55,0,0.017,弱突破平仓,2019
766,2019-12-29 20:00,做多,7359.08,69.49,0.946,0.47,0.41,确认,2019-12-30 12:00,7359.08,4,-1.615,KAMA跟踪止损,2019
767,2019-12-28 08:00,做多,7267.92,77.2,1.064,-0.76,1.61,弱突破,2019-12-28 08:00,7285.68,0,0.23,弱突破平仓,2019
768,2019-12-27 16:00,做空,7159.04,71.94,1.001,-1.65,1.57,弱突破,2019-12-27 16:00,7138.83,0,0.281,弱突破平仓,2019
769,2019-12-27 00:00,做多,7240.74,59.84,0.827,-1.07,0.69,确认,2019-12-27 04:00,7180.9,1,-1.0,前3K止损,2019
770,2019-12-25 20:00,做空,7203.65,56.94,0.789,-1.33,0.57,弱突破,2019-12-25 20:00,7189.73,0,0.244,弱突破平仓,2019
771,2019-12-24 04:00,做空,7366.15,26.94,0.362,1.61,,确认,2019-12-25 12:00,7233.26,8,5.689,KAMA跟踪止损,2019
