序号,信号时间,方向,成交4H开盘价,成交价,ATR,ATR%,EMA70偏离度%,前3K涨幅%,EMA斜率%,突破实体/ATR,入场基准,是否确认,初始止损,止盈价,出场时间,出场价,持仓K数,R值,是否加仓,出场原因,年份
399,2023-12-20 12:00,做多,42451.7,42675.0,623.85,1.47,13.6,-0.14,2.15,0.8,回调极值,弱突破,,,2023-12-20 12:00,42950.0,0,0.441,,弱突破平仓,2023
400,2023-12-18 04:00,做空,42136.5,41496.0,599.18,1.422,14.27,-0.58,2.31,1.24,突破K极值,弱突破,,,2023-12-18 04:00,41396.5,0,0.166,,弱突破平仓,2023
401,2023-12-18 00:00,做多,41828.5,42086.5,590.25,1.411,13.44,-0.28,2.31,0.52,回调极值,弱突破,,,2023-12-18 00:00,42136.5,0,0.085,,弱突破平仓,2023
402,2023-12-13 20:00,做多,41035.3,41524.2,687.36,1.675,13.25,-1.16,2.78,1.35,回调极值,确认,40836.84,50659.52,2023-12-14 20:00,42203.9,6,0.199,加仓,KAMA跟踪止损,2023
403,2023-12-01 08:00,做多,37716.9,37964.6,412.33,1.093,12.56,-0.4,1.92,0.76,回调极值,弱突破,,,2023-12-01 08:00,38030.2,0,0.159,,弱突破平仓,2023
404,2023-11-18 20:00,做多,36417.0,36625.7,560.02,1.538,14.14,-0.56,2.3,0.46,回调极值,弱突破,,,2023-11-18 20:00,36671.9,0,0.082,,弱突破平仓,2023
405,2023-11-17 20:00,做空,36383.9,36108.3,591.51,1.626,14.53,-0.57,2.37,0.55,回调极值,弱突破,,,2023-11-17 20:00,36059.0,0,0.083,,弱突破平仓,2023
406,2023-10-20 08:00,做多,28697.0,28933.4,347.51,1.211,4.93,0.92,0.49,1.51,突破K极值,确认,28585.89,35298.75,2023-10-22 12:00,29703.08,13,1.85,加仓,KAMA跟踪止损,2023
407,2023-10-19 20:00,做多,28436.1,28498.2,339.03,1.192,3.98,0.46,0.49,0.66,突破K极值,弱突破,,,2023-10-19 20:00,28659.5,0,0.476,,弱突破平仓,2023
408,2023-10-19 16:00,做多,28314.9,28404.6,344.72,1.217,3.53,0.29,0.49,0.35,突破K极值,弱突破,,,2023-10-19 16:00,28436.0,0,0.091,,弱突破平仓,2023
409,2023-10-16 12:00,做多,27221.4,27456.1,195.0,0.716,-0.1,1.25,-0.01,3.16,突破K极值,确认,27261.1,33496.44,2023-10-17 12:00,28123.2,6,3.776,加仓,KAMA跟踪止损,2023
410,2023-10-16 04:00,做多,27030.1,27073.0,182.17,0.674,-0.67,0.59,-0.18,0.6,突破K极值,弱突破,,,2023-10-16 04:00,27139.8,0,0.367,,弱突破平仓,2023
411,2023-10-16 00:00,做多,26885.7,26958.0,181.6,0.675,-1.2,0.05,-0.18,0.8,突破K极值,弱突破,,,2023-10-16 00:00,27030.1,0,0.397,,弱突破平仓,2023
412,2023-10-13 20:00,做空,26810.0,26722.2,232.96,0.869,-1.53,-0.25,-0.09,0.5,突破K极值,弱突破,,,2023-10-13 20:00,26693.0,0,0.125,,弱突破平仓,2023
413,2023-10-11 08:00,做空,27381.3,27281.0,242.49,0.886,0.44,0.41,0.27,1.57,突破K极值,确认,27523.49,24007.28,2023-10-13 12:00,26919.17,13,0.873,加仓,KAMA跟踪止损,2023
414,2023-10-10 20:00,做空,27494.0,27482.0,245.7,0.894,0.85,0.31,0.27,0.4,回调极值,弱突破,,,2023-10-10 20:00,27395.5,0,0.352,,弱突破平仓,2023
415,2023-10-09 16:00,做空,27804.6,27780.3,242.33,0.872,2.0,0.27,0.28,1.44,突破K极值,确认,28022.63,24446.66,2023-10-10 16:00,27721.72,6,0.242,,KAMA跟踪止损,2023
416,2023-10-08 16:00,做空,27892.4,27838.5,261.24,0.937,2.36,-0.15,0.3,0.36,回调极值,弱突破,,,2023-10-08 16:00,27799.2,0,0.15,,弱突破平仓,2023
417,2023-10-08 08:00,做多,27943.0,27974.8,270.29,0.967,2.62,0.05,0.26,0.4,回调极值,弱突破,,,2023-10-08 08:00,28049.9,0,0.278,,弱突破平仓,2023
418,2023-10-08 00:00,做空,27926.5,27858.4,287.08,1.028,2.55,-0.13,0.26,0.27,回调极值,弱突破,,,2023-10-08 00:00,27849.7,0,0.03,,弱突破平仓,2023
419,2023-10-06 20:00,做多,27750.0,27785.0,286.84,1.034,1.98,1.28,0.22,0.62,突破K极值,弱突破,,,2023-10-06 20:00,27926.5,0,0.493,,弱突破平仓,2023
420,2023-10-06 16:00,做多,27626.8,27644.0,290.67,1.052,1.53,0.62,0.22,0.42,突破K极值,弱突破,,,2023-10-06 16:00,27750.0,0,0.365,,弱突破平仓,2023
421,2023-10-06 12:00,做多,27544.8,27609.9,295.76,1.074,1.23,0.02,0.22,0.28,回调极值,弱突破,,,2023-10-06 12:00,27626.8,0,0.057,,弱突破平仓,2023
422,2023-10-04 16:00,做多,27442.0,27500.0,303.64,1.106,0.95,0.65,0.19,0.39,突破K极值,弱突破,,,2023-10-04 16:00,27559.9,0,0.197,,弱突破平仓,2023
423,2023-10-03 20:00,做空,27549.1,27366.1,312.67,1.135,1.41,-0.26,0.1,0.69,回调极值,弱突破,,,2023-10-03 20:00,27332.0,0,0.109,,弱突破平仓,2023
424,2023-10-03 04:00,做空,27955.3,27614.6,312.94,1.119,2.93,1.21,0.06,1.53,突破K极值,弱突破,,,2023-10-03 04:00,27477.6,0,0.438,,弱突破平仓,2023
425,2023-10-02 04:00,做多,27091.0,27279.5,205.51,0.759,-0.22,-0.0,-0.05,4.33,回调极值,确认,27073.99,33280.99,2023-10-03 00:00,27886.92,5,1.847,加仓,KAMA跟踪止损,2023
426,2023-10-01 16:00,做多,27092.1,27148.0,213.19,0.787,-0.22,0.3,-0.05,0.39,突破K极值,弱突破,,,2023-10-01 16:00,27174.2,0,0.123,,弱突破平仓,2023
427,2023-10-01 12:00,做多,27032.9,27070.4,216.85,0.802,-0.43,0.17,-0.05,0.27,突破K极值,弱突破,,,2023-10-01 12:00,27092.1,0,0.1,,弱突破平仓,2023
428,2023-09-29 00:00,做多,27012.3,27075.0,250.83,0.929,-0.47,2.46,-0.4,0.3,突破K极值,弱突破,,,2023-09-29 00:00,27088.5,0,0.054,,弱突破平仓,2023
429,2023-09-21 16:00,做空,26978.4,26901.5,289.87,1.074,-1.13,-0.23,-0.26,0.88,回调极值,确认,27191.37,23673.32,2023-09-25 00:00,26644.19,20,0.157,加仓,KAMA跟踪止损,2023
430,2023-09-21 00:00,做空,27168.7,26923.3,286.78,1.056,-0.51,-0.23,-0.27,0.88,回调极值,弱突破,,,2023-09-21 00:00,26916.6,0,0.023,,弱突破平仓,2023
431,2023-09-19 16:00,做多,26836.0,26869.2,253.2,0.944,-1.75,0.12,-0.33,1.53,回调极值,确认,26616.0,32780.42,2023-09-20 12:00,26937.35,5,-1.611,加仓,KAMA跟踪止损,2023
432,2023-09-18 20:00,做多,27184.6,27235.0,246.79,0.908,-0.49,2.53,-0.41,0.3,突破K极值,弱突破,,,2023-09-18 20:00,27258.8,0,0.096,,弱突破平仓,2023
433,2023-08-16 00:00,做空,29315.1,29294.9,162.37,0.554,0.67,0.24,0.12,0.88,突破K极值,确认,29457.27,25779.51,2023-08-18 04:00,25779.51,13,39.725,加仓,止盈,2023
434,2023-08-15 20:00,做空,29357.1,29338.9,160.54,0.547,0.82,0.21,0.12,0.26,突破K极值,弱突破,,,2023-08-15 20:00,29315.2,0,0.148,,弱突破平仓,2023
435,2023-08-14 20:00,做多,29399.8,29486.0,148.56,0.505,0.97,0.36,0.15,1.3,突破K极值,确认,29337.44,35972.92,2023-08-15 00:00,29337.44,1,-1.0,,前3K止损,2023
436,2023-08-14 04:00,做空,29426.0,29316.2,141.79,0.482,1.09,-0.14,0.17,0.94,突破K极值,弱突破,,,2023-08-14 04:00,29293.3,0,0.162,,弱突破平仓,2023
437,2023-08-14 00:00,做多,29362.8,29401.9,141.53,0.482,0.87,-0.13,0.17,0.45,回调极值,弱突破,,,2023-08-14 00:00,29426.1,0,0.171,,弱突破平仓,2023
438,2023-08-10 20:00,做空,29490.0,29461.4,228.46,0.775,1.39,0.28,0.18,0.16,突破K极值,弱突破,,,2023-08-10 20:00,29452.8,0,0.038,,弱突破平仓,2023
439,2023-08-08 16:00,做多,29177.0,29330.0,191.23,0.655,0.4,0.11,0.1,1.31,突破K极值,确认,29138.77,35782.6,2023-08-10 00:00,29593.91,8,-0.045,加仓,KAMA跟踪止损,2023
440,2023-08-07 20:00,做空,29085.9,29005.5,172.26,0.592,0.16,-0.03,0.04,1.35,回调极值,确认,29177.76,25524.84,2023-08-08 04:00,29177.76,2,-1.0,,前3K止损,2023
441,2023-08-06 20:00,做空,29067.0,29023.4,182.59,0.628,0.11,-0.03,0.04,0.36,回调极值,弱突破,,,2023-08-06 20:00,29001.0,0,0.123,,弱突破平仓,2023
442,2023-08-05 00:00,做空,29258.8,29116.0,234.86,0.803,0.78,-0.36,0.13,1.01,突破K极值,弱突破,,,2023-08-05 00:00,29021.0,0,0.404,,弱突破平仓,2023
443,2023-08-04 20:00,做多,29157.2,29250.0,236.28,0.81,0.43,-0.08,0.13,0.43,突破K极值,弱突破,,,2023-08-04 20:00,29258.8,0,0.037,,弱突破平仓,2023
444,2023-08-03 00:00,做空,29312.5,29156.0,253.33,0.864,0.98,1.05,0.17,0.67,突破K极值,弱突破,,,2023-08-03 00:00,29141.8,0,0.056,,弱突破平仓,2023
445,2023-08-02 04:00,做多,29263.5,29330.0,221.13,0.756,0.83,1.18,0.18,1.98,突破K极值,确认,29108.87,35782.6,2023-08-02 20:00,29330.0,4,0.0,,KAMA跟踪止损,2023
446,2023-08-01 08:00,做空,29220.8,29100.0,176.84,0.605,0.75,0.6,0.14,2.27,突破K极值,确认,29276.84,25608.0,2023-08-02 00:00,29100.0,4,0.0,,KAMA跟踪止损,2023
447,2023-08-01 00:00,做空,29231.3,29208.9,177.23,0.606,0.79,0.61,0.14,0.48,突破K极值,弱突破,,,2023-08-01 00:00,29146.5,0,0.352,,弱突破平仓,2023
448,2023-07-31 20:00,做空,29395.8,29250.0,173.27,0.589,1.35,-0.43,0.14,0.95,回调极值,弱突破,,,2023-07-31 20:00,29231.3,0,0.108,,弱突破平仓,2023
449,2023-07-31 00:00,做空,29337.2,29211.2,165.53,0.564,1.17,-0.13,0.16,0.91,突破K极值,弱突破,,,2023-07-31 00:00,29187.2,0,0.145,,弱突破平仓,2023
450,2023-07-29 16:00,做空,29283.0,29267.3,204.64,0.699,1.02,0.07,0.16,0.15,回调极值,弱突破,,,2023-07-29 16:00,29253.2,0,0.069,,弱突破平仓,2023
451,2023-07-28 20:00,做多,29195.4,29299.9,215.08,0.737,0.75,-0.05,0.14,0.85,回调极值,弱突破,,,2023-07-28 20:00,29379.0,0,0.368,,弱突破平仓,2023
452,2023-07-28 00:00,做空,29278.0,29218.1,234.73,0.802,1.07,0.37,0.22,0.53,突破K极值,弱突破,,,2023-07-28 00:00,29152.6,0,0.279,,弱突破平仓,2023
453,2023-07-27 20:00,做空,29494.0,29286.2,232.5,0.788,1.81,-0.54,0.22,0.93,回调极值,弱突破,,,2023-07-27 20:00,29278.0,0,0.035,,弱突破平仓,2023
454,2023-07-27 00:00,做多,29307.3,29349.3,232.8,0.794,1.19,0.27,0.29,0.36,突破K极值,弱突破,,,2023-07-27 00:00,29390.3,0,0.176,,弱突破平仓,2023
455,2023-07-24 16:00,做空,29816.4,29639.7,238.52,0.8,3.02,0.89,0.42,2.33,突破K极值,确认,29878.22,26082.94,2023-07-26 08:00,29343.73,10,0.159,加仓,KAMA跟踪止损,2023
456,2023-07-24 00:00,做多,29885.9,29974.6,215.48,0.721,3.28,0.18,0.51,0.92,回调极值,确认,29759.12,36569.01,2023-07-24 08:00,29759.12,2,-1.0,,前3K止损,2023
457,2023-07-23 12:00,做多,29832.5,29892.5,234.42,0.786,3.09,-0.17,0.51,0.29,回调极值,弱突破,,,2023-07-23 12:00,29900.9,0,0.036,,弱突破平仓,2023
458,2023-07-23 04:00,做空,29820.5,29783.6,238.54,0.8,3.17,0.38,0.5,0.16,突破K极值,弱突破,,,2023-07-23 04:00,29783.5,0,0.0,,弱突破平仓,2023
459,2023-07-20 20:00,做空,30274.0,29866.0,286.01,0.945,4.94,-1.27,0.6,1.68,回调极值,弱突破,,,2023-07-20 20:00,29792.8,0,0.256,,弱突破平仓,2023
460,2023-07-20 16:00,做多,30195.6,30240.2,286.94,0.95,4.67,0.54,0.6,0.27,突破K极值,弱突破,,,2023-07-20 16:00,30274.0,0,0.118,,弱突破平仓,2023
461,2023-07-20 12:00,做多,29937.0,30088.1,284.78,0.951,3.77,-0.01,0.6,0.91,回调极值,弱突破,,,2023-07-20 12:00,30195.5,0,0.377,,弱突破平仓,2023
462,2023-07-19 08:00,做多,29845.7,30028.6,304.91,1.022,3.66,-0.09,0.73,0.66,回调极值,弱突破,,,2023-07-19 08:00,30048.0,0,0.064,,弱突破平仓,2023
463,2023-07-18 00:00,做空,30163.4,29910.0,284.08,0.942,4.88,0.44,0.91,1.03,突破K极值,弱突破,,,2023-07-18 00:00,29870.0,0,0.141,,弱突破平仓,2023
464,2023-07-16 20:00,做多,30293.6,30338.5,307.28,1.014,5.47,0.06,0.97,0.24,突破K极值,弱突破,,,2023-07-16 20:00,30366.0,0,0.089,,弱突破平仓,2023
465,2023-07-16 08:00,做空,30276.5,30237.0,328.74,1.086,5.57,0.07,1.04,0.31,回调极值,弱突破,,,2023-07-16 08:00,30174.1,0,0.191,,弱突破平仓,2023
466,2023-07-12 12:00,做多,30581.3,30684.6,302.86,0.99,7.3,-0.01,1.01,0.49,回调极值,弱突破,,,2023-07-12 12:00,30730.8,0,0.153,,弱突破平仓,2023
467,2023-07-05 16:00,做空,30765.9,30655.7,318.87,1.036,9.47,-0.26,1.45,1.16,回调极值,确认,30974.57,26977.02,2023-07-06 12:00,30655.7,5,0.0,,KAMA跟踪止损,2023
468,2023-06-30 20:00,做空,30897.7,30337.4,402.75,1.304,11.54,-1.5,1.51,2.1,回调极值,确认,30740.15,26696.91,2023-07-01 12:00,30337.4,4,0.0,,KAMA跟踪止损,2023
469,2023-06-21 00:00,做多,27054.3,27125.5,304.05,1.124,0.85,0.65,0.03,3.02,突破K极值,确认,26821.45,33093.11,2023-06-22 16:00,29984.99,10,14.977,加仓,KAMA跟踪止损,2023
470,2023-06-20 00:00,做多,26431.1,26569.7,272.47,1.031,-1.32,0.14,-0.26,0.89,突破K极值,弱突破,,,2023-06-20 00:00,26672.8,0,0.378,,弱突破平仓,2023
471,2023-06-19 04:00,做空,26641.6,26425.8,286.59,1.076,-0.53,-0.26,-0.45,1.09,突破K极值,弱突破,,,2023-06-19 04:00,26329.7,0,0.335,,弱突破平仓,2023
472,2023-06-05 08:00,做空,27102.4,27026.0,254.61,0.939,-0.05,0.33,-0.02,1.05,突破K极值,确认,27280.61,23782.88,2023-06-06 20:00,25848.69,9,5.187,加仓,KAMA跟踪止损,2023
473,2023-06-05 04:00,做空,27205.0,27110.0,245.16,0.901,0.33,-0.24,-0.02,0.42,回调极值,弱突破,,,2023-06-05 04:00,27102.4,0,0.031,,弱突破平仓,2023
474,2023-06-04 16:00,做多,27141.0,27154.0,267.12,0.984,0.09,0.21,-0.02,0.19,突破K极值,弱突破,,,2023-06-04 16:00,27190.9,0,0.138,,弱突破平仓,2023
475,2023-06-04 00:00,做空,27292.8,27098.0,281.31,1.031,0.65,-0.6,0.04,0.74,回调极值,弱突破,,,2023-06-04 00:00,27084.9,0,0.047,,弱突破平仓,2023
476,2023-06-03 20:00,做多,27121.0,27230.4,284.0,1.047,0.02,-0.39,0.04,0.6,回调极值,弱突破,,,2023-06-03 20:00,27292.7,0,0.219,,弱突破平仓,2023
477,2023-05-31 12:00,做空,27646.5,27530.0,295.89,1.07,1.93,0.07,0.21,1.68,回调极值,确认,27825.89,24226.4,2023-06-02 12:00,27136.73,12,0.529,加仓,KAMA跟踪止损,2023
478,2023-05-30 16:00,做多,27721.1,27933.0,292.24,1.054,2.21,0.35,0.17,0.97,突破K极值,弱突破,,,2023-05-30 16:00,28005.9,0,0.249,,弱突破平仓,2023
479,2023-05-28 08:00,做多,26841.6,26890.0,246.74,0.919,-0.8,0.58,-0.2,1.35,突破K极值,确认,26643.26,32805.8,2023-05-29 20:00,27724.61,9,5.249,加仓,KAMA跟踪止损,2023
480,2023-05-24 08:00,做空,27209.9,27080.0,251.45,0.924,0.34,0.43,-0.09,1.75,突破K极值,确认,27331.45,23830.4,2023-05-25 20:00,26406.18,9,3.706,加仓,KAMA跟踪止损,2023
481,2023-05-23 08:00,做多,26840.2,27097.8,247.75,0.923,-1.01,0.08,-0.14,2.08,回调极值,确认,26850.05,33059.32,2023-05-24 00:00,27103.92,4,0.025,,KAMA跟踪止损,2023
482,2023-05-21 16:00,做空,27044.6,26952.8,262.04,0.969,-0.29,0.04,-0.08,0.86,回调极值,确认,27214.84,23718.46,2023-05-22 20:00,26952.8,7,0.0,,KAMA跟踪止损,2023
483,2023-05-21 08:00,做多,27089.6,27144.4,270.31,0.998,-0.16,0.82,-0.06,0.28,突破K极值,弱突破,,,2023-05-21 08:00,27166.5,0,0.082,,弱突破平仓,2023
484,2023-05-21 00:00,做多,26936.0,26969.8,276.85,1.028,-0.73,0.32,-0.06,0.43,突破K极值,弱突破,,,2023-05-21 00:00,27054.3,0,0.305,,弱突破平仓,2023
485,2023-05-20 20:00,做多,26868.5,26911.0,285.48,1.063,-0.98,-0.01,-0.06,0.24,突破K极值,弱突破,,,2023-05-20 20:00,26936.0,0,0.088,,弱突破平仓,2023
486,2023-05-19 00:00,做空,27075.2,27007.1,331.83,1.226,-0.25,1.03,-0.05,1.07,突破K极值,确认,27338.93,23766.25,2023-05-19 20:00,26971.13,5,0.108,,KAMA跟踪止损,2023
487,2023-05-18 00:00,做多,26788.1,27092.4,331.34,1.237,-1.34,-0.98,-0.05,1.78,回调极值,确认,26761.06,33052.73,2023-05-18 20:00,27092.4,5,0.0,,KAMA跟踪止损,2023
488,2023-05-17 16:00,做空,26831.8,26700.0,331.99,1.237,-1.18,0.32,-0.05,0.62,突破K极值,弱突破,,,2023-05-17 16:00,26626.5,0,0.221,,弱突破平仓,2023
489,2023-05-17 12:00,做空,27052.1,26862.0,328.81,1.215,-0.37,-0.09,-0.05,0.67,回调极值,弱突破,,,2023-05-17 12:00,26831.9,0,0.092,,弱突破平仓,2023
490,2023-05-14 20:00,做多,26794.8,26888.7,360.37,1.345,-1.3,0.12,-0.09,0.77,突破K极值,确认,26528.33,32804.21,2023-05-16 08:00,27046.09,9,0.437,,KAMA跟踪止损,2023
491,2023-05-12 08:00,做空,26956.4,26688.8,440.38,1.634,-0.81,1.59,0.26,0.87,突破K极值,弱突破,,,2023-05-12 08:00,26574.8,0,0.259,,弱突破平仓,2023
492,2023-05-12 00:00,做空,27166.3,26924.0,445.69,1.641,-0.04,0.98,0.26,0.75,突破K极值,弱突破,,,2023-05-12 00:00,26831.4,0,0.208,,弱突破平仓,2023
493,2023-05-11 20:00,做空,27393.2,27220.0,431.99,1.577,0.79,0.69,0.26,0.53,突破K极值,弱突破,,,2023-05-11 20:00,27166.3,0,0.124,,弱突破平仓,2023
494,2023-05-10 20:00,做多,27660.6,27848.7,371.51,1.343,1.75,0.18,0.46,1.29,回调极值,确认,27477.19,33975.41,2023-05-11 00:00,27477.19,1,-1.0,,前3K止损,2023
495,2023-05-08 04:00,做空,28894.0,28691.2,391.2,1.354,6.44,-0.01,1.01,1.21,回调极值,确认,29082.4,25248.26,2023-05-10 04:00,27757.0,12,2.901,加仓,KAMA跟踪止损,2023
496,2023-05-04 04:00,做多,28308.8,28800.0,435.07,1.537,5.1,-1.15,1.09,1.63,突破K极值,确认,28364.93,35136.0,2023-05-04 20:00,28800.0,4,0.0,,KAMA跟踪止损,2023
497,2023-05-02 20:00,做多,28076.2,28158.0,434.55,1.548,4.47,0.08,1.16,1.02,突破K极值,确认,27723.45,34352.76,2023-05-03 20:00,28420.57,6,0.604,,KAMA跟踪止损,2023
498,2023-05-02 00:00,做空,28158.5,28052.1,456.39,1.621,4.98,1.36,1.28,0.71,突破K极值,弱突破,,,2023-05-02 00:00,27833.9,0,0.478,,弱突破平仓,2023
499,2023-04-30 20:00,做多,29184.6,29349.9,409.93,1.405,8.95,-0.1,1.36,1.12,突破K极值,确认,28939.97,35806.88,2023-05-01 08:00,28939.97,3,-1.0,,前3K止损,2023
500,2023-04-26 04:00,做多,27596.2,27787.5,376.65,1.365,4.42,1.26,0.74,1.83,突破K极值,确认,27410.85,33900.75,2023-04-27 00:00,28595.84,5,2.759,加仓,KAMA跟踪止损,2023
501,2023-04-26 00:00,做多,27329.5,27466.0,370.94,1.357,3.41,-0.03,0.74,0.72,突破K极值,弱突破,,,2023-04-26 00:00,27596.1,0,0.351,,弱突破平仓,2023
502,2023-04-24 08:00,做多,27575.9,27729.0,371.19,1.346,4.69,-0.21,0.93,0.55,回调极值,弱突破,,,2023-04-24 08:00,27780.0,0,0.137,,弱突破平仓,2023
503,2023-04-23 04:00,做多,27604.6,27780.0,387.3,1.403,4.94,1.23,1.27,0.52,突破K极值,弱突破,,,2023-04-23 04:00,27807.2,0,0.07,,弱突破平仓,2023
504,2023-04-23 00:00,做多,27477.1,27556.1,391.4,1.424,4.46,0.61,1.27,0.33,突破K极值,弱突破,,,2023-04-23 00:00,27604.7,0,0.124,,弱突破平仓,2023
505,2023-04-22 20:00,做多,27276.1,27387.8,394.28,1.446,3.69,0.09,1.27,0.51,突破K极值,弱突破,,,2023-04-22 20:00,27477.1,0,0.226,,弱突破平仓,2023
506,2023-04-10 20:00,做多,28294.3,28420.0,266.03,0.94,12.91,-0.05,2.08,0.5,回调极值,弱突破,,,2023-04-10 20:00,28427.7,0,0.029,,弱突破平仓,2023
507,2023-04-10 00:00,做多,27873.6,28055.0,268.59,0.964,11.83,-0.49,1.97,0.96,回调极值,弱突破,,,2023-04-10 00:00,28132.4,0,0.288,,弱突破平仓,2023
508,2023-04-04 16:00,做多,28013.2,28141.6,424.74,1.516,14.6,-0.21,2.41,0.62,突破K极值,弱突破,,,2023-04-04 16:00,28274.6,0,0.313,,弱突破平仓,2023
509,2023-03-13 20:00,做多,22092.6,22598.0,446.43,2.021,1.51,0.48,-0.21,4.29,回调极值,确认,22151.57,27569.56,2023-03-15 00:00,24502.24,7,4.686,加仓,KAMA跟踪止损,2023
510,2023-03-13 08:00,做多,21986.2,22184.0,422.75,1.923,1.34,7.59,-0.54,0.56,突破K极值,弱突破,,,2023-03-13 08:00,22221.7,0,0.089,,弱突破平仓,2023
511,2023-03-09 04:00,做空,21993.8,21880.0,254.84,1.159,0.84,-0.14,0.27,1.17,突破K极值,确认,22134.84,19254.4,2023-03-10 20:00,20190.0,10,9.204,加仓,KAMA跟踪止损,2023
512,2023-03-06 20:00,做多,22369.9,22499.4,246.94,1.104,2.6,-0.22,0.55,0.7,回调极值,弱突破,,,2023-03-06 20:00,22543.6,0,0.179,,弱突破平仓,2023
513,2023-03-03 08:00,做空,23457.1,23183.0,318.3,1.357,7.93,-0.22,1.22,3.62,回调极值,确认,23501.3,20401.04,2023-03-05 08:00,22370.49,12,2.481,加仓,KAMA跟踪止损,2023
514,2023-03-02 00:00,做空,23702.9,23414.8,342.47,1.445,9.31,-1.16,1.22,1.05,回调极值,弱突破,,,2023-03-02 00:00,23342.9,0,0.21,,弱突破平仓,2023
515,2023-03-01 12:00,做多,23431.6,23592.8,338.1,1.443,8.06,-0.34,1.22,0.82,回调极值,弱突破,,,2023-03-01 12:00,23709.6,0,0.345,,弱突破平仓,2023
516,2023-03-01 04:00,做空,23251.1,23190.2,331.02,1.424,7.5,-0.12,1.2,0.37,回调极值,弱突破,,,2023-03-01 04:00,23129.6,0,0.183,,弱突破平仓,2023
517,2023-02-28 00:00,做空,23546.5,23320.0,333.66,1.417,9.09,-0.02,1.35,0.85,突破K极值,弱突破,,,2023-02-28 00:00,23262.5,0,0.172,,弱突破平仓,2023
518,2023-02-15 16:00,做多,22097.4,22275.0,250.01,1.131,7.17,-0.45,1.35,1.34,回调极值,确认,22024.99,27175.5,2023-02-17 04:00,24634.22,9,16.781,加仓,KAMA跟踪止损,2023
519,2023-02-10 00:00,做空,22603.8,22341.1,278.4,1.232,11.31,-0.41,1.86,2.07,回调极值,确认,22619.5,19660.17,2023-02-12 04:00,21806.49,13,1.873,加仓,KAMA跟踪止损,2023
520,2023-01-12 00:00,做多,17325.2,17464.0,102.85,0.594,-0.63,-0.47,-0.09,2.09,突破K极值,确认,17361.15,21306.08,2023-01-14 08:00,21306.08,14,70.129,加仓,止盈,2023
521,2023-01-11 00:00,做多,17317.6,17368.7,100.23,0.579,-0.6,0.68,-0.26,1.06,突破K极值,确认,17268.47,21189.81,2023-01-11 20:00,17368.7,5,0.0,,KAMA跟踪止损,2023
522,2023-01-10 20:00,做多,17244.3,17278.0,96.85,0.562,-1.02,0.44,-0.26,0.76,突破K极值,弱突破,,,2023-01-10 20:00,17317.5,0,0.408,,弱突破平仓,2023
523,2023-01-10 04:00,做空,17285.6,17180.0,95.75,0.554,-0.78,-0.56,-0.37,1.21,回调极值,弱突破,,,2023-01-10 04:00,17169.7,0,0.108,,弱突破平仓,2023
524,2023-01-09 08:00,做多,17124.6,17181.1,89.02,0.52,-1.74,1.22,-0.43,0.71,突破K极值,弱突破,,,2023-01-09 08:00,17188.1,0,0.079,,弱突破平仓,2023
525,2022-12-14 20:00,做多,17823.9,17880.0,149.65,0.84,-1.56,0.26,-0.59,1.54,突破K极值,确认,17730.35,21813.6,2022-12-15 00:00,17730.35,1,-1.0,,前3K止损,2022
526,2022-11-07 04:00,做空,21186.6,21144.8,220.6,1.041,4.05,-0.01,0.29,1.3,突破K极值,确认,21365.4,18607.42,2022-11-09 00:00,20021.45,11,7.842,加仓,KAMA跟踪止损,2022
527,2022-11-04 12:00,做多,20309.3,20316.0,227.14,1.118,-0.05,0.34,0.13,1.29,突破K极值,确认,20088.86,24785.52,2022-11-06 08:00,21225.44,11,5.748,加仓,KAMA跟踪止损,2022
528,2022-11-03 00:00,做空,20400.2,20323.0,221.53,1.086,0.5,0.54,0.15,0.72,突破K极值,弱突破,,,2022-11-03 00:00,20241.1,0,0.37,,弱突破平仓,2022
529,2022-11-01 12:00,做多,20471.3,20578.0,253.78,1.24,0.83,0.4,0.22,0.47,突破K极值,弱突破,,,2022-11-01 12:00,20590.2,0,0.048,,弱突破平仓,2022
530,2022-10-31 20:00,做空,20722.1,20416.0,253.75,1.225,2.09,-0.52,0.19,1.31,回调极值,弱突破,,,2022-10-31 20:00,20390.4,0,0.101,,弱突破平仓,2022
531,2022-10-29 08:00,做多,20582.7,20740.0,277.11,1.346,1.55,2.08,-0.04,0.59,突破K极值,弱突破,,,2022-10-29 08:00,20745.2,0,0.019,,弱突破平仓,2022
532,2022-10-29 00:00,做多,20473.2,20585.0,281.89,1.377,1.01,0.93,-0.04,0.44,突破K极值,弱突破,,,2022-10-29 00:00,20597.3,0,0.044,,弱突破平仓,2022
533,2022-10-28 04:00,做空,20620.0,20420.0,261.0,1.266,1.78,0.4,-0.19,1.28,突破K极值,确认,20681.0,17969.6,2022-10-28 20:00,20341.71,4,0.3,,KAMA跟踪止损,2022
534,2022-10-26 16:00,做多,20333.6,20368.3,220.92,1.086,0.37,0.33,-0.35,1.19,突破K极值,确认,20147.38,24849.33,2022-10-27 16:00,20557.31,6,-0.405,加仓,KAMA跟踪止损,2022
535,2022-09-13 20:00,做空,22516.2,22048.4,399.65,1.775,1.19,-0.58,-0.54,4.23,回调极值,确认,22448.05,19402.59,2022-09-16 20:00,19402.59,18,8.796,加仓,止盈,2022
