序号,信号时间,方向,6K极值,回调基准,是否有回调基准,回调基准偏移%,ATR,ATR%,突破K收盘价,突破K最低价,突破K最高价,是否成交,是否确认,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,前3K止损,MFE%,MAE%,可能错过涨幅%,可能错过R值,年份
1146,2024-11-28 00:00,做多,95908.0,94745.2,是,1.212,1663.09,1.734,96670.0,95238.7,96687.4,未成交,确认,94745.2,94246.27,115589.14,2024-11-28 16:00,94745.2,4,0.0,KAMA跟踪止损,否,,否,2.64,-0.05,2.64,0.0,2024
1147,2024-11-29 08:00,做多,96627.6,96627.6,是,0.0,1517.32,1.57,96646.4,95404.5,96932.9,成交,弱突破,96627.6,96172.4,117885.67,2024-11-29 08:00,96646.4,0,0.012,弱突破平仓,否,,是,0.0,0.0,,,2024
1148,2024-11-29 16:00,做多,96932.9,96284.0,是,0.669,1492.73,1.54,97302.2,95690.1,97437.1,成交,确认,96284.0,95836.18,117466.48,2024-11-30 16:00,96284.0,6,0.0,KAMA跟踪止损,否,,否,2.52,-0.14,,,2024
1149,2024-12-01 16:00,做多,97128.4,97128.4,是,0.0,1226.36,1.263,97163.7,96480.0,97250.0,成交,弱突破,97128.4,96760.49,118496.65,2024-12-01 16:00,97163.7,0,0.029,弱突破平仓,否,,是,0.0,0.0,,,2024
1150,2024-12-02 12:00,做空,96249.1,96249.1,是,0.0,1185.27,1.231,96053.6,95788.4,97000.0,成交,弱突破,96249.1,96604.68,84699.21,2024-12-02 12:00,96053.6,0,0.165,弱突破平仓,否,,是,0.0,0.0,,,2024
1151,2024-12-02 16:00,做空,95788.4,96480.0,是,0.722,1186.59,1.239,95191.3,94887.0,96177.9,未成交,确认,96480.0,96835.98,84902.4,2024-12-02 20:00,96835.98,1,-0.3,前3K止损,否,,是,1.71,-0.84,1.71,-0.3,2024
1152,2024-12-05 00:00,做多,97041.1,,否,,1294.4,1.334,97283.4,94650.8,97310.3,成交,弱突破,97041.1,96652.78,118390.14,2024-12-05 00:00,97283.4,0,0.187,弱突破平仓,否,,是,0.0,0.0,,,2024
1153,2024-12-05 04:00,做多,97310.3,,否,,1362.66,1.4,98669.8,97189.3,99099.9,成交,确认,97310.3,96901.5,118718.57,2024-12-06 00:00,100004.52,5,-0.283,KAMA跟踪止损,是,103084.8,否,7.52,0.68,,,2024
1154,2024-12-06 04:00,做空,97189.3,97189.3,是,0.0,1786.95,1.839,97001.5,90200.0,99542.9,成交,弱突破,97189.3,97725.39,85526.58,2024-12-06 04:00,97001.5,0,0.105,弱突破平仓,否,,是,0.0,0.0,,,2024
1155,2024-12-09 04:00,做多,100597.5,100497.5,是,0.099,1601.42,1.592,101200.0,99800.0,101457.9,成交,弱突破,100497.5,100017.07,122606.95,2024-12-09 04:00,101200.0,0,0.439,弱突破平仓,否,,是,0.0,0.0,,,2024
1156,2024-12-09 16:00,做空,98374.3,98709.4,是,0.341,1652.01,1.679,98157.4,98112.0,99757.5,成交,弱突破,98709.4,99205.0,86864.27,2024-12-09 16:00,98157.4,0,0.334,弱突破平仓,否,,是,0.0,0.0,,,2024
1157,2024-12-09 20:00,做空,98112.0,99409.3,是,1.322,1651.69,1.683,97856.0,97555.0,100481.3,成交,确认,99409.3,99904.81,87480.18,2024-12-11 12:00,97763.34,10,-0.26,KAMA跟踪止损,是,95687.9,否,5.4,0.97,,,2024
1158,2024-12-11 20:00,做多,98499.9,98320.6,是,0.182,1755.82,1.783,100352.7,98047.5,100798.6,成交,确认,98320.6,97793.85,119951.13,2024-12-13 00:00,100205.6,7,0.568,KAMA跟踪止损,是,101094.1,否,4.29,0.98,,,2024
1159,2024-12-14 08:00,做多,101869.5,,否,,1580.08,1.551,102040.7,101106.1,102638.0,成交,弱突破,101869.5,101395.48,124280.79,2024-12-14 08:00,102040.7,0,0.108,弱突破平仓,否,,是,0.0,0.0,,,2024
1160,2024-12-16 04:00,做多,103498.9,,否,,1324.76,1.28,104460.4,102592.4,105374.6,成交,确认,103498.9,103101.47,126268.66,2024-12-16 20:00,103566.17,4,-1.999,KAMA跟踪止损,是,106281.2,否,3.06,-0.23,,,2024
1161,2024-12-18 08:00,做空,105252.0,105623.0,是,0.352,1510.31,1.435,104716.8,104527.6,106484.6,成交,确认,105623.0,106076.09,92948.24,2024-12-19 20:00,102730.41,9,1.949,KAMA跟踪止损,是,102782.1,否,6.51,0.26,,,2024
1162,2024-12-20 00:00,做空,98744.0,98744.0,是,0.0,1720.47,1.742,97172.1,96233.7,101162.5,成交,确认,98744.0,99260.14,86894.72,2024-12-21 12:00,98425.91,9,-3.134,KAMA跟踪止损,是,92715.1,否,6.55,-0.75,,,2024
1163,2024-12-22 12:00,做空,96375.0,96375.0,是,0.0,1949.53,2.023,96192.1,95867.3,97057.0,成交,弱突破,96375.0,96959.86,84810.0,2024-12-22 12:00,96192.1,0,0.094,弱突破平仓,否,,是,0.0,0.0,,,2024
1164,2024-12-22 20:00,做空,95867.3,96375.0,是,0.53,1873.46,1.954,95341.0,95085.0,97266.6,成交,确认,96375.0,96937.04,84810.0,2024-12-23 12:00,96375.0,4,0.0,KAMA跟踪止损,否,,否,2.82,-0.12,,,2024
1165,2024-12-23 20:00,做空,93655.3,93655.3,是,0.0,1873.08,2.0,93217.6,93060.3,96377.2,成交,弱突破,93655.3,94217.22,82416.66,2024-12-23 20:00,93217.6,0,0.234,弱突破平仓,否,,是,0.0,0.0,,,2024
1166,2024-12-24 00:00,做空,93060.3,93655.3,是,0.639,1945.27,2.09,92997.7,92634.7,94249.3,成交,弱突破,93655.3,94238.88,82416.66,2024-12-24 00:00,92997.7,0,0.338,弱突破平仓,否,,是,0.0,0.0,,,2024
1167,2024-12-24 20:00,做多,96377.2,96377.2,是,0.0,1842.47,1.912,98243.5,94039.8,98274.9,成交,确认,96377.2,95824.46,117580.18,2024-12-26 12:00,97939.48,10,0.066,KAMA跟踪止损,是,99379.7,否,3.71,0.88,,,2024
1168,2024-12-26 16:00,做空,97570.0,97570.0,是,0.0,1722.09,1.765,95662.7,95153.0,97721.8,成交,确认,97570.0,98086.63,85861.6,2024-12-27 16:00,97062.49,6,0.295,KAMA跟踪止损,否,,否,3.02,0.01,,,2024
1169,2024-12-27 20:00,做空,94620.0,95200.1,是,0.613,1685.1,1.781,94539.9,93982.4,96999.0,成交,弱突破,95200.1,95705.63,83776.09,2024-12-27 20:00,94539.9,0,0.392,弱突破平仓,否,,是,0.0,0.0,,,2024
1170,2024-12-30 00:00,做空,93925.4,94356.5,是,0.459,1288.67,1.372,93559.6,93333.0,94537.7,成交,确认,94356.5,94743.1,83033.72,2024-12-31 00:00,94356.5,6,-1.765,KAMA跟踪止损,是,92081.5,否,3.02,-0.33,,,2024
1171,2024-12-31 20:00,做多,95031.6,95031.6,是,0.0,1411.64,1.485,95389.4,94202.4,96254.3,成交,弱突破,95031.6,94608.11,115938.55,2024-12-31 20:00,95389.4,0,0.253,弱突破平仓,否,,是,0.0,0.0,,,2024
1172,2025-01-02 12:00,做多,95523.5,,否,,1297.19,1.358,95815.3,94971.3,96031.4,成交,弱突破,95523.5,95134.34,116538.67,2025-01-02 12:00,95815.3,0,0.225,弱突破平仓,否,,是,0.0,0.0,,,2025
1173,2025-01-02 16:00,做多,96031.4,,否,,1285.33,1.338,96715.4,95612.5,96870.9,成交,确认,96031.4,95645.8,117158.31,2025-01-03 16:00,96182.84,6,0.118,KAMA跟踪止损,否,,否,1.87,-0.13,,,2025
1174,2025-01-04 00:00,做多,97822.4,97822.4,是,0.0,1230.39,1.258,98545.5,97353.6,98949.0,成交,确认,97822.4,97453.28,119343.33,2025-01-04 16:00,97822.4,4,0.0,KAMA跟踪止损,否,,否,0.9,-0.39,,,2025
1175,2025-01-06 08:00,做多,98852.6,98496.3,是,0.36,972.17,0.983,99005.0,97872.6,99278.0,成交,确认,98496.3,98204.65,120165.49,2025-01-07 16:00,100763.24,8,0.952,KAMA跟踪止损,是,102104.5,否,4.33,0.17,,,2025
1176,2025-01-07 20:00,做空,98670.0,98670.0,是,0.0,1109.74,1.125,97915.3,97100.0,100914.2,成交,确认,98670.0,99002.92,86829.6,2025-01-10 12:00,94258.56,16,5.935,KAMA跟踪止损,是,96433.3,否,7.72,0.37,,,2025
1177,2025-01-10 16:00,做多,94975.2,94644.8,是,0.348,1534.38,1.616,95030.5,94344.5,95239.9,成交,弱突破,94644.8,94184.49,115466.66,2025-01-10 16:00,95030.5,0,0.251,弱突破平仓,否,,是,0.0,0.0,,,2025
1178,2025-01-11 00:00,做多,95239.9,94644.8,是,0.625,1572.53,1.651,95275.9,93151.5,95882.5,成交,弱突破,94644.8,94173.04,115466.66,2025-01-11 00:00,95275.9,0,0.401,弱突破平仓,否,,是,0.0,0.0,,,2025
1179,2025-01-12 20:00,做多,94988.0,94988.0,是,0.0,1224.85,1.289,95035.6,94128.0,95444.0,成交,弱突破,94988.0,94620.55,115885.36,2025-01-12 20:00,95035.6,0,0.039,弱突破平仓,否,,是,0.0,0.0,,,2025
1180,2025-01-13 12:00,做空,93661.1,93661.1,是,0.0,1241.9,1.326,93557.9,93222.2,94878.0,成交,弱突破,93661.1,94033.67,82421.77,2025-01-13 12:00,93557.9,0,0.083,弱突破平仓,否,,是,0.0,0.0,,,2025
1181,2025-01-13 16:00,做空,93222.2,93661.1,是,0.471,1262.6,1.354,90827.5,90809.8,93626.1,未成交,确认,93661.1,94039.88,82421.77,2025-01-14 04:00,94039.88,3,-0.3,前3K止损,否,,是,5.07,-1.09,5.07,-0.3,2025
1182,2025-01-14 16:00,做多,95437.8,93626.1,是,1.898,1470.01,1.54,96508.4,94823.3,97353.9,未成交,确认,93626.1,93185.1,114223.84,2025-01-16 16:00,98890.25,12,5.264,KAMA跟踪止损,是,96416.7,否,7.72,1.8,7.72,5.264,2025
1183,2025-01-17 08:00,做多,100850.0,100850.0,是,0.0,1479.54,1.467,101005.1,99902.0,102133.7,成交,弱突破,100850.0,100406.14,123037.0,2025-01-17 08:00,101005.1,0,0.105,弱突破平仓,否,,是,0.0,0.0,,,2025
1184,2025-01-17 16:00,做多,102133.7,,否,,1488.57,1.457,102181.6,101400.0,102568.8,成交,弱突破,102133.7,101687.13,124603.11,2025-01-17 16:00,102181.6,0,0.032,弱突破平仓,否,,是,0.0,0.0,,,2025
1185,2025-01-17 20:00,做多,102568.8,,否,,1472.58,1.436,103946.2,102137.1,104198.9,成交,确认,102568.8,102127.03,125133.94,2025-01-18 12:00,102568.8,4,-2.174,KAMA跟踪止损,是,105770.9,否,3.13,-0.01,,,2025
1186,2025-01-20 00:00,做多,105743.1,,否,,1532.63,1.449,106247.9,104520.0,106259.8,成交,弱突破,105743.1,105283.31,129006.58,2025-01-20 00:00,106247.9,0,0.329,弱突破平仓,否,,是,0.0,0.0,,,2025
1187,2025-01-20 04:00,做空,103458.6,103750.0,是,0.282,1542.99,1.491,101311.5,99600.0,106450.0,成交,确认,103750.0,104212.9,91300.0,2025-01-20 12:00,104212.9,2,-0.3,前3K止损,否,,是,4.1,-6.02,,,2025
1188,2025-01-23 08:00,做空,103211.6,,否,,2183.72,2.116,102417.0,102082.0,103777.4,成交,弱突破,103211.6,103866.72,90826.21,2025-01-23 08:00,102417.0,0,0.364,弱突破平仓,否,,是,0.0,0.0,,,2025
1189,2025-01-27 04:00,做空,104358.3,104358.3,是,0.0,1504.0,1.441,102560.1,102450.3,105175.0,成交,确认,104358.3,104809.5,91835.3,2025-01-27 20:00,101032.69,4,2.422,KAMA跟踪止损,是,101349.2,否,6.4,1.09,,,2025
1190,2025-01-30 00:00,做多,103089.9,103089.9,是,0.0,1634.0,1.585,103550.5,101365.0,103997.0,成交,弱突破,103089.9,102599.7,125769.68,2025-01-30 00:00,103550.5,0,0.282,弱突破平仓,否,,是,0.0,0.0,,,2025
1191,2025-01-30 08:00,做多,104755.0,,否,,1697.9,1.621,105155.7,103224.5,105287.9,成交,弱突破,104755.0,104245.63,127801.1,2025-01-30 08:00,105155.7,0,0.236,弱突破平仓,否,,是,0.0,0.0,,,2025
1192,2025-02-01 00:00,做空,103880.0,103880.0,是,0.0,1520.51,1.464,102275.8,102100.0,105537.0,成交,确认,103880.0,104336.15,91414.4,2025-02-03 08:00,91414.4,14,14.242,止盈,是,100603.6,否,12.27,1.1,,,2025
1193,2025-02-04 00:00,做多,99501.4,99319.0,是,0.183,1988.99,1.999,101831.9,97993.3,101832.0,成交,确认,99319.0,98722.3,121169.18,2025-02-04 12:00,98722.3,3,-0.3,前3K止损,否,,是,3.16,-1.14,,,2025
1194,2025-02-05 04:00,做空,97792.8,97792.8,是,0.0,2026.59,2.072,97709.9,96100.0,99400.0,成交,弱突破,97792.8,98400.78,86057.66,2025-02-05 04:00,97709.9,0,0.041,弱突破平仓,否,,是,0.0,0.0,,,2025
1195,2025-02-07 00:00,做空,96106.1,96106.1,是,0.0,1826.8,1.901,95946.1,95613.5,97500.0,成交,弱突破,96106.1,96654.14,84573.37,2025-02-07 00:00,95946.1,0,0.088,弱突破平仓,否,,是,0.0,0.0,,,2025
1196,2025-02-09 08:00,做多,96850.0,96850.0,是,0.0,1484.03,1.532,97278.4,96306.5,97284.1,成交,弱突破,96850.0,96404.79,118157.0,2025-02-09 08:00,97278.4,0,0.289,弱突破平仓,否,,是,0.0,0.0,,,2025
1197,2025-02-10 12:00,做多,97301.7,97301.7,是,0.0,1396.57,1.435,97386.3,96591.8,97634.0,成交,弱突破,97301.7,96882.73,118708.07,2025-02-10 12:00,97386.3,0,0.061,弱突破平仓,否,,是,0.0,0.0,,,2025
1198,2025-02-12 00:00,做空,96529.3,96828.4,是,0.31,1215.31,1.259,94988.0,94814.3,97002.0,成交,确认,96828.4,97192.99,85208.99,2025-02-13 00:00,96828.4,6,0.0,KAMA跟踪止损,否,,否,2.92,-0.9,,,2025
1199,2025-02-13 04:00,做多,97700.0,96468.5,是,1.26,1358.74,1.391,97816.3,96811.2,98090.9,未成交,确认,96468.5,96060.88,117691.57,2025-02-13 12:00,96060.88,2,-0.3,前3K止损,否,,是,1.64,-0.79,1.64,-0.3,2025
1200,2025-02-15 00:00,做多,97561.1,,否,,1213.34,1.244,97898.3,96444.6,98792.8,成交,弱突破,97561.1,97197.1,119024.54,2025-02-15 00:00,97898.3,0,0.278,弱突破平仓,否,,是,0.0,0.0,,,2025
1201,2025-02-16 12:00,做空,97255.2,97255.2,是,0.0,1032.57,1.062,97207.4,97137.0,97638.8,成交,弱突破,97255.2,97564.97,85584.58,2025-02-16 12:00,97207.4,0,0.046,弱突破平仓,否,,是,0.0,0.0,,,2025
1202,2025-02-16 20:00,做空,97011.0,97274.5,是,0.272,972.93,1.003,96849.9,96629.5,97295.7,成交,弱突破,97274.5,97566.38,85601.56,2025-02-16 20:00,96849.9,0,0.436,弱突破平仓,否,,是,0.0,0.0,,,2025
1203,2025-02-17 04:00,做空,96572.5,,否,,937.79,0.971,96067.0,96002.0,97247.6,成交,确认,96572.5,96853.84,84983.8,2025-02-17 20:00,96538.11,4,0.037,KAMA跟踪止损,否,,否,1.12,-0.44,,,2025
1204,2025-02-18 00:00,做空,95491.7,,否,,929.91,0.974,95490.8,95150.6,95900.0,成交,弱突破,95491.7,95770.67,84032.7,2025-02-18 00:00,95490.8,0,0.001,弱突破平仓,否,,是,0.0,0.0,,,2025
1205,2025-02-19 00:00,做空,95000.0,95150.6,是,0.159,953.99,1.004,94062.1,93321.6,95595.0,成交,确认,95150.6,95436.8,83732.53,2025-02-19 04:00,95436.8,1,-0.3,前3K止损,否,,是,1.53,-0.52,,,2025
1206,2025-02-20 08:00,做多,96878.7,,否,,1037.39,1.071,97017.4,96366.0,97339.8,成交,弱突破,96878.7,96567.48,118192.01,2025-02-20 08:00,97017.4,0,0.134,弱突破平仓,否,,是,0.0,0.0,,,2025
1207,2025-02-21 00:00,做多,98000.0,,否,,1002.63,1.023,98370.0,96838.1,98480.0,成交,弱突破,98000.0,97699.21,119560.0,2025-02-21 00:00,98370.0,0,0.369,弱突破平仓,否,,是,0.0,0.0,,,2025
1208,2025-02-22 00:00,做空,96838.1,96838.1,是,0.0,1023.08,1.056,95247.5,95201.2,98720.0,成交,确认,96838.1,97145.02,85217.53,2025-02-22 20:00,96838.1,5,0.0,KAMA跟踪止损,否,,否,2.07,-0.15,,,2025
1209,2025-02-23 16:00,做空,96102.2,96107.0,是,0.005,907.58,0.944,96064.3,96030.0,96459.4,成交,弱突破,96107.0,96379.27,84574.16,2025-02-23 16:00,96064.3,0,0.047,弱突破平仓,否,,是,0.0,0.0,,,2025
1210,2025-02-23 20:00,做空,96030.0,,否,,883.67,0.92,95391.5,95326.8,96118.1,成交,确认,96030.0,96295.1,84506.4,2025-02-24 08:00,96295.1,3,-0.3,前3K止损,否,,是,0.88,-0.46,,,2025
1211,2025-02-24 20:00,做空,95018.0,95180.2,是,0.171,881.75,0.928,94295.9,93800.0,96055.1,成交,确认,95180.2,95444.73,83758.58,2025-02-27 00:00,83758.58,13,21.749,止盈,是,91514.5,否,12.52,-0.0,,,2025
1212,2025-02-28 08:00,做空,82667.0,84000.0,是,1.612,1798.05,2.175,80429.2,79500.0,84858.6,成交,确认,84000.0,84539.41,73920.0,2025-03-01 00:00,84000.0,4,-2.692,KAMA跟踪止损,是,79159.9,否,6.9,-1.29,,,2025
1213,2025-03-01 08:00,做多,85084.5,84858.6,是,0.266,2075.68,2.44,85279.3,83779.0,85638.0,成交,弱突破,84858.6,84235.9,103527.49,2025-03-01 08:00,85279.3,0,0.203,弱突破平仓,否,,是,0.0,0.0,,,2025
1214,2025-03-02 20:00,做多,86515.0,,否,,1698.44,1.963,87390.1,85015.0,88644.0,成交,确认,86515.0,86005.47,105548.3,2025-03-03 16:00,91176.19,5,1.395,KAMA跟踪止损,是,93467.3,否,9.77,0.83,,,2025
1215,2025-03-04 00:00,做空,87236.0,87236.0,是,0.0,2169.83,2.487,85552.0,85495.5,90959.1,成交,确认,87236.0,87886.95,76767.68,2025-03-05 00:00,87236.0,6,-1.524,KAMA跟踪止损,是,83929.0,否,6.92,-1.44,,,2025
1216,2025-03-05 16:00,做多,88931.0,88931.0,是,0.0,2458.94,2.765,89777.6,87549.0,90625.0,成交,弱突破,88931.0,88193.32,108495.82,2025-03-05 16:00,89777.6,0,0.344,弱突破平仓,否,,是,0.0,0.0,,,2025
1217,2025-03-06 08:00,做多,91000.0,,否,,2476.15,2.721,91563.2,89955.0,91988.0,成交,弱突破,91000.0,90257.15,111020.0,2025-03-06 08:00,91563.2,0,0.227,弱突破平仓,否,,是,0.0,0.0,,,2025
1218,2025-03-07 08:00,做空,87790.5,89955.0,是,2.466,2383.86,2.715,86958.5,84600.0,91257.7,成交,确认,89955.0,90670.16,79160.4,2025-03-07 20:00,90670.16,3,-0.3,前3K止损,否,,是,3.5,-1.28,,,2025
1219,2025-03-09 16:00,做空,85605.5,85605.5,是,0.0,1970.38,2.302,84990.1,84601.3,86092.8,成交,弱突破,85605.5,86196.61,75332.84,2025-03-09 16:00,84990.1,0,0.312,弱突破平仓,否,,是,0.0,0.0,,,2025
1220,2025-03-09 20:00,做空,84601.3,85605.5,是,1.187,1946.44,2.301,83030.5,82619.3,85028.1,未成交,确认,85605.5,86189.43,75332.84,2025-03-10 16:00,83158.57,5,0.973,KAMA跟踪止损,是,82604.9,否,6.63,1.84,6.63,0.973,2025
1221,2025-03-11 00:00,做空,79142.8,79933.4,是,0.999,2173.9,2.747,79037.1,77410.1,80217.6,成交,弱突破,79933.4,80585.57,70341.39,2025-03-11 00:00,79037.1,0,0.412,弱突破平仓,否,,是,0.0,0.0,,,2025
1222,2025-03-12 00:00,做多,82240.0,80217.6,是,2.459,2207.39,2.684,83060.1,80600.0,83600.0,未成交,确认,80217.6,79555.38,97865.47,2025-03-12 20:00,81639.79,5,0.644,KAMA跟踪止损,否,,否,5.32,0.45,5.32,0.644,2025
1223,2025-03-14 00:00,做空,80914.4,81575.6,是,0.817,1977.16,2.444,80177.9,79903.4,81243.8,未成交,确认,81575.6,82168.75,71786.53,2025-03-14 08:00,82168.75,2,-0.3,前3K止损,否,,是,1.73,-0.83,1.73,-0.3,2025
1224,2025-03-14 20:00,做多,84030.0,84030.0,是,0.0,1799.73,2.142,84692.2,82594.3,85270.2,成交,弱突破,84030.0,83490.08,102516.6,2025-03-14 20:00,84692.2,0,0.368,弱突破平仓,否,,是,0.0,0.0,,,2025
1225,2025-03-16 16:00,做空,83564.5,83564.5,是,0.0,1340.88,1.605,82367.9,82333.4,84300.0,成交,确认,83564.5,83966.76,73536.76,2025-03-17 00:00,83966.76,2,-0.3,前3K止损,否,,是,1.45,-1.88,,,2025
1226,2025-03-18 20:00,做空,82207.7,82384.0,是,0.214,1311.5,1.595,81567.8,81113.5,82791.3,成交,确认,82384.0,82777.45,72497.92,2025-03-19 08:00,82777.45,3,-0.3,前3K止损,否,,是,1.43,-0.99,,,2025
1227,2025-03-19 16:00,做多,83422.8,83422.8,是,0.0,1241.35,1.488,83848.4,83137.8,84088.2,成交,弱突破,83422.8,83050.4,101775.82,2025-03-19 16:00,83848.4,0,0.343,弱突破平仓,否,,是,0.0,0.0,,,2025
1228,2025-03-19 20:00,做多,84088.2,82791.3,是,1.542,1226.8,1.459,84693.3,83455.6,84855.0,未成交,确认,82791.3,82423.26,101005.39,2025-03-20 20:00,84593.97,6,0.827,KAMA跟踪止损,是,85382.5,否,5.69,0.86,5.69,0.827,2025
1229,2025-03-21 20:00,做空,83613.6,83613.6,是,0.0,1247.8,1.492,83525.9,83122.0,84344.4,成交,弱突破,83613.6,83987.94,73579.97,2025-03-21 20:00,83525.9,0,0.07,弱突破平仓,否,,是,0.0,0.0,,,2025
1230,2025-03-23 16:00,做多,84509.0,84509.0,是,0.0,931.71,1.102,84651.5,84216.8,85024.8,成交,弱突破,84509.0,84229.49,103100.98,2025-03-23 16:00,84651.5,0,0.153,弱突破平仓,否,,是,0.0,0.0,,,2025
1231,2025-03-23 20:00,做多,85024.8,84292.0,是,0.862,925.52,1.089,85148.0,84529.0,85231.7,未成交,确认,84292.0,84014.34,102836.24,2025-03-25 04:00,87366.67,8,4.751,KAMA跟踪止损,是,86044.2,否,5.29,0.55,5.29,4.751,2025
1232,2025-03-26 20:00,做空,86839.2,86839.2,是,0.0,993.49,1.144,86696.9,86387.7,87975.0,成交,弱突破,86839.2,87137.25,76418.5,2025-03-26 20:00,86696.9,0,0.143,弱突破平仓,否,,是,0.0,0.0,,,2025
1233,2025-03-28 12:00,做空,85724.5,85724.5,是,0.0,985.69,1.15,85175.1,85121.1,86792.8,成交,确认,85724.5,86020.21,75437.56,2025-03-30 08:00,83359.11,11,3.061,KAMA跟踪止损,是,84011.1,否,4.81,0.17,,,2025
1234,2025-03-31 08:00,做空,81501.4,82450.9,是,1.165,950.74,1.167,81491.5,81222.0,82416.0,未成交,确认,82450.9,82736.12,72556.79,2025-03-31 20:00,82736.12,3,-0.3,前3K止损,否,,是,1.46,-1.75,1.46,-0.3,2025
1235,2025-04-01 20:00,做多,84474.8,83895.8,是,0.685,1003.37,1.188,85245.4,82505.0,85475.0,成交,确认,83895.8,83594.79,102352.88,2025-04-02 12:00,83895.8,4,0.0,KAMA跟踪止损,否,,否,2.03,-0.06,,,2025
1236,2025-04-02 20:00,做多,85595.5,85595.5,是,0.0,1056.12,1.234,86709.5,84424.1,87288.0,成交,确认,85595.5,85278.66,104426.51,2025-04-03 04:00,85278.66,2,-0.3,前3K止损,否,,是,3.39,-3.85,,,2025
1237,2025-04-03 20:00,做空,82137.3,82137.3,是,0.0,1351.03,1.645,82001.8,81172.2,83112.0,成交,弱突破,82137.3,82542.61,72280.82,2025-04-03 20:00,82001.8,0,0.1,弱突破平仓,否,,是,0.0,0.0,,,2025
1238,2025-04-04 12:00,做多,83774.1,83774.1,是,0.0,1341.25,1.601,83968.2,82569.9,83987.0,成交,弱突破,83774.1,83371.72,102204.4,2025-04-04 12:00,83968.2,0,0.145,弱突破平仓,否,,是,0.0,0.0,,,2025
1239,2025-04-07 00:00,做空,82155.4,82561.8,是,0.495,1151.63,1.402,79572.6,78635.0,82524.9,未成交,确认,82561.8,82907.29,72654.38,2025-04-07 20:00,78577.46,5,3.297,KAMA跟踪止损,是,78390.0,否,9.82,1.65,9.82,3.297,2025
1240,2025-04-09 00:00,做空,77262.6,77262.6,是,0.0,1764.22,2.283,76830.0,76311.0,78500.0,成交,弱突破,77262.6,77791.87,67991.09,2025-04-09 00:00,76830.0,0,0.245,弱突破平仓,否,,是,0.0,0.0,,,2025
1241,2025-04-09 04:00,做空,76311.0,78060.0,是,2.292,1785.46,2.34,76297.9,76200.1,77259.9,未成交,确认,78060.0,78595.64,68692.8,2025-04-09 20:00,78060.0,4,-1.691,KAMA跟踪止损,是,75040.0,否,4.46,-0.29,4.46,-1.691,2025
1242,2025-04-10 00:00,做多,78500.0,78500.0,是,0.0,1869.45,2.381,82291.4,77104.0,82967.4,成交,确认,78500.0,77939.16,95770.0,2025-04-10 20:00,79029.42,5,-1.62,KAMA跟踪止损,是,82588.0,否,6.44,0.08,,,2025
1243,2025-04-12 00:00,做多,83297.9,,否,,1891.49,2.271,83809.5,81968.0,84178.7,成交,弱突破,83297.9,82730.45,101623.44,2025-04-12 00:00,83809.5,0,0.27,弱突破平仓,否,,是,0.0,0.0,,,2025
1244,2025-04-12 20:00,做多,84300.0,84300.0,是,0.0,1722.3,2.043,84974.1,83432.6,85388.0,成交,弱突破,84300.0,83783.31,102846.0,2025-04-12 20:00,84974.1,0,0.391,弱突破平仓,否,,是,0.0,0.0,,,2025
1245,2025-04-16 04:00,做空,83888.0,84303.0,是,0.495,1401.53,1.671,83608.7,83560.0,84197.9,未成交,弱突破,84303.0,84723.46,74186.64,2025-04-16 04:00,83608.7,0,0.495,弱突破平仓,否,,是,0.0,0.0,0,0.495,2025
1246,2025-04-19 12:00,做多,84947.8,84803.1,是,0.17,965.32,1.136,85174.5,84840.1,85240.0,未成交,弱突破,84803.1,84513.5,103459.78,2025-04-19 12:00,85174.5,0,0.385,弱突破平仓,否,,是,0.0,0.0,0,0.385,2025
1247,2025-04-20 16:00,做空,84613.5,84613.5,是,0.0,812.18,0.96,84084.6,83900.0,84751.0,成交,确认,84613.5,84857.15,74459.88,2025-04-21 04:00,84857.15,3,-0.3,前3K止损,否,,是,0.67,-0.77,,,2025
1248,2025-04-21 08:00,做多,85283.6,85283.6,是,0.0,777.81,0.912,87166.6,85100.0,87621.8,成交,确认,85283.6,85050.26,104045.99,2025-04-23 20:00,92222.5,15,15.12,KAMA跟踪止损,是,87400.6,否,11.28,1.22,,,2025
1249,2025-04-25 04:00,做多,93869.9,93869.9,是,0.0,1180.07,1.257,93931.6,92969.0,93980.6,成交,弱突破,93869.9,93515.88,114521.28,2025-04-25 04:00,93931.6,0,0.052,弱突破平仓,否,,是,0.0,0.0,,,2025
1250,2025-04-25 16:00,做多,94409.5,,否,,1177.55,1.247,94602.3,93493.9,94642.6,成交,弱突破,94409.5,94056.23,115179.59,2025-04-25 16:00,94602.3,0,0.164,弱突破平仓,否,,是,0.0,0.0,,,2025
1251,2025-04-25 20:00,做多,94642.6,,否,,1176.11,1.243,94999.8,93876.0,95769.6,成交,弱突破,94642.6,94289.77,115463.97,2025-04-25 20:00,94999.8,0,0.304,弱突破平仓,否,,是,0.0,0.0,,,2025
1252,2025-04-28 12:00,做多,94517.9,,否,,977.64,1.034,94641.6,93799.9,94758.0,成交,弱突破,94517.9,94224.61,115311.84,2025-04-28 12:00,94641.6,0,0.127,弱突破平仓,否,,是,0.0,0.0,,,2025
