序号,信号时间,方向,6K极值,回调基准,是否有回调基准,回调基准偏移%,ATR,ATR%,突破K收盘价,突破K最低价,突破K最高价,是否成交,是否确认,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,前3K止损,MFE%,MAE%,可能错过涨幅%,可能错过R值,年份
1253,2025-04-28 16:00,做多,94758.0,,否,,976.66,1.031,95276.1,94259.2,95490.0,成交,确认,94758.0,94465.0,115604.76,2025-04-28 20:00,94465.0,1,-0.3,前3K止损,否,,是,0.87,-1.31,,,2025
1254,2025-05-01 16:00,做多,95186.5,95186.5,是,0.0,1014.05,1.065,96129.9,94866.6,96351.8,成交,确认,95186.5,94882.29,116127.53,2025-05-03 16:00,95925.22,12,-0.128,KAMA跟踪止损,是,96793.9,否,2.81,0.58,,,2025
1255,2025-05-04 04:00,做空,95804.8,95804.8,是,0.0,909.15,0.949,95803.3,95700.0,96399.9,成交,弱突破,95804.8,96077.54,84308.22,2025-05-04 04:00,95803.3,0,0.002,弱突破平仓,否,,是,0.0,0.0,,,2025
1256,2025-05-04 08:00,做空,95700.0,95804.8,是,0.11,898.68,0.939,95680.0,95508.7,96266.6,成交,弱突破,95804.8,96074.41,84308.22,2025-05-04 08:00,95680.0,0,0.139,弱突破平仓,否,,是,0.0,0.0,,,2025
1257,2025-05-04 16:00,做空,95508.7,95804.8,是,0.31,870.84,0.912,95376.0,95227.2,95886.5,成交,弱突破,95804.8,96066.05,84308.22,2025-05-04 16:00,95376.0,0,0.492,弱突破平仓,否,,是,0.0,0.0,,,2025
1258,2025-05-05 04:00,做空,95172.4,,否,,818.52,0.86,94230.2,94116.4,95700.0,成交,确认,95172.4,95417.96,83751.71,2025-05-06 00:00,94844.39,5,-0.966,KAMA跟踪止损,是,93726.0,否,1.81,0.32,,,2025
1259,2025-05-07 04:00,做多,95165.1,95165.1,是,0.0,906.45,0.953,96798.9,94400.0,96879.5,成交,确认,95165.1,94893.16,116101.42,2025-05-08 00:00,95723.24,5,-0.727,KAMA跟踪止损,是,96940.0,否,2.66,0.58,,,2025
1260,2025-05-08 08:00,做多,97700.0,97700.0,是,0.0,984.98,1.008,99097.9,96831.5,99199.9,成交,确认,97700.0,97404.51,119194.0,2025-05-12 20:00,103044.78,27,9.317,KAMA跟踪止损,是,99212.0,否,8.36,1.0,,,2025
1261,2025-05-13 00:00,做空,102345.0,103502.4,是,1.131,1277.63,1.248,101812.8,100678.0,103040.8,未成交,确认,103502.4,103885.69,91082.11,2025-05-13 16:00,102744.97,4,0.593,KAMA跟踪止损,否,,否,2.03,-0.27,2.03,0.593,2025
1262,2025-05-14 00:00,做多,103930.1,103080.9,是,0.817,1321.58,1.272,104744.7,103488.2,104949.2,未成交,确认,103080.9,102684.43,125758.7,2025-05-14 16:00,103080.9,4,0.0,KAMA跟踪止损,否,,否,1.75,-0.26,1.75,0.0,2025
1263,2025-05-15 12:00,做空,102536.0,102536.0,是,0.0,1215.21,1.185,101733.9,101677.0,102926.2,成交,确认,102536.0,102900.56,90231.68,2025-05-15 20:00,102900.56,2,-0.3,前3K止损,否,,是,1.23,-0.69,,,2025
1264,2025-05-18 12:00,做多,103658.0,103658.0,是,0.0,983.31,0.949,103893.0,103244.3,103949.6,成交,弱突破,103658.0,103363.01,126462.76,2025-05-18 12:00,103893.0,0,0.239,弱突破平仓,否,,是,0.0,0.0,,,2025
1265,2025-05-18 20:00,做多,104066.1,,否,,936.53,0.9,105484.2,103660.7,105665.3,成交,确认,104066.1,103785.14,126960.64,2025-05-19 04:00,103785.14,2,-3.1,前3K止损,是,106407.6,是,2.46,-0.82,,,2025
1266,2025-05-19 12:00,做空,103217.2,103244.3,是,0.026,1290.7,1.25,103167.0,102038.8,103739.2,成交,弱突破,103244.3,103631.51,90854.98,2025-05-19 12:00,103167.0,0,0.06,弱突破平仓,否,,是,0.0,0.0,,,2025
1267,2025-05-21 00:00,做多,106800.0,106800.0,是,0.0,1284.62,1.203,106972.2,105028.4,107252.9,成交,弱突破,106800.0,106414.62,130296.0,2025-05-21 00:00,106972.2,0,0.134,弱突破平仓,否,,是,0.0,0.0,,,2025
1268,2025-05-21 20:00,做多,107950.0,,否,,1300.61,1.205,108936.6,106277.8,109430.0,成交,确认,107950.0,107559.82,131699.0,2025-05-22 00:00,107559.82,1,-0.3,前3K止损,否,,是,1.72,-1.73,,,2025
1269,2025-05-22 08:00,做多,110830.0,,否,,1591.92,1.436,111755.9,109153.4,111866.4,成交,确认,110830.0,110352.43,135212.6,2025-05-22 16:00,110352.43,2,-0.3,前3K止损,否,,是,0.85,-0.53,,,2025
1270,2025-05-23 16:00,做空,110238.5,110238.5,是,0.0,1455.69,1.32,109033.2,108816.0,111348.0,成交,确认,110238.5,110675.21,97009.88,2025-05-24 16:00,109006.91,6,-0.346,KAMA跟踪止损,是,107271.5,否,3.19,0.24,,,2025
1271,2025-05-26 08:00,做多,109285.1,108250.1,是,0.947,1444.78,1.322,109587.0,108616.6,109856.0,未成交,确认,108250.1,107816.67,132065.12,2025-05-27 00:00,108956.81,4,0.489,KAMA跟踪止损,否,,否,1.99,0.51,1.99,0.489,2025
1272,2025-05-28 20:00,做空,108178.1,,否,,1259.96,1.165,107065.5,107000.0,109012.0,成交,确认,108178.1,108556.09,95196.73,2025-05-29 16:00,108178.1,5,0.0,KAMA跟踪止损,否,,否,1.34,-0.63,,,2025
1273,2025-05-30 00:00,做空,106400.0,106723.9,是,0.304,1316.83,1.238,105699.2,105580.0,107121.1,成交,确认,106723.9,107118.95,93917.03,2025-06-02 00:00,105109.97,18,0.837,KAMA跟踪止损,是,104597.6,否,3.46,0.29,,,2025
1274,2025-06-02 04:00,做多,105285.0,104859.3,是,0.404,1112.04,1.056,105583.3,104833.1,105823.6,成交,确认,104859.3,104525.69,127928.35,2025-06-02 08:00,104525.69,1,-0.3,前3K止损,否,,是,0.8,-0.32,,,2025
1275,2025-06-03 20:00,做多,106470.8,106470.8,是,0.0,1073.1,1.008,106556.1,104969.4,106775.0,成交,弱突破,106470.8,106148.87,129894.38,2025-06-03 20:00,106556.1,0,0.079,弱突破平仓,否,,是,0.0,0.0,,,2025
1276,2025-06-06 00:00,做空,103825.0,,否,,1022.97,0.985,101872.9,101500.0,104547.9,成交,确认,103825.0,104131.89,91366.0,2025-06-06 16:00,103516.14,4,-1.709,KAMA跟踪止损,是,101458.6,否,3.39,-0.12,,,2025
1277,2025-06-07 20:00,做多,105293.0,105283.0,是,0.009,1100.78,1.045,105507.9,105094.4,105758.8,成交,弱突破,105283.0,104952.76,128445.26,2025-06-07 20:00,105507.9,0,0.204,弱突破平仓,否,,是,0.0,0.0,,,2025
1278,2025-06-08 20:00,做多,105878.3,105878.3,是,0.0,945.31,0.893,105917.5,105450.0,106200.0,成交,弱突破,105878.3,105594.71,129171.53,2025-06-08 20:00,105917.5,0,0.041,弱突破平仓,否,,是,0.0,0.0,,,2025
1279,2025-06-09 00:00,做多,106200.0,105878.3,是,0.303,935.55,0.881,106242.6,105888.5,106300.0,未成交,弱突破,105878.3,105597.64,129171.53,2025-06-09 00:00,106242.6,0,0.389,弱突破平仓,否,,是,0.0,0.0,0,0.389,2025
1280,2025-06-09 16:00,做多,106482.6,106482.6,是,0.0,876.67,0.823,107707.9,105429.2,107774.8,成交,确认,106482.6,106219.6,129908.77,2025-06-12 00:00,108825.32,14,3.026,KAMA跟踪止损,是,108515.1,否,3.92,0.3,,,2025
1281,2025-06-12 08:00,做空,108001.2,,否,,1047.16,0.97,107820.5,107650.0,108782.1,成交,弱突破,108001.2,108315.35,95041.06,2025-06-12 08:00,107820.5,0,0.173,弱突破平仓,否,,是,0.0,0.0,,,2025
1282,2025-06-12 12:00,做空,107650.0,,否,,1051.41,0.977,107577.0,107300.0,107951.0,成交,弱突破,107650.0,107965.42,94732.0,2025-06-12 12:00,107577.0,0,0.069,弱突破平仓,否,,是,0.0,0.0,,,2025
1283,2025-06-12 16:00,做空,107300.0,,否,,1031.39,0.961,106862.9,106830.0,107798.0,成交,弱突破,107300.0,107609.42,94424.0,2025-06-12 16:00,106862.9,0,0.424,弱突破平仓,否,,是,0.0,0.0,,,2025
1284,2025-06-13 04:00,做空,106539.1,,否,,1075.26,1.009,105609.5,105602.0,106929.9,成交,确认,106539.1,106861.68,93754.41,2025-06-13 20:00,105664.18,4,-0.516,KAMA跟踪止损,是,104233.9,否,3.68,0.74,,,2025
1285,2025-06-16 12:00,做多,106099.4,106099.4,是,0.0,1015.24,0.957,107023.8,105817.3,107250.0,成交,确认,106099.4,105794.83,129441.27,2025-06-17 08:00,106575.99,5,-1.518,KAMA跟踪止损,是,108594.2,否,2.64,-0.03,,,2025
1286,2025-06-17 16:00,做空,106068.0,106446.6,是,0.357,1153.18,1.087,105592.9,105461.4,106785.2,成交,确认,106446.6,106792.55,93673.01,2025-06-20 12:00,105385.89,17,-0.109,KAMA跟踪止损,是,104199.2,否,2.96,0.59,,,2025
1287,2025-06-20 16:00,做多,105765.8,105032.1,是,0.694,1083.28,1.024,105928.6,105715.0,106486.2,未成交,确认,105032.1,104707.12,128139.16,2025-06-20 20:00,104707.12,1,-0.3,前3K止损,否,,是,1.03,-1.17,1.03,-0.3,2025
1288,2025-06-21 00:00,做空,103805.9,103870.3,是,0.062,1129.59,1.088,103263.9,102255.3,104221.0,成交,确认,103870.3,104209.18,91405.86,2025-06-21 16:00,103870.3,4,0.0,KAMA跟踪止损,否,,否,0.93,-0.07,,,2025
1289,2025-06-22 00:00,做空,102255.3,102255.3,是,0.0,1039.46,1.017,102207.5,102128.2,103600.0,成交,弱突破,102255.3,102567.14,89984.66,2025-06-22 00:00,102207.5,0,0.046,弱突破平仓,否,,是,0.0,0.0,,,2025
1290,2025-06-22 04:00,做空,102128.2,102903.6,是,0.759,1061.07,1.039,102079.8,100789.9,102849.2,未成交,确认,102903.6,103221.92,90555.17,2025-06-22 08:00,103221.92,1,-0.3,前3K止损,否,,是,1.09,-0.45,1.09,-0.3,2025
1291,2025-06-22 20:00,做空,100789.9,100789.9,是,0.0,1094.03,1.085,98849.9,98786.9,102789.7,成交,确认,100789.9,101118.11,88695.11,2025-06-23 08:00,101118.11,3,-2.392,前3K止损,是,98829.7,是,2.65,-0.78,,,2025
1292,2025-06-24 00:00,做多,102596.5,,否,,1339.66,1.306,103114.2,99547.6,103273.7,成交,弱突破,102596.5,102194.6,125167.73,2025-06-24 00:00,103114.2,0,0.386,弱突破平仓,否,,是,0.0,0.0,,,2025
1293,2025-06-24 04:00,做多,103273.7,,否,,1458.98,1.413,105290.9,102818.4,106050.0,成交,确认,103273.7,102836.01,125993.91,2025-06-26 16:00,107256.25,15,3.877,KAMA跟踪止损,是,105582.1,否,4.82,1.26,,,2025
1294,2025-06-29 16:00,做多,107538.0,107538.0,是,0.0,857.51,0.797,108448.3,107351.6,108460.0,成交,确认,107538.0,107280.75,131196.36,2025-06-30 00:00,107280.75,2,-0.3,前3K止损,否,,是,0.89,-0.28,,,2025
1295,2025-07-01 16:00,做空,106557.4,106686.4,是,0.121,831.79,0.781,106556.8,106222.0,107139.1,成交,弱突破,106686.4,106935.94,93884.03,2025-07-01 16:00,106556.8,0,0.156,弱突破平仓,否,,是,0.0,0.0,,,2025
1296,2025-07-01 20:00,做空,106222.0,106686.4,是,0.437,836.05,0.787,105908.3,105578.0,107140.7,成交,确认,106686.4,106937.22,93884.03,2025-07-02 12:00,106314.41,4,-0.72,KAMA跟踪止损,是,105340.1,否,1.57,-0.43,,,2025
1297,2025-07-02 16:00,做多,107144.4,107140.7,是,0.003,898.06,0.838,107439.6,107026.1,107799.9,成交,弱突破,107140.7,106871.28,130711.65,2025-07-02 16:00,107439.6,0,0.333,弱突破平仓,否,,是,0.0,0.0,,,2025
1298,2025-07-02 20:00,做多,107799.9,107140.7,是,0.612,891.85,0.827,108695.3,107132.3,108754.6,成交,确认,107140.7,106873.14,130711.65,2025-07-04 20:00,108454.38,12,0.164,KAMA跟踪止损,是,109621.9,否,3.12,0.28,,,2025
1299,2025-07-05 00:00,做空,107436.0,108966.0,是,1.424,929.47,0.865,107429.6,107200.0,107868.6,未成交,确认,108966.0,109244.84,95890.08,2025-07-06 20:00,108173.77,11,0.852,KAMA跟踪止损,否,,否,1.45,-0.1,1.45,0.852,2025
1300,2025-07-07 04:00,做多,109079.1,108211.0,是,0.796,716.16,0.657,109145.8,108477.9,109684.7,未成交,确认,108211.0,107996.15,132017.42,2025-07-07 20:00,108594.42,4,-0.518,KAMA跟踪止损,是,109348.9,否,1.35,-0.28,1.35,-0.518,2025
1301,2025-07-10 00:00,做多,109738.5,109115.4,是,0.568,782.44,0.713,111718.8,108975.9,112036.8,成交,确认,109115.4,108880.67,133120.79,2025-07-12 20:00,117269.37,17,18.178,KAMA跟踪止损,是,111199.9,否,8.95,1.21,,,2025
1302,2025-07-13 20:00,做多,118058.3,117819.8,是,0.202,991.2,0.84,118610.6,117933.4,119655.0,未成交,确认,117819.8,117522.44,143740.16,2025-07-14 20:00,120365.8,6,2.198,KAMA跟踪止损,是,120733.2,否,4.65,0.32,4.65,2.198,2025
1303,2025-07-15 08:00,做空,118862.6,118862.6,是,0.0,1273.06,1.071,117209.2,116870.0,119919.4,成交,确认,118862.6,119244.52,104599.09,2025-07-16 16:00,118862.6,8,-1.638,KAMA跟踪止损,是,116777.1,否,2.68,-0.37,,,2025
1304,2025-07-20 20:00,做多,118301.4,118301.4,是,0.0,1149.92,0.972,118669.3,117701.1,118794.0,成交,弱突破,118301.4,117956.42,144327.71,2025-07-20 20:00,118669.3,0,0.32,弱突破平仓,否,,是,0.0,0.0,,,2025
1305,2025-07-21 04:00,做空,117245.9,117245.9,是,0.0,1136.91,0.97,117216.0,116370.1,118245.3,成交,弱突破,117245.9,117586.97,103176.39,2025-07-21 04:00,117216.0,0,0.026,弱突破平仓,否,,是,0.0,0.0,,,2025
1306,2025-07-21 12:00,做多,118856.6,118856.6,是,0.0,1221.68,1.028,119352.2,118144.0,119720.6,成交,弱突破,118856.6,118490.1,145005.05,2025-07-21 12:00,119352.2,0,0.406,弱突破平仓,否,,是,0.0,0.0,,,2025
1307,2025-07-25 08:00,做空,117050.2,117050.2,是,0.0,1302.16,1.112,115384.6,115300.0,118410.8,成交,确认,117050.2,117440.85,103004.18,2025-07-26 04:00,117050.2,5,0.0,KAMA跟踪止损,否,,否,2.04,-0.48,,,2025
1308,2025-07-26 16:00,做多,117740.6,,否,,1323.56,1.124,117758.0,117288.0,118229.7,成交,弱突破,117740.6,117343.53,143643.53,2025-07-26 16:00,117758.0,0,0.013,弱突破平仓,否,,是,0.0,0.0,,,2025
1309,2025-07-27 20:00,做多,118432.1,,否,,1077.33,0.91,118580.8,117850.0,118583.2,成交,弱突破,118432.1,118108.9,144487.16,2025-07-27 20:00,118580.8,0,0.138,弱突破平仓,否,,是,0.0,0.0,,,2025
1310,2025-07-28 00:00,做多,118583.2,,否,,1060.12,0.894,118953.3,118580.8,119550.0,成交,弱突破,118583.2,118265.16,144671.5,2025-07-28 00:00,118953.3,0,0.349,弱突破平仓,否,,是,0.0,0.0,,,2025
1311,2025-07-29 20:00,做空,117388.0,117388.0,是,0.0,1021.2,0.87,117345.7,117218.7,119050.0,成交,弱突破,117388.0,117694.36,103301.44,2025-07-29 20:00,117345.7,0,0.041,弱突破平仓,否,,是,0.0,0.0,,,2025
1312,2025-07-31 00:00,做空,116923.0,116923.0,是,0.0,1059.02,0.906,116865.2,115700.0,117995.4,成交,弱突破,116923.0,117240.71,102892.24,2025-07-31 00:00,116865.2,0,0.055,弱突破平仓,否,,是,0.0,0.0,,,2025
1313,2025-08-01 04:00,做空,116691.1,116829.8,是,0.119,1100.96,0.943,115697.3,115373.9,116927.8,成交,确认,116829.8,117160.09,102810.22,2025-08-03 08:00,113512.83,13,4.377,KAMA跟踪止损,是,115015.1,否,4.26,0.71,,,2025
1314,2025-08-04 00:00,做多,114200.0,,否,,1121.27,0.982,114259.0,113727.8,114730.0,成交,弱突破,114200.0,113863.62,139324.0,2025-08-04 00:00,114259.0,0,0.053,弱突破平仓,否,,是,0.0,0.0,,,2025
1315,2025-08-05 12:00,做空,114070.0,114070.0,是,0.0,1021.12,0.895,113924.7,113650.0,114468.1,成交,弱突破,114070.0,114376.34,100381.6,2025-08-05 12:00,113924.7,0,0.142,弱突破平仓,否,,是,0.0,0.0,,,2025
1316,2025-08-05 20:00,做空,113650.0,114070.0,是,0.37,1019.8,0.897,112871.8,112582.4,114860.1,成交,确认,114070.0,114375.94,100381.6,2025-08-06 12:00,114070.0,4,0.0,KAMA跟踪止损,否,,否,1.15,-0.28,,,2025
1317,2025-08-06 20:00,做多,114860.1,114860.1,是,0.0,1038.01,0.904,115366.3,113520.0,115488.0,成交,弱突破,114860.1,114548.7,140129.32,2025-08-06 20:00,115366.3,0,0.488,弱突破平仓,否,,是,0.0,0.0,,,2025
1318,2025-08-07 16:00,做多,115674.2,115674.2,是,0.0,1009.95,0.873,116469.1,114750.0,116782.6,成交,确认,115674.2,115371.21,141122.52,2025-08-08 20:00,116100.45,7,-0.872,KAMA跟踪止损,是,117407.6,否,1.66,-0.1,,,2025
1319,2025-08-10 08:00,做多,117906.7,117906.7,是,0.0,918.82,0.779,118480.1,116413.2,118500.0,成交,确认,117906.7,117631.05,143846.17,2025-08-10 12:00,117631.05,1,-0.3,前3K止损,否,,是,0.71,-0.48,,,2025
1320,2025-08-10 20:00,做多,118738.0,117200.0,是,1.295,994.3,0.837,118766.0,118192.6,119094.0,未成交,确认,117200.0,116901.71,142984.0,2025-08-12 00:00,119138.36,7,1.832,KAMA跟踪止损,是,119255.3,否,4.48,0.69,4.48,1.832,2025
1321,2025-08-13 16:00,做多,120270.0,120270.0,是,0.0,1119.04,0.93,120538.5,119408.8,120710.4,成交,弱突破,120270.0,119934.29,146729.4,2025-08-13 16:00,120538.5,0,0.24,弱突破平仓,否,,是,0.0,0.0,,,2025
1322,2025-08-13 20:00,做多,120710.4,120270.0,是,0.365,1128.17,0.935,120897.2,120066.1,122218.3,成交,确认,120270.0,119931.55,146729.4,2025-08-14 12:00,121344.97,4,-0.266,KAMA跟踪止损,是,122719.9,否,3.56,0.52,,,2025
1323,2025-08-14 20:00,做空,120066.1,120066.1,是,0.0,1281.44,1.067,118185.9,117410.0,121154.7,成交,确认,120066.1,120450.53,105658.17,2025-08-17 16:00,118183.84,17,1.239,KAMA跟踪止损,是,117889.5,否,2.77,0.73,,,2025
1324,2025-08-18 08:00,做空,117121.6,117121.6,是,0.0,989.22,0.845,115264.9,114950.3,117499.4,成交,确认,117121.6,117418.37,103067.01,2025-08-19 04:00,116878.79,5,-1.499,KAMA跟踪止损,是,115153.2,否,2.15,0.16,,,2025
1325,2025-08-19 20:00,做空,114303.8,114769.2,是,0.407,1086.44,0.95,113730.0,113506.0,115847.4,成交,确认,114769.2,115095.13,100996.9,2025-08-21 08:00,114757.08,9,-1.534,KAMA跟踪止损,是,113078.3,否,2.15,-0.01,,,2025
1326,2025-08-22 00:00,做空,112545.4,113200.0,是,0.582,1086.72,0.966,112152.8,111944.0,112940.6,未成交,确认,113200.0,113526.02,99616.0,2025-08-22 16:00,113200.0,4,0.0,KAMA跟踪止损,否,,否,1.05,-0.25,1.05,0.0,2025
1327,2025-08-22 20:00,做多,113936.0,113936.0,是,0.0,1061.66,0.932,116319.3,111625.9,117266.9,成交,确认,113936.0,113617.5,139001.92,2025-08-23 20:00,114744.7,6,-1.01,KAMA跟踪止损,是,116625.5,否,3.04,0.5,,,2025
1328,2025-08-24 20:00,做空,114510.0,114510.0,是,0.0,1041.94,0.91,114372.6,114324.9,114845.0,成交,弱突破,114510.0,114822.58,100768.8,2025-08-24 20:00,114372.6,0,0.132,弱突破平仓,否,,是,0.0,0.0,,,2025
1329,2025-08-25 00:00,做空,114324.9,114648.7,是,0.283,1015.85,0.889,112556.4,110484.0,114914.8,成交,确认,114648.7,114953.45,100890.86,2025-08-27 04:00,111178.87,13,5.078,KAMA跟踪止损,是,112867.7,否,5.31,0.87,,,2025
1330,2025-08-28 12:00,做多,112568.5,112568.5,是,0.0,1312.4,1.166,113079.2,111892.4,113318.2,成交,弱突破,112568.5,112174.78,137333.57,2025-08-28 12:00,113079.2,0,0.389,弱突破平仓,否,,是,0.0,0.0,,,2025
1331,2025-08-29 12:00,做空,111238.5,111892.4,是,0.588,1246.39,1.12,109969.0,109850.0,111797.2,未成交,确认,111892.4,112266.32,98465.31,2025-08-31 08:00,109080.88,11,1.657,KAMA跟踪止损,是,108334.4,否,4.12,0.36,4.12,1.657,2025
1332,2025-09-01 08:00,做空,108021.0,,否,,1041.79,0.964,107619.1,107355.0,108447.6,成交,弱突破,108021.0,108333.54,95058.48,2025-09-01 08:00,107619.1,0,0.386,弱突破平仓,否,,是,0.0,0.0,,,2025
1333,2025-09-01 12:00,做多,109196.5,109190.4,是,0.006,1044.33,0.956,109390.3,107211.5,109390.3,成交,弱突破,109190.4,108877.1,133212.29,2025-09-01 12:00,109390.3,0,0.191,弱突破平仓,否,,是,0.0,0.0,,,2025
1334,2025-09-02 08:00,做多,109874.8,109874.8,是,0.0,1160.6,1.056,110286.0,108834.9,110597.9,成交,弱突破,109874.8,109526.62,134047.26,2025-09-02 08:00,110286.0,0,0.354,弱突破平仓,否,,是,0.0,0.0,,,2025
1335,2025-09-02 20:00,做多,110700.0,109479.2,是,1.103,1164.92,1.052,110789.9,108333.0,111742.1,成交,确认,109479.2,109129.72,133564.62,2025-09-04 12:00,110967.94,10,0.914,KAMA跟踪止损,是,111391.6,否,2.8,0.58,,,2025
1336,2025-09-04 20:00,做空,110237.2,110966.8,是,0.662,1121.62,1.017,109448.0,109269.1,111081.6,成交,确认,110966.8,111303.29,97650.78,2025-09-05 04:00,111303.29,2,-0.3,前3K止损,否,,是,1.49,-0.7,,,2025
1337,2025-09-05 12:00,做多,111743.8,111283.7,是,0.412,1178.39,1.055,112900.1,111086.2,112949.0,成交,确认,111283.7,110930.18,135766.11,2025-09-05 20:00,110930.18,2,-0.3,前3K止损,否,,是,1.85,-0.94,,,2025
1338,2025-09-07 00:00,做空,110153.3,110153.3,是,0.0,1157.22,1.051,109986.7,109850.0,110359.1,成交,弱突破,110153.3,110500.47,96934.9,2025-09-07 00:00,109986.7,0,0.144,弱突破平仓,否,,是,0.0,0.0,,,2025
1339,2025-09-07 16:00,做多,110956.5,110956.5,是,0.0,1026.28,0.925,111249.5,110666.4,111348.0,成交,弱突破,110956.5,110648.62,135366.93,2025-09-07 16:00,111249.5,0,0.285,弱突破平仓,否,,是,0.0,0.0,,,2025
1340,2025-09-08 16:00,做多,111580.7,,否,,918.82,0.823,112022.0,111201.0,112144.0,成交,弱突破,111580.7,111305.05,136128.45,2025-09-08 16:00,112022.0,0,0.48,弱突破平仓,否,,是,0.0,0.0,,,2025
1341,2025-09-08 20:00,做多,112144.0,,否,,920.03,0.82,112573.6,111800.0,112867.6,成交,弱突破,112144.0,111867.99,136815.68,2025-09-08 20:00,112573.6,0,0.467,弱突破平仓,否,,是,0.0,0.0,,,2025
1342,2025-09-09 12:00,做多,112867.6,112867.6,是,0.0,906.51,0.803,112950.1,111576.7,113238.0,成交,弱突破,112867.6,112595.65,137698.47,2025-09-09 12:00,112950.1,0,0.091,弱突破平仓,否,,是,0.0,0.0,,,2025
1343,2025-09-09 20:00,做空,111050.0,111800.0,是,0.675,936.25,0.843,110830.1,110714.9,112900.0,成交,确认,111800.0,112080.88,98384.0,2025-09-10 12:00,111800.0,4,0.0,KAMA跟踪止损,否,,否,0.95,-0.68,,,2025
1344,2025-09-10 20:00,做多,112900.0,112900.0,是,0.0,953.77,0.845,113801.3,112266.4,114287.9,成交,确认,112900.0,112613.87,137738.0,2025-09-14 20:00,115194.85,24,3.287,KAMA跟踪止损,是,114354.4,否,3.28,0.19,,,2025
1345,2025-09-17 00:00,做多,115968.0,115968.0,是,0.0,825.7,0.712,116758.0,115549.9,116830.0,成交,确认,115968.0,115720.29,141480.96,2025-09-17 20:00,115968.0,5,0.0,KAMA跟踪止损,否,,否,1.12,-0.54,,,2025
1346,2025-09-18 08:00,做多,117266.4,117266.4,是,0.0,940.49,0.802,117531.2,116033.5,117865.9,成交,弱突破,117266.4,116984.25,143065.01,2025-09-18 08:00,117531.2,0,0.282,弱突破平仓,否,,是,0.0,0.0,,,2025
1347,2025-09-19 16:00,做空,116489.7,116489.7,是,0.0,907.56,0.779,116343.1,116250.7,117050.6,成交,弱突破,116489.7,116761.97,102510.94,2025-09-19 16:00,116343.1,0,0.162,弱突破平仓,否,,是,0.0,0.0,,,2025
1348,2025-09-19 20:00,做空,116250.7,116489.7,是,0.206,902.17,0.776,115826.9,115408.4,116488.0,未成交,确认,116489.7,116760.35,102510.94,2025-09-20 12:00,115760.06,4,0.058,KAMA跟踪止损,是,115082.4,否,1.24,0.34,1.24,0.058,2025
1349,2025-09-22 08:00,做空,115137.6,,否,,658.19,0.572,114602.9,114050.0,115344.6,成交,确认,115137.6,115335.06,101321.09,2025-09-23 12:00,112905.65,7,2.705,KAMA跟踪止损,是,112454.4,否,3.24,0.46,,,2025
1350,2025-09-24 20:00,做多,113254.8,113254.8,是,0.0,930.79,0.822,113299.9,112760.0,113850.0,成交,弱突破,113254.8,112975.56,138170.86,2025-09-24 20:00,113299.9,0,0.048,弱突破平仓,否,,是,0.0,0.0,,,2025
1351,2025-09-25 16:00,做空,111389.0,112356.4,是,0.868,939.91,0.844,111316.1,111234.8,112220.3,未成交,确认,112356.4,112638.37,98873.63,2025-09-27 00:00,110049.41,8,1.679,KAMA跟踪止损,是,109320.5,否,3.37,0.6,3.37,1.679,2025
1352,2025-09-28 20:00,做多,109749.9,109749.9,是,0.0,781.7,0.712,109990.0,109136.5,109990.0,成交,弱突破,109749.9,109515.39,133894.88,2025-09-28 20:00,109990.0,0,0.307,弱突破平仓,否,,是,0.0,0.0,,,2025
1353,2025-09-29 00:00,做多,109990.0,109749.9,是,0.218,785.29,0.714,110281.6,109952.2,110350.0,未成交,确认,109749.9,109514.31,133894.88,2025-09-30 12:00,113591.41,9,6.766,KAMA跟踪止损,是,112119.6,否,4.6,0.44,4.6,6.766,2025
1354,2025-10-01 16:00,做多,114720.0,114720.0,是,0.0,877.79,0.765,116736.8,114425.6,116750.0,成交,确认,114720.0,114456.66,139958.4,2025-10-03 08:00,119772.27,10,8.497,KAMA跟踪止损,是,117366.4,否,5.47,1.39,,,2025
1355,2025-10-03 20:00,做多,120999.0,120999.0,是,0.0,1018.08,0.841,122238.5,119820.4,122399.9,成交,确认,120999.0,120693.58,147618.78,2025-10-06 00:00,122431.36,13,1.232,KAMA跟踪止损,是,122609.3,否,4.03,0.35,,,2025
1356,2025-10-06 20:00,做多,124500.0,,否,,1162.49,0.934,124946.2,124123.3,125375.0,成交,弱突破,124500.0,124151.25,151890.0,2025-10-06 20:00,124946.2,0,0.384,弱突破平仓,否,,是,0.0,0.0,,,2025
1357,2025-10-07 20:00,做空,123261.6,124123.3,是,0.699,1165.96,0.946,121788.3,121102.0,125098.0,成交,确认,124123.3,124473.09,109228.5,2025-10-08 16:00,122538.95,5,0.548,KAMA跟踪止损,是,121593.6,否,2.91,0.78,,,2025
