序号,信号时间,成交时间,成交方式,方向,6K极值,回调突破线,回调偏移%,ATR,峰值价,峰值K时间,波段涨跌幅%_回调线基准,波段涨跌幅%_极值基准,入场后涨跌幅%,出场方式,出场时间,持仓K数,R值,年份
946,2020-07-28 00:00,2020-07-28 00:00,信号K触发,做多,10458.58,10360.0,0.943,123.16,11488.0,2020-07-28 04:00,10.888,9.843,9.585,KAMA跟踪(跌破KAMA),2020-07-28 16:00,4,1.2305,2020
947,2020-07-26 00:00,2020-07-26 04:00,挂单触发,做多,9650.0,9650.0,0.0,76.61,9735.1,2020-07-26 04:00,0.882,0.882,0.087,保护性平仓,2020-07-26 04:00,0,-0.3279,2020
948,2020-07-23 04:00,2020-07-23 04:00,信号K触发,做多,9389.94,9389.94,0.0,59.85,9599.92,2020-07-23 20:00,2.236,2.236,1.589,成本线止损,2020-07-23 20:00,4,0.0,2020
949,2020-07-21 12:00,2020-07-21 12:00,信号K触发,做多,9203.83,9194.98,0.096,50.86,9439.6,2020-07-21 20:00,2.66,2.562,2.096,KAMA跟踪(跌破KAMA),2020-07-22 12:00,6,1.0234,2020
950,2020-07-20 04:00,2020-07-20 04:00,信号K触发,做多,9182.45,9182.45,0.0,54.04,9239.59,2020-07-20 04:00,0.622,0.622,0.034,保护性平仓,2020-07-20 04:00,0,-0.4808,2020
951,2020-07-16 00:00,2020-07-16 12:00,挂单触发,做空,9190.0,9211.0,0.229,74.33,9080.0,2020-07-16 12:00,1.422,1.197,0.62,保护性平仓,2020-07-16 12:00,0,0.1676,2020
952,2020-07-14 12:00,2020-07-14 12:00,信号K触发,做空,9200.0,9237.32,0.406,75.09,9152.0,2020-07-14 12:00,0.924,0.522,0.112,保护性平仓,2020-07-14 12:00,0,-0.2441,2020
953,2020-07-09 20:00,2020-07-09 20:00,信号K触发,做空,9283.0,9283.0,0.0,85.38,9164.33,2020-07-09 20:00,1.278,1.278,0.362,保护性平仓,2020-07-09 20:00,0,-0.1567,2020
954,2020-07-08 20:00,2020-07-08 20:00,信号K触发,做多,9320.0,9295.55,0.262,84.54,9470.0,2020-07-08 20:00,1.877,1.609,0.959,ATR止损,2020-07-08 20:00,0,-1.0,2020
955,2020-07-06 12:00,2020-07-06 12:00,信号K触发,做多,9131.42,9131.42,0.0,76.52,9238.23,2020-07-06 12:00,1.17,1.17,0.329,保护性平仓,2020-07-06 12:00,0,-0.1075,2020
956,2020-07-05 16:00,2020-07-06 04:00,挂单触发,做空,9040.0,9042.84,0.031,77.87,8900.0,2020-07-06 04:00,1.58,1.549,0.725,ATR止损,2020-07-06 04:00,0,-1.0,2020
957,2020-07-02 20:00,2020-07-02 20:00,信号K触发,做空,9137.19,9137.19,0.0,96.03,9011.0,2020-07-02 20:00,1.381,1.381,0.334,保护性平仓,2020-07-02 20:00,0,-0.088,2020
958,2020-07-01 20:00,2020-07-02 00:00,挂单触发,做多,9200.0,9188.0,0.13,104.96,9293.0,2020-07-02 00:00,1.143,1.011,0.0,保护性平仓,2020-07-02 00:00,0,-0.518,2020
959,2020-06-28 00:00,2020-06-28 00:00,信号K触发,做空,9087.42,9087.42,0.0,129.07,8816.4,2020-06-28 00:00,2.982,2.982,1.585,保护性平仓,2020-06-28 00:00,0,0.1969,2020
960,2020-06-24 12:00,2020-06-24 16:00,挂单触发,做空,9585.0,9585.0,0.0,104.92,9005.0,2020-06-25 08:00,6.051,6.051,5.011,KAMA跟踪(跌破KAMA),2020-06-25 16:00,6,1.4699,2020
961,2020-06-22 16:00,2020-06-22 20:00,挂单触发,做多,9450.0,9386.79,0.669,106.95,9508.0,2020-06-22 20:00,1.291,0.614,0.15,保护性平仓,2020-06-22 20:00,0,-0.0366,2020
962,2020-06-17 20:00,2020-06-18 04:00,挂单触发,做空,9400.0,9400.0,0.0,145.53,9231.03,2020-06-18 04:00,1.798,1.798,0.253,ATR止损,2020-06-18 04:00,0,-1.0,2020
963,2020-06-16 08:00,2020-06-16 08:00,信号K触发,做多,9490.83,9368.32,1.291,129.13,9595.0,2020-06-16 08:00,2.42,1.098,1.027,保护性平仓,2020-06-16 08:00,0,0.4804,2020
964,2020-06-12 00:00,2020-06-12 00:00,信号K触发,做空,9503.0,9681.21,1.875,133.5,9055.07,2020-06-12 00:00,6.468,4.714,5.16,成本线止损,2020-06-12 20:00,5,0.0,2020
965,2020-06-11 20:00,2020-06-11 20:00,信号K触发,做空,9681.21,9681.21,0.0,133.5,9503.0,2020-06-11 20:00,1.841,1.841,0.468,保护性平仓,2020-06-11 20:00,0,0.17,2020
966,2020-06-11 00:00,2020-06-11 00:00,信号K触发,做多,9832.52,9832.52,0.0,135.59,10015.99,2020-06-11 00:00,1.866,1.866,0.48,ATR止损,2020-06-11 00:00,0,-1.0,2020
967,2020-06-07 16:00,2020-06-07 20:00,挂单触发,做空,9579.0,9579.0,0.0,146.82,9373.0,2020-06-07 20:00,2.151,2.151,0.627,保护性平仓,2020-06-07 20:00,0,-0.4327,2020
968,2020-06-04 04:00,2020-06-04 20:00,挂单触发,做多,9644.0,9548.97,0.985,198.57,9850.0,2020-06-04 20:00,3.152,2.136,1.051,保护性平仓,2020-06-04 20:00,0,0.4057,2020
969,2020-06-02 04:00,2020-06-02 04:00,信号K触发,做多,9615.0,9615.0,0.0,146.35,10497.25,2020-06-02 04:00,9.176,9.176,7.539,KAMA跟踪(跌破KAMA),2020-06-02 20:00,4,0.242,2020
970,2020-05-31 04:00,2020-05-31 04:00,信号K触发,做多,9596.0,9596.0,0.0,155.17,9753.0,2020-05-31 04:00,1.636,1.636,0.019,保护性平仓,2020-05-31 04:00,0,-0.362,2020
971,2020-05-28 20:00,2020-05-28 20:00,信号K触发,做多,9280.0,9230.0,0.539,168.1,9621.65,2020-05-29 04:00,4.243,3.682,2.379,KAMA跟踪(跌破KAMA),2020-05-29 16:00,5,0.0838,2020
972,2020-05-27 16:00,2020-05-27 16:00,信号K触发,做多,9011.82,9011.82,0.0,176.91,9196.14,2020-05-27 16:00,2.045,2.045,0.081,保护性平仓,2020-05-27 16:00,0,-0.2472,2020
973,2020-05-24 20:00,2020-05-25 00:00,挂单触发,做空,9076.9,9076.9,0.0,190.74,8851.24,2020-05-25 00:00,2.486,2.486,0.393,保护性平仓,2020-05-25 00:00,0,-0.6778,2020
974,2020-05-21 20:00,2020-05-21 20:00,信号K触发,做空,9225.53,9281.42,0.606,225.13,8932.13,2020-05-21 20:00,3.763,3.18,1.371,保护性平仓,2020-05-21 20:00,0,-0.1156,2020
975,2020-05-20 20:00,2020-05-20 20:00,信号K触发,做空,9555.0,9555.0,0.0,231.37,9281.42,2020-05-20 20:00,2.863,2.863,0.453,保护性平仓,2020-05-20 20:00,0,-0.3734,2020
976,2020-05-17 20:00,2020-05-17 20:00,信号K触发,做多,9572.38,9529.53,0.448,265.96,9880.0,2020-05-17 20:00,3.678,3.214,0.863,保护性平仓,2020-05-17 20:00,0,0.0863,2020
977,2020-05-13 16:00,2020-05-14 04:00,挂单触发,做多,8981.0,8981.0,0.0,299.32,9397.0,2020-05-14 04:00,4.632,4.632,1.257,保护性平仓,2020-05-14 04:00,0,0.0855,2020
978,2020-05-09 12:00,2020-05-10 08:00,挂单触发,做空,9726.0,9726.0,0.0,226.7,7940.0,2020-05-10 08:00,18.363,18.363,16.415,固定止盈,2020-05-10 08:00,0,4.1482,2020
979,2020-05-08 00:00,2020-05-08 00:00,信号K触发,做多,9630.0,9405.0,2.336,205.24,10080.0,2020-05-08 04:00,7.177,4.673,4.888,KAMA跟踪(跌破KAMA),2020-05-09 08:00,8,0.7209,2020
980,2020-05-07 20:00,2020-05-07 20:00,信号K触发,做多,9405.0,9405.0,0.0,205.24,9630.0,2020-05-07 20:00,2.392,2.392,0.206,ATR止损,2020-05-07 20:00,0,-1.0,2020
981,2020-05-06 16:00,2020-05-06 16:00,信号K触发,做多,9078.51,9078.51,0.0,207.09,9360.0,2020-05-06 16:00,3.101,3.101,0.801,ATR止损,2020-05-06 16:00,0,-1.0,2020
982,2020-04-29 08:00,2020-04-29 12:00,挂单触发,做多,7780.0,7780.0,0.0,120.74,7964.4,2020-04-29 12:00,2.37,2.37,0.806,保护性平仓,2020-04-29 12:00,0,0.3521,2020
983,2020-04-23 20:00,2020-04-23 20:00,信号K触发,做多,7178.0,7178.0,0.0,118.61,7802.38,2020-04-23 20:00,8.699,8.699,6.932,KAMA跟踪(跌破KAMA),2020-04-24 20:00,6,1.0465,2020
984,2020-04-22 20:00,2020-04-22 20:00,信号K触发,做多,6970.0,6940.0,0.43,130.45,7128.61,2020-04-22 20:00,2.718,2.276,0.823,ATR止损,2020-04-22 20:00,0,-1.0,2020
985,2020-04-20 16:00,2020-04-20 20:00,挂单触发,做空,7055.0,7055.0,0.0,125.94,6911.99,2020-04-20 20:00,2.027,2.027,0.246,ATR止损,2020-04-20 20:00,0,-1.0,2020
986,2020-04-18 20:00,2020-04-19 04:00,挂单触发,做多,7140.0,7140.0,0.0,144.67,7290.0,2020-04-19 04:00,2.101,2.101,0.073,保护性平仓,2020-04-19 04:00,0,-0.2921,2020
987,2020-04-16 16:00,2020-04-16 16:00,信号K触发,做多,6984.7,6878.02,1.527,136.35,7172.26,2020-04-16 16:00,4.278,2.685,2.251,ATR止损,2020-04-16 16:00,0,-1.0,2020
988,2020-04-15 20:00,2020-04-16 04:00,挂单触发,做空,6736.84,6793.09,0.835,144.44,6602.59,2020-04-16 04:00,2.804,1.993,0.693,保护性平仓,2020-04-16 04:00,0,0.2199,2020
989,2020-04-13 08:00,2020-04-13 08:00,信号K触发,做空,6775.66,6775.66,0.0,137.95,6558.0,2020-04-13 08:00,3.212,3.212,1.201,保护性平仓,2020-04-13 08:00,0,-0.2413,2020
990,2020-04-13 00:00,2020-04-13 00:00,信号K触发,做多,7028.0,6908.0,1.707,141.7,7173.98,2020-04-13 00:00,3.85,2.077,1.763,保护性平仓,2020-04-13 00:00,0,0.4159,2020
991,2020-04-09 16:00,2020-04-10 12:00,挂单触发,做空,7192.0,7192.0,0.0,169.82,6741.0,2020-04-10 20:00,6.271,6.271,4.004,KAMA跟踪(跌破KAMA),2020-04-12 20:00,14,0.4214,2020
992,2020-04-06 12:00,2020-04-06 12:00,信号K触发,做多,6887.2,6839.59,0.691,183.79,7100.0,2020-04-06 12:00,3.807,3.09,1.091,保护性平仓,2020-04-06 12:00,0,0.0035,2020
993,2020-04-02 20:00,2020-04-03 00:00,挂单触发,做多,6750.0,6750.0,0.0,184.85,7290.0,2020-04-03 00:00,8.0,8.0,5.121,ATR止损,2020-04-03 00:00,0,-1.0,2020
994,2020-04-02 04:00,2020-04-02 04:00,信号K触发,做多,6492.0,6492.0,0.0,179.05,6693.0,2020-04-02 04:00,3.096,3.096,0.329,ATR止损,2020-04-02 04:00,0,-1.0,2020
995,2020-03-30 12:00,2020-03-30 20:00,挂单触发,做多,6207.64,6207.64,0.0,205.3,6449.97,2020-03-30 20:00,3.904,3.904,0.577,保护性平仓,2020-03-30 20:00,0,-0.3522,2020
996,2020-03-23 20:00,2020-03-23 20:00,信号K触发,做多,6153.19,6153.19,0.0,322.7,6619.9,2020-03-23 20:00,7.585,7.585,2.224,ATR止损,2020-03-23 20:00,0,-1.0,2020
997,2020-03-23 04:00,2020-03-23 08:00,挂单触发,做空,5855.68,6073.02,3.712,347.32,5670.0,2020-03-23 08:00,6.636,3.171,0.973,保护性平仓,2020-03-23 08:00,0,-0.647,2020
998,2020-03-20 16:00,2020-03-20 16:00,信号K触发,做多,6400.0,6400.0,0.0,343.95,6911.0,2020-03-20 16:00,7.984,7.984,2.477,保护性平仓,2020-03-20 16:00,0,-0.2537,2020
999,2020-03-16 12:00,2020-03-16 16:00,挂单触发,做空,5169.6,5173.15,0.069,434.67,4413.62,2020-03-16 16:00,14.682,14.624,6.856,固定止盈,2020-03-16 16:00,0,0.4282,2020
1000,2020-03-13 04:00,2020-03-13 04:00,信号K触发,做空,5199.17,5199.17,0.0,304.62,4347.0,2020-03-13 04:00,16.391,16.391,11.187,固定止盈,2020-03-13 04:00,0,1.0481,2020
1001,2020-03-08 08:00,2020-03-08 08:00,信号K触发,做空,8850.0,9056.1,2.329,123.55,7672.85,2020-03-09 12:00,15.274,13.301,14.102,固定止盈,2020-03-09 12:00,7,7.796,2020
1002,2020-03-08 00:00,2020-03-08 00:00,信号K触发,做空,9016.0,9016.0,0.0,132.55,8850.0,2020-03-08 00:00,1.841,1.841,0.377,保护性平仓,2020-03-08 00:00,0,-0.1015,2020
1003,2020-03-05 08:00,2020-03-05 16:00,挂单触发,做多,8853.88,8853.88,0.0,148.77,9172.3,2020-03-06 04:00,3.596,3.596,1.884,成本线止损,2020-03-06 08:00,4,0.0,2020
1004,2020-03-02 20:00,2020-03-03 04:00,挂单触发,做多,8779.88,8762.24,0.201,169.72,8972.0,2020-03-03 04:00,2.394,2.188,0.448,保护性平仓,2020-03-03 04:00,0,-0.0722,2020
1005,2020-02-28 16:00,2020-02-28 16:00,信号K触发,做空,8684.46,8742.2,0.665,181.45,8550.0,2020-02-28 16:00,2.199,1.548,0.126,保护性平仓,2020-02-28 16:00,0,-0.1807,2020
1006,2020-02-25 20:00,2020-02-26 00:00,挂单触发,做空,9487.38,9487.38,0.0,158.43,9285.66,2020-02-26 00:00,2.126,2.126,0.464,保护性平仓,2020-02-26 00:00,0,-0.2484,2020
1007,2020-02-20 04:00,2020-02-20 04:00,信号K触发,做空,10026.08,10026.08,0.0,173.99,9293.07,2020-02-20 04:00,7.311,7.311,5.674,KAMA跟踪(跌破KAMA),2020-02-23 08:00,19,0.6261,2020
1008,2020-02-15 20:00,2020-02-15 20:00,信号K触发,做空,10203.98,10233.0,0.284,157.42,9626.64,2020-02-17 00:00,5.926,5.658,4.456,KAMA跟踪(跌破KAMA),2020-02-17 04:00,8,0.5561,2020
1009,2020-02-11 20:00,2020-02-11 20:00,信号K触发,做多,9931.89,9931.89,0.0,138.19,10512.55,2020-02-13 12:00,5.846,5.846,4.394,KAMA跟踪(跌破KAMA),2020-02-13 16:00,11,1.493,2020
1010,2020-02-09 04:00,2020-02-09 08:00,挂单触发,做多,9898.57,9840.0,0.592,124.85,10213.56,2020-02-10 08:00,3.796,3.182,2.496,KAMA跟踪(跌破KAMA),2020-02-10 12:00,7,0.7319,2020
1011,2020-02-05 16:00,2020-02-05 20:00,挂单触发,做多,9307.78,9305.0,0.03,130.82,9515.0,2020-02-05 20:00,2.257,2.226,0.839,保护性平仓,2020-02-05 20:00,0,0.4927,2020
1012,2020-02-03 20:00,2020-02-04 16:00,挂单触发,做空,9290.0,9290.0,0.0,141.02,9114.0,2020-02-04 16:00,1.895,1.895,0.382,保护性平仓,2020-02-04 16:00,0,-0.3176,2020
1013,2020-02-02 16:00,2020-02-03 08:00,挂单触发,做多,9438.07,9438.07,0.0,137.55,9647.61,2020-02-03 08:00,2.22,2.22,0.752,ATR止损,2020-02-03 08:00,0,-1.0,2020
1014,2020-02-02 08:00,2020-02-02 12:00,挂单触发,做空,9306.0,9306.0,0.0,134.61,9160.01,2020-02-02 12:00,1.569,1.569,0.124,ATR止损,2020-02-02 12:00,0,-1.0,2020
1015,2020-01-29 04:00,2020-01-29 04:00,信号K触发,做多,9207.81,9176.68,0.338,123.4,9450.0,2020-01-29 08:00,2.978,2.63,1.612,成本线止损,2020-01-29 20:00,4,0.0,2020
1016,2020-01-26 16:00,2020-01-27 00:00,挂单触发,做多,8425.0,8390.0,0.415,124.55,8624.45,2020-01-27 00:00,2.794,2.367,1.291,保护性平仓,2020-01-27 00:00,0,0.4054,2020
1017,2020-01-22 00:00,2020-01-22 00:00,信号K触发,做空,8608.71,8612.51,0.044,153.86,8448.6,2020-01-22 00:00,1.903,1.86,0.119,保护性平仓,2020-01-22 00:00,0,-0.506,2020
1018,2020-01-19 16:00,2020-01-19 16:00,信号K触发,做空,8832.0,8832.0,0.0,149.08,8505.0,2020-01-19 16:00,3.702,3.702,2.049,保护性平仓,2020-01-19 16:00,0,-0.147,2020
1019,2020-01-19 08:00,2020-01-19 08:00,信号K触发,做多,8995.0,8995.0,0.0,154.13,9205.3,2020-01-19 08:00,2.338,2.338,0.614,保护性平仓,2020-01-19 08:00,0,0.1041,2020
1020,2020-01-17 12:00,2020-01-17 12:00,信号K触发,做多,8843.49,8793.77,0.562,162.1,9020.0,2020-01-17 12:00,2.573,1.996,0.716,保护性平仓,2020-01-17 12:00,0,-0.0701,2020
1021,2020-01-14 08:00,2020-01-14 08:00,信号K触发,做多,8200.0,8200.0,0.0,145.62,8918.5,2020-01-15 08:00,8.762,8.762,6.864,KAMA跟踪(跌破KAMA),2020-01-15 12:00,7,2.2401,2020
1022,2020-01-10 20:00,2020-01-11 04:00,挂单触发,做多,8006.83,8006.83,0.0,157.05,8210.62,2020-01-11 04:00,2.545,2.545,0.573,保护性平仓,2020-01-11 04:00,0,0.2751,2020
1023,2020-01-07 04:00,2020-01-07 04:00,信号K触发,做多,7611.81,7580.08,0.417,100.13,8468.42,2020-01-08 08:00,11.719,11.254,10.263,KAMA跟踪(跌破KAMA),2020-01-09 00:00,11,4.6088,2020
1024,2020-01-06 08:00,2020-01-06 20:00,挂单触发,做多,7495.0,7495.0,0.0,94.55,7611.81,2020-01-06 20:00,1.559,1.559,0.293,ATR止损,2020-01-06 20:00,0,-1.0,2020
1025,2020-01-03 16:00,2020-01-03 16:00,信号K触发,做多,7300.0,7175.0,1.712,75.29,7495.0,2020-01-05 12:00,4.46,2.671,3.375,KAMA跟踪(跌破KAMA),2020-01-06 04:00,15,1.355,2020
1026,2020-01-02 08:00,2020-01-03 00:00,挂单触发,做空,7170.15,7170.15,0.0,82.18,6863.44,2020-01-03 08:00,4.278,4.278,3.168,ATR止损,2020-01-03 12:00,3,-1.0,2020
1027,2019-12-30 20:00,2019-12-31 00:00,挂单触发,做空,7287.25,7322.26,0.48,89.98,7215.58,2019-12-31 00:00,1.457,0.983,0.231,保护性平仓,2019-12-31 00:00,0,-0.0524,2019
1028,2019-12-29 20:00,2019-12-30 00:00,挂单触发,做多,7359.15,7359.15,0.0,101.09,7478.89,2019-12-30 00:00,1.627,1.627,0.25,保护性平仓,2019-12-30 00:00,0,0.0562,2019
1029,2019-12-28 08:00,2019-12-28 12:00,挂单触发,做多,7270.0,7238.16,0.438,108.75,7358.31,2019-12-28 12:00,1.66,1.215,0.155,保护性平仓,2019-12-28 12:00,0,-0.4394,2019
1030,2019-12-27 00:00,2019-12-27 00:00,信号K触发,做多,7265.0,7265.0,0.0,112.73,7438.8,2019-12-27 00:00,2.392,2.392,0.828,ATR止损,2019-12-27 00:00,0,-1.0,2019
1031,2019-12-24 04:00,2019-12-24 04:00,信号K触发,做空,7342.28,7375.0,0.446,102.81,7262.0,2019-12-24 04:00,1.532,1.093,0.14,保护性平仓,2019-12-24 04:00,0,-0.4067,2019
1032,2019-12-19 00:00,2019-12-19 00:00,信号K触发,做多,6868.29,6738.64,1.888,97.9,7691.0,2019-12-24 00:00,14.133,11.978,12.498,KAMA跟踪(跌破KAMA),2019-12-24 00:00,30,6.3807,2019
1033,2019-12-17 00:00,2019-12-17 00:00,信号K触发,做空,7037.03,7037.03,0.0,80.61,6427.0,2019-12-18 20:00,8.669,8.669,7.611,KAMA跟踪(跌破KAMA),2019-12-18 20:00,11,3.0886,2019
1034,2019-12-14 16:00,2019-12-14 20:00,挂单触发,做空,7203.43,7203.43,0.0,90.39,7004.77,2019-12-15 08:00,2.758,2.758,1.522,成本线止损,2019-12-15 12:00,4,0.0,2019
1035,2019-12-09 20:00,2019-12-10 00:00,挂单触发,做空,7434.57,7493.63,0.794,125.54,7342.36,2019-12-10 00:00,2.019,1.24,0.349,保护性平仓,2019-12-10 00:00,0,-0.055,2019
1036,2019-12-04 20:00,2019-12-04 20:00,信号K触发,做多,7353.33,7353.33,0.0,148.03,7800.0,2019-12-04 20:00,6.074,6.074,3.981,保护性平仓,2019-12-04 20:00,0,-0.2632,2019
1037,2019-12-04 08:00,2019-12-04 16:00,挂单触发,做空,7231.35,7231.35,0.0,150.97,7070.0,2019-12-04 16:00,2.231,2.231,0.147,保护性平仓,2019-12-04 16:00,0,-0.7542,2019
1038,2019-12-01 00:00,2019-12-01 00:00,信号K触发,做空,7511.11,7660.0,1.982,190.33,7444.18,2019-12-01 00:00,2.817,0.891,0.341,保护性平仓,2019-12-01 00:00,0,-0.1822,2019
1039,2019-11-29 20:00,2019-11-30 00:00,挂单触发,做多,7643.0,7643.0,0.0,194.95,7850.0,2019-11-30 00:00,2.708,2.708,0.154,保护性平仓,2019-11-30 00:00,0,-0.6549,2019
1040,2019-11-28 00:00,2019-11-28 00:00,信号K触发,做多,7433.0,7172.99,3.498,196.15,7669.2,2019-11-28 00:00,6.918,3.178,4.072,KAMA跟踪(跌破KAMA),2019-11-29 04:00,7,0.076,2019
1041,2019-11-27 20:00,2019-11-27 20:00,信号K触发,做多,7221.77,7221.77,0.0,204.82,7433.0,2019-11-27 20:00,2.925,2.925,0.086,ATR止损,2019-11-27 20:00,0,-1.0,2019
1042,2019-11-25 20:00,2019-11-26 00:00,挂单触发,做多,7202.96,7202.96,0.0,169.42,7386.29,2019-11-26 00:00,2.545,2.545,0.189,ATR止损,2019-11-26 00:00,0,-1.0,2019
1043,2019-11-24 20:00,2019-11-24 20:00,信号K触发,做空,7079.13,7132.27,0.751,174.63,6941.29,2019-11-24 20:00,2.678,1.947,0.235,保护性平仓,2019-11-24 20:00,0,-0.1278,2019
1044,2019-11-21 16:00,2019-11-21 16:00,信号K触发,做空,8037.5,8037.5,0.0,102.1,6920.0,2019-11-22 16:00,13.904,13.904,12.796,KAMA跟踪(跌破KAMA),2019-11-22 16:00,6,2.6096,2019
1045,2019-11-18 20:00,2019-11-19 00:00,挂单触发,做空,8417.0,8417.0,0.0,98.27,8000.0,2019-11-19 16:00,4.954,4.954,3.831,KAMA跟踪(跌破KAMA),2019-11-20 00:00,6,1.7171,2019
1046,2019-11-15 08:00,2019-11-15 20:00,挂单触发,做空,8581.39,8581.39,0.0,106.8,8380.0,2019-11-15 20:00,2.347,2.347,1.116,保护性平仓,2019-11-15 20:00,0,-0.0183,2019
1047,2019-11-14 12:00,2019-11-14 16:00,挂单触发,做空,8712.0,8712.0,0.0,122.53,8581.39,2019-11-14 16:00,1.499,1.499,0.094,保护性平仓,2019-11-14 16:00,0,-0.3715,2019
1048,2019-11-11 00:00,2019-11-11 00:00,信号K触发,做多,8889.02,8889.02,0.0,123.88,9187.0,2019-11-11 00:00,3.352,3.352,1.932,保护性平仓,2019-11-11 00:00,0,0.2925,2019
1049,2019-11-08 20:00,2019-11-08 20:00,信号K触发,做空,8938.81,9091.2,1.705,128.43,8669.85,2019-11-08 20:00,4.635,3.009,3.268,KAMA跟踪(跌破KAMA),2019-11-09 20:00,6,0.7159,2019
1050,2019-11-08 16:00,2019-11-08 16:00,信号K触发,做空,9091.2,9091.2,0.0,128.43,8938.81,2019-11-08 16:00,1.676,1.676,0.267,保护性平仓,2019-11-08 16:00,0,-0.5492,2019
1051,2019-11-07 16:00,2019-11-08 04:00,挂单触发,做空,9220.0,9259.48,0.428,137.27,9091.2,2019-11-08 04:00,1.817,1.397,0.34,保护性平仓,2019-11-08 04:00,0,-0.7098,2019
1052,2019-11-04 16:00,2019-11-05 04:00,挂单触发,做多,9250.4,9250.4,0.0,167.24,9550.0,2019-11-05 04:00,3.239,3.239,1.405,保护性平仓,2019-11-05 04:00,0,-0.1326,2019
1053,2019-10-25 20:00,2019-10-25 20:00,信号K触发,做多,7638.51,7495.81,1.868,121.55,10408.48,2019-10-26 08:00,38.857,36.263,36.642,固定止盈,2019-10-26 08:00,3,12.5667,2019
1054,2019-10-25 16:00,2019-10-25 16:00,信号K触发,做多,7495.81,7495.81,0.0,121.55,7638.51,2019-10-25 16:00,1.904,1.904,0.278,保护性平仓,2019-10-25 16:00,0,-0.348,2019
1055,2019-10-23 08:00,2019-10-23 08:00,信号K触发,做空,8000.0,8164.78,2.06,96.59,7172.76,2019-10-24 00:00,12.15,10.34,11.098,固定止盈,2019-10-24 00:00,4,9.1436,2019
1056,2019-10-23 04:00,2019-10-23 04:00,信号K触发,做空,8160.0,8164.78,0.059,96.59,8000.0,2019-10-23 04:00,2.018,1.961,0.845,保护性平仓,2019-10-23 04:00,0,0.4897,2019
1057,2019-10-21 00:00,2019-10-21 00:00,信号K触发,做多,8041.19,7999.28,0.521,102.09,8334.57,2019-10-21 20:00,4.192,3.648,2.879,KAMA跟踪(跌破KAMA),2019-10-22 20:00,11,0.8324,2019
1058,2019-10-18 12:00,2019-10-18 12:00,信号K触发,做空,7930.0,7930.0,0.0,102.98,7821.01,2019-10-18 12:00,1.374,1.374,0.077,保护性平仓,2019-10-18 12:00,0,-0.8019,2019
1059,2019-10-16 16:00,2019-10-16 20:00,挂单触发,做空,8080.0,8080.0,0.0,114.39,7900.24,2019-10-16 20:00,2.225,2.225,0.821,保护性平仓,2019-10-16 20:00,0,0.0927,2019
1060,2019-10-16 00:00,2019-10-16 00:00,信号K触发,做空,8205.02,8205.02,0.0,111.76,8080.0,2019-10-16 00:00,1.524,1.524,0.164,保护性平仓,2019-10-16 00:00,0,-0.7534,2019
1061,2019-10-14 04:00,2019-10-14 04:00,信号K触发,做空,8277.32,8277.32,0.0,122.97,8137.3,2019-10-14 04:00,1.692,1.692,0.209,保护性平仓,2019-10-14 04:00,0,-0.9784,2019
1062,2019-10-11 12:00,2019-10-11 20:00,挂单触发,做空,8419.34,8419.34,0.0,142.9,8268.51,2019-10-11 20:00,1.791,1.791,0.096,保护性平仓,2019-10-11 20:00,0,-0.4518,2019
1063,2019-10-09 20:00,2019-10-09 20:00,信号K触发,做多,8242.52,8242.52,0.0,142.68,8700.0,2019-10-09 20:00,5.55,5.55,3.754,KAMA跟踪(跌破KAMA),2019-10-10 20:00,6,0.2788,2019
