序号,信号时间,成交时间,成交方式,方向,6K极值,回调突破线,回调偏移%,ATR,峰值价,峰值K时间,波段涨跌幅%_回调线基准,波段涨跌幅%_极值基准,入场后涨跌幅%,出场方式,出场时间,持仓K数,R值,年份
128,2025-11-19 20:00,2025-11-20 00:00,挂单触发,做空,89966.0,90888.0,1.025,1646.68,88600.0,2025-11-20 00:00,2.517,1.518,0.719,保护性平仓,2025-11-20 00:00,0,0.233,2025
129,2025-11-18 08:00,2025-11-18 08:00,信号K触发,做空,91250.0,93730.0,2.718,1565.91,89012.0,2025-11-18 12:00,5.034,2.453,3.42,成本线止损,2025-11-19 00:00,4,-0.439,2025
130,2025-11-18 00:00,2025-11-18 04:00,挂单触发,做空,92922.8,92922.8,0.0,1553.1,91250.0,2025-11-18 04:00,1.8,1.8,0.131,保护性平仓,2025-11-18 04:00,0,-0.5151,2025
131,2025-11-16 20:00,2025-11-17 04:00,挂单触发,做空,94800.0,94800.0,0.0,1592.13,92922.8,2025-11-17 04:00,1.98,1.98,0.306,保护性平仓,2025-11-17 04:00,0,-0.6368,2025
132,2025-11-14 00:00,2025-11-14 00:00,信号K触发,做空,100711.0,100711.0,0.0,1467.55,98100.0,2025-11-14 00:00,2.593,2.593,1.152,保护性平仓,2025-11-14 00:00,0,0.4091,2025
133,2025-11-12 20:00,2025-11-13 00:00,挂单触发,做空,102400.0,102400.0,0.0,1389.17,100711.0,2025-11-13 00:00,1.649,1.649,0.297,保护性平仓,2025-11-13 00:00,0,-0.1689,2025
134,2025-11-12 00:00,2025-11-12 00:00,信号K触发,做空,103135.2,104735.6,1.552,1399.06,102777.0,2025-11-12 00:00,1.87,0.347,0.541,保护性平仓,2025-11-12 00:00,0,0.1879,2025
135,2025-11-11 20:00,2025-11-11 20:00,信号K触发,做空,104615.7,104615.7,0.0,1401.88,103135.2,2025-11-11 20:00,1.415,1.415,0.076,保护性平仓,2025-11-11 20:00,0,-0.1451,2025
136,2025-11-10 00:00,2025-11-10 00:00,信号K触发,做多,104180.0,102443.9,1.666,1431.53,106666.0,2025-11-10 08:00,4.121,2.386,2.686,KAMA跟踪(跌破KAMA),2025-11-10 20:00,5,0.6218,2025
137,2025-11-09 20:00,2025-11-09 20:00,信号K触发,做多,102443.9,102443.9,0.0,1431.53,104180.0,2025-11-09 20:00,1.695,1.695,0.293,保护性平仓,2025-11-09 20:00,0,-0.1115,2025
138,2025-11-08 00:00,2025-11-08 04:00,挂单触发,做多,102480.4,102367.9,0.11,1625.85,104070.7,2025-11-08 04:00,1.663,1.552,0.074,保护性平仓,2025-11-08 04:00,0,-0.4235,2025
139,2025-11-03 08:00,2025-11-03 08:00,信号K触发,做空,109368.9,109836.7,0.428,1251.92,98888.8,2025-11-05 04:00,9.967,9.582,8.929,KAMA跟踪(跌破KAMA),2025-11-06 00:00,16,3.6199,2025
140,2025-10-31 00:00,2025-10-31 00:00,信号K触发,做空,107254.1,109026.4,1.652,1344.4,106200.0,2025-10-31 00:00,2.592,0.983,1.376,ATR止损,2025-10-31 08:00,2,-1.0,2025
141,2025-10-30 20:00,2025-10-30 20:00,信号K触发,做空,107817.3,109026.4,1.121,1344.4,107254.1,2025-10-30 20:00,1.626,0.522,0.397,保护性平仓,2025-10-30 20:00,0,0.0085,2025
142,2025-10-29 20:00,2025-10-30 00:00,挂单触发,做空,112036.1,112036.1,0.0,1230.47,109026.4,2025-10-30 00:00,2.686,2.686,1.606,保护性平仓,2025-10-30 00:00,0,0.1626,2025
143,2025-10-29 04:00,2025-10-29 04:00,信号K触发,做空,113422.0,113422.0,0.0,1179.14,112121.4,2025-10-29 04:00,1.147,1.147,0.108,保护性平仓,2025-10-29 04:00,0,-0.5009,2025
144,2025-10-26 20:00,2025-10-26 20:00,信号K触发,做多,113442.5,111903.9,1.356,1354.2,114000.0,2025-10-26 20:00,1.873,0.491,0.655,保护性平仓,2025-10-26 20:00,0,0.288,2025
145,2025-10-26 16:00,2025-10-26 16:00,信号K触发,做多,111903.9,111903.9,0.0,1354.2,113442.5,2025-10-26 16:00,1.375,1.375,0.163,保护性平仓,2025-10-26 16:00,0,-0.0169,2025
146,2025-10-23 12:00,2025-10-24 00:00,挂单触发,做多,109160.0,109160.0,0.0,1771.51,111240.0,2025-10-24 00:00,1.905,1.905,0.278,保护性平仓,2025-10-24 00:00,0,-0.448,2025
147,2025-10-21 20:00,2025-10-21 20:00,信号K触发,做多,111649.0,111649.0,0.0,1523.07,113480.0,2025-10-21 20:00,1.64,1.64,0.272,ATR止损,2025-10-21 20:00,0,-1.0,2025
148,2025-10-21 12:00,2025-10-21 12:00,信号K触发,做空,109005.0,109875.0,0.798,1567.45,107400.0,2025-10-21 12:00,2.253,1.472,0.838,保护性平仓,2025-10-21 12:00,0,0.1834,2025
149,2025-10-16 20:00,2025-10-17 00:00,挂单触发,做空,109403.5,110096.9,0.634,1866.59,107503.3,2025-10-17 00:00,2.356,1.737,0.672,保护性平仓,2025-10-17 00:00,0,0.0423,2025
150,2025-10-14 16:00,2025-10-14 16:00,信号K触发,做空,111302.0,113600.5,2.065,1957.54,109969.2,2025-10-14 16:00,3.197,1.197,1.499,保护性平仓,2025-10-14 16:00,0,0.2051,2025
151,2025-10-14 08:00,2025-10-14 12:00,挂单触发,做空,113600.5,113600.5,0.0,1957.54,111302.0,2025-10-14 12:00,2.023,2.023,0.305,保护性平仓,2025-10-14 12:00,0,-0.0114,2025
152,2025-10-12 20:00,2025-10-13 04:00,挂单触发,做多,112466.2,112466.2,0.0,2238.31,115730.3,2025-10-13 04:00,2.902,2.902,0.894,保护性平仓,2025-10-13 04:00,0,0.0848,2025
153,2025-10-10 20:00,2025-10-11 00:00,挂单触发,做空,119572.8,119572.8,0.0,1449.31,101516.5,2025-10-11 04:00,15.101,15.101,14.059,固定止盈,2025-10-11 04:00,1,8.9004,2025
154,2025-10-09 20:00,2025-10-10 00:00,挂单触发,做空,121081.5,121607.8,0.435,1312.72,119572.8,2025-10-10 00:00,1.673,1.246,0.6,保护性平仓,2025-10-10 00:00,0,-0.459,2025
155,2025-10-09 00:00,2025-10-09 00:00,信号K触发,做多,123312.9,122255.4,0.858,1304.7,124170.6,2025-10-09 00:00,1.567,0.696,0.494,保护性平仓,2025-10-09 00:00,0,-0.1367,2025
156,2025-10-07 20:00,2025-10-07 20:00,信号K触发,做空,123261.6,124123.3,0.699,1166.95,120516.0,2025-10-08 00:00,2.906,2.227,1.985,KAMA跟踪(跌破KAMA),2025-10-08 16:00,5,0.3577,2025
157,2025-10-05 12:00,2025-10-05 12:00,信号K触发,做多,124374.0,122781.1,1.281,1094.96,125877.3,2025-10-05 12:00,2.522,1.209,1.616,ATR止损,2025-10-05 16:00,1,-1.0,2025
158,2025-10-05 08:00,2025-10-05 08:00,信号K触发,做多,122781.1,122781.1,0.0,1094.96,124374.0,2025-10-05 08:00,1.297,1.297,0.402,保护性平仓,2025-10-05 08:00,0,-0.1282,2025
159,2025-10-04 00:00,2025-10-04 00:00,信号K触发,做多,122399.9,120999.0,1.145,1043.78,123900.0,2025-10-04 00:00,2.398,1.226,1.522,成本线止损,2025-10-04 16:00,4,0.0,2025
160,2025-10-03 20:00,2025-10-03 20:00,信号K触发,做多,120999.0,120999.0,0.0,1043.78,122399.9,2025-10-03 20:00,1.158,1.158,0.293,保护性平仓,2025-10-03 20:00,0,0.1875,2025
161,2025-10-01 16:00,2025-10-01 16:00,信号K触发,做多,114720.0,114720.0,0.0,907.61,120999.0,2025-10-03 00:00,5.473,5.473,4.645,KAMA跟踪(跌破KAMA),2025-10-03 08:00,10,4.5666,2025
162,2025-09-28 20:00,2025-09-29 04:00,挂单触发,做多,109749.9,109749.9,0.0,830.8,114800.0,2025-09-30 08:00,4.601,4.601,3.816,KAMA跟踪(跌破KAMA),2025-09-30 12:00,8,3.6239,2025
163,2025-09-25 16:00,2025-09-25 16:00,信号K触发,做空,111389.0,112356.4,0.868,930.79,111234.8,2025-09-25 16:00,0.998,0.138,0.171,保护性平仓,2025-09-25 16:00,0,0.1177,2025
164,2025-09-20 00:00,2025-09-20 00:00,信号K触发,做空,115408.4,116489.7,0.937,946.93,115057.0,2025-09-20 00:00,1.23,0.304,0.42,保护性平仓,2025-09-20 00:00,0,0.4862,2025
165,2025-09-19 16:00,2025-09-19 20:00,挂单触发,做空,116489.7,116489.7,0.0,946.93,115408.4,2025-09-19 20:00,0.928,0.928,0.116,保护性平仓,2025-09-19 20:00,0,-0.3001,2025
166,2025-09-17 12:00,2025-09-17 12:00,信号K触发,做多,117081.9,115968.0,0.951,802.3,117266.4,2025-09-17 12:00,1.12,0.158,0.425,保护性平仓,2025-09-17 12:00,0,0.4365,2025
167,2025-09-17 00:00,2025-09-17 00:00,信号K触发,做多,115968.0,115968.0,0.0,802.3,116830.0,2025-09-17 00:00,0.743,0.743,0.051,保护性平仓,2025-09-17 00:00,0,-0.0153,2025
168,2025-09-11 08:00,2025-09-12 04:00,挂单触发,做多,114287.9,114287.9,0.0,1007.16,115439.0,2025-09-12 04:00,1.007,1.007,0.125,保护性平仓,2025-09-12 04:00,0,0.131,2025
169,2025-09-10 20:00,2025-09-10 20:00,信号K触发,做多,112900.0,112900.0,0.0,998.69,114287.9,2025-09-10 20:00,1.229,1.229,0.342,保护性平仓,2025-09-10 20:00,0,-0.0975,2025
170,2025-09-09 20:00,2025-09-09 20:00,信号K触发,做空,111050.0,111800.0,0.675,927.41,110714.9,2025-09-09 20:00,0.971,0.302,0.142,保护性平仓,2025-09-09 20:00,0,0.0458,2025
171,2025-09-05 12:00,2025-09-05 12:00,信号K触发,做多,111743.8,111283.7,0.412,1141.44,112949.0,2025-09-05 12:00,1.496,1.079,0.466,保护性平仓,2025-09-05 12:00,0,0.4161,2025
172,2025-09-04 12:00,2025-09-04 20:00,挂单触发,做空,110486.9,110486.9,0.0,1192.9,109269.1,2025-09-04 20:00,1.102,1.102,0.023,保护性平仓,2025-09-04 20:00,0,-0.1291,2025
173,2025-09-02 20:00,2025-09-02 20:00,信号K触发,做多,110700.0,109479.2,1.103,1124.68,111742.1,2025-09-02 20:00,2.067,0.941,1.029,保护性平仓,2025-09-02 20:00,0,0.1654,2025
174,2025-09-01 12:00,2025-09-02 08:00,挂单触发,做多,109196.5,109190.4,0.006,1087.59,110597.9,2025-09-02 08:00,1.289,1.283,0.29,保护性平仓,2025-09-02 08:00,0,0.0074,2025
175,2025-08-29 12:00,2025-08-29 12:00,信号K触发,做空,111238.5,111892.4,0.588,1318.07,109850.0,2025-08-29 12:00,1.825,1.248,0.655,保护性平仓,2025-08-29 12:00,0,0.4593,2025
176,2025-08-24 20:00,2025-08-25 00:00,挂单触发,做空,114510.0,114510.0,0.0,1195.55,108559.7,2025-08-26 08:00,5.196,5.196,4.196,KAMA跟踪(跌破KAMA),2025-08-27 04:00,13,1.7863,2025
177,2025-08-22 20:00,2025-08-22 20:00,信号K触发,做多,113936.0,113936.0,0.0,1086.72,117397.4,2025-08-23 00:00,3.038,3.038,2.065,成本线止损,2025-08-23 20:00,6,0.0,2025
178,2025-08-22 00:00,2025-08-22 00:00,信号K触发,做空,112545.4,113200.0,0.582,1139.25,111944.0,2025-08-22 00:00,1.11,0.534,0.104,保护性平仓,2025-08-22 00:00,0,-0.0808,2025
179,2025-08-19 20:00,2025-08-19 20:00,信号K触发,做空,114303.8,114769.2,0.407,1057.69,113506.0,2025-08-19 20:00,1.101,0.698,0.181,保护性平仓,2025-08-19 20:00,0,-0.0175,2025
180,2025-08-18 08:00,2025-08-18 08:00,信号K触发,做空,117121.6,117121.6,0.0,1082.4,114605.0,2025-08-18 16:00,2.149,2.149,1.236,成本线止损,2025-08-19 00:00,4,-0.0556,2025
181,2025-08-14 20:00,2025-08-14 20:00,信号K触发,做空,120066.1,120066.1,0.0,1179.37,117004.0,2025-08-15 00:00,2.55,2.55,1.584,成本线止损,2025-08-15 12:00,4,-0.0266,2025
182,2025-08-14 00:00,2025-08-14 00:00,信号K触发,做多,122218.3,120270.0,1.594,1127.35,124545.6,2025-08-14 08:00,3.555,1.904,2.593,成本线止损,2025-08-14 16:00,4,0.0,2025
183,2025-08-13 16:00,2025-08-13 20:00,挂单触发,做多,120270.0,120270.0,0.0,1127.35,122218.3,2025-08-13 20:00,1.62,1.62,0.676,ATR止损,2025-08-13 20:00,0,-1.0,2025
184,2025-08-10 08:00,2025-08-10 20:00,挂单触发,做多,117906.7,117906.7,0.0,977.65,119094.0,2025-08-10 20:00,1.007,1.007,0.176,保护性平仓,2025-08-10 20:00,0,-0.1211,2025
185,2025-08-08 00:00,2025-08-08 00:00,信号K触发,做多,116782.6,115674.2,0.949,1070.64,117591.8,2025-08-08 08:00,1.658,0.693,0.725,成本线止损,2025-08-08 16:00,4,0.0,2025
186,2025-08-06 20:00,2025-08-07 16:00,挂单触发,做多,114860.1,114860.1,0.0,1082.69,116782.6,2025-08-07 16:00,1.674,1.674,0.724,保护性平仓,2025-08-07 16:00,0,0.4861,2025
187,2025-08-05 12:00,2025-08-05 20:00,挂单触发,做空,114070.0,114070.0,0.0,1048.15,112582.4,2025-08-05 20:00,1.304,1.304,0.389,保护性平仓,2025-08-05 20:00,0,0.1432,2025
188,2025-08-01 04:00,2025-08-01 04:00,信号K触发,做空,116691.1,116829.8,0.119,1116.63,115373.9,2025-08-01 04:00,1.246,1.129,0.293,保护性平仓,2025-08-01 04:00,0,0.0142,2025
189,2025-07-31 00:00,2025-07-31 00:00,信号K触发,做空,116923.0,116923.0,0.0,1063.44,115700.0,2025-07-31 00:00,1.046,1.046,0.138,保护性平仓,2025-07-31 00:00,0,-0.9456,2025
190,2025-07-25 12:00,2025-07-25 12:00,信号K触发,做空,115300.0,117050.2,1.518,1344.98,114667.3,2025-07-25 12:00,2.036,0.549,0.897,保护性平仓,2025-07-25 12:00,0,0.3096,2025
191,2025-07-25 08:00,2025-07-25 08:00,信号K触发,做空,117050.2,117050.2,0.0,1344.98,115300.0,2025-07-25 08:00,1.495,1.495,0.35,保护性平仓,2025-07-25 08:00,0,0.2384,2025
192,2025-07-20 20:00,2025-07-21 12:00,挂单触发,做多,118301.4,118301.4,0.0,1315.82,119720.6,2025-07-21 12:00,1.2,1.2,0.086,保护性平仓,2025-07-21 12:00,0,-0.2014,2025
193,2025-07-16 16:00,2025-07-17 04:00,挂单触发,做多,118499.8,118499.8,0.0,1422.13,120100.0,2025-07-17 04:00,1.35,1.35,0.148,ATR止损,2025-07-17 04:00,0,-1.0,2025
194,2025-07-15 08:00,2025-07-15 08:00,信号K触发,做空,118862.6,118862.6,0.0,1132.91,116870.0,2025-07-15 08:00,1.676,1.676,0.73,保护性平仓,2025-07-15 08:00,0,0.4594,2025
195,2025-07-14 12:00,2025-07-14 12:00,信号K触发,做多,121800.0,119655.0,1.761,1027.72,123300.0,2025-07-14 12:00,3.046,1.232,2.169,ATR止损,2025-07-14 20:00,2,-1.0,2025
196,2025-07-14 08:00,2025-07-14 08:00,信号K触发,做多,119655.0,119655.0,0.0,1027.72,121800.0,2025-07-14 08:00,1.793,1.793,0.926,保护性平仓,2025-07-14 08:00,0,0.0491,2025
197,2025-07-13 20:00,2025-07-13 20:00,信号K触发,做多,118058.3,117819.8,0.202,1129.75,119655.0,2025-07-13 20:00,1.558,1.352,0.593,保护性平仓,2025-07-13 20:00,0,-0.3,2025
198,2025-07-10 00:00,2025-07-10 00:00,信号K触发,做多,109738.5,109115.4,0.568,790.97,118882.8,2025-07-11 16:00,8.951,8.333,8.167,KAMA跟踪(跌破KAMA),2025-07-12 20:00,17,9.3089,2025
199,2025-07-07 04:00,2025-07-07 04:00,信号K触发,做多,109079.1,108211.0,0.796,738.28,109684.7,2025-07-07 04:00,1.362,0.555,0.675,保护性平仓,2025-07-07 04:00,0,0.2662,2025
200,2025-07-06 20:00,2025-07-06 20:00,信号K触发,做多,108211.0,108194.4,0.015,815.95,109079.1,2025-07-06 20:00,0.818,0.802,0.063,保护性平仓,2025-07-06 20:00,0,-0.1882,2025
201,2025-07-05 00:00,2025-07-05 00:00,信号K触发,做空,107436.0,108966.0,1.424,967.92,107200.0,2025-07-05 00:00,1.621,0.22,0.739,成本线止损,2025-07-05 16:00,4,-0.0028,2025
202,2025-07-02 16:00,2025-07-02 20:00,挂单触发,做多,107144.4,107140.7,0.003,872.39,110484.0,2025-07-03 20:00,3.12,3.117,2.288,KAMA跟踪(跌破KAMA),2025-07-04 20:00,12,0.5058,2025
203,2025-07-01 16:00,2025-07-01 20:00,挂单触发,做空,106557.4,106686.4,0.121,868.32,105578.0,2025-07-01 20:00,1.039,0.919,0.227,保护性平仓,2025-07-01 20:00,0,-0.1039,2025
204,2025-06-29 16:00,2025-06-30 08:00,挂单触发,做多,107538.0,107538.0,0.0,988.66,108783.9,2025-06-30 08:00,1.159,1.159,0.237,保护性平仓,2025-06-30 08:00,0,-0.0606,2025
205,2025-06-22 20:00,2025-06-22 20:00,信号K触发,做空,100789.9,100789.9,0.0,1110.98,98115.4,2025-06-23 04:00,2.654,2.654,1.569,ATR止损,2025-06-23 04:00,2,-1.0,2025
206,2025-06-22 00:00,2025-06-22 04:00,挂单触发,做空,102255.3,102255.3,0.0,1171.39,100789.9,2025-06-22 04:00,1.433,1.433,0.291,保护性平仓,2025-06-22 04:00,0,-0.8502,2025
207,2025-06-21 00:00,2025-06-21 00:00,信号K触发,做空,103805.9,103870.3,0.062,1106.62,102255.3,2025-06-21 00:00,1.555,1.494,0.495,保护性平仓,2025-06-21 00:00,0,-0.452,2025
208,2025-06-20 12:00,2025-06-20 16:00,挂单触发,做多,105184.0,105184.0,0.0,1165.94,106486.2,2025-06-20 16:00,1.238,1.238,0.128,保护性平仓,2025-06-20 16:00,0,-0.3614,2025
209,2025-06-17 16:00,2025-06-17 20:00,挂单触发,做空,106068.0,106446.6,0.357,1032.1,103300.0,2025-06-18 00:00,2.956,2.61,2.006,成本线止损,2025-06-18 12:00,4,0.0,2025
210,2025-06-16 20:00,2025-06-16 20:00,信号K触发,做多,107250.0,105810.6,1.342,1021.33,108900.0,2025-06-17 04:00,2.92,1.538,1.936,成本线止损,2025-06-17 12:00,4,0.0,2025
211,2025-06-16 12:00,2025-06-16 12:00,信号K触发,做多,106099.4,106099.4,0.0,1047.92,107250.0,2025-06-16 12:00,1.084,1.084,0.096,保护性平仓,2025-06-16 12:00,0,-0.1179,2025
212,2025-06-08 20:00,2025-06-09 16:00,挂单触发,做多,105878.3,105878.3,0.0,1023.35,110653.6,2025-06-10 04:00,4.51,4.51,3.51,KAMA跟踪(跌破KAMA),2025-06-12 00:00,14,1.8798,2025
213,2025-05-30 00:00,2025-05-30 04:00,挂单触发,做空,106400.0,106723.9,0.304,1278.1,105054.2,2025-05-30 04:00,1.565,1.265,0.371,保护性平仓,2025-05-30 04:00,0,-0.0736,2025
214,2025-05-26 12:00,2025-05-26 12:00,信号K触发,做多,109856.0,108250.1,1.462,1446.27,110197.9,2025-05-26 12:00,1.799,0.311,0.457,保护性平仓,2025-05-26 12:00,0,0.2444,2025
215,2025-05-26 08:00,2025-05-26 08:00,信号K触发,做多,109285.1,108250.1,0.947,1446.27,109856.0,2025-05-26 08:00,1.484,0.522,0.146,保护性平仓,2025-05-26 08:00,0,-0.0756,2025
216,2025-05-23 16:00,2025-05-23 20:00,挂单触发,做空,110238.5,110238.5,0.0,1604.37,107250.0,2025-05-23 20:00,2.711,2.711,1.274,保护性平仓,2025-05-23 20:00,0,-0.161,2025
217,2025-05-21 00:00,2025-05-21 20:00,挂单触发,做多,106800.0,106800.0,0.0,1315.57,109804.2,2025-05-22 00:00,2.813,2.813,1.562,ATR止损,2025-05-22 00:00,1,-1.0,2025
218,2025-05-19 12:00,2025-05-19 12:00,信号K触发,做空,103217.2,103244.3,0.026,969.42,102038.8,2025-05-19 12:00,1.168,1.142,0.231,保护性平仓,2025-05-19 12:00,0,-0.9203,2025
219,2025-05-18 12:00,2025-05-18 20:00,挂单触发,做多,103658.0,103658.0,0.0,1104.21,106629.8,2025-05-19 04:00,2.867,2.867,1.783,ATR止损,2025-05-19 04:00,2,-1.0,2025
220,2025-05-15 12:00,2025-05-15 20:00,挂单触发,做空,102536.0,102536.0,0.0,1262.54,101270.8,2025-05-15 20:00,1.234,1.234,0.003,ATR止损,2025-05-15 20:00,0,-1.0,2025
221,2025-05-14 00:00,2025-05-14 00:00,信号K触发,做多,103930.1,103080.9,0.817,1332.92,104949.2,2025-05-14 00:00,1.812,0.981,0.513,保护性平仓,2025-05-14 00:00,0,0.2482,2025
222,2025-05-13 00:00,2025-05-13 00:00,信号K触发,做空,102345.0,103502.4,1.131,1162.46,100678.0,2025-05-13 00:00,2.729,1.629,1.624,保护性平仓,2025-05-13 00:00,0,0.4535,2025
223,2025-05-08 12:00,2025-05-08 12:00,信号K触发,做多,99199.9,97446.8,1.767,953.62,105863.1,2025-05-12 12:00,8.637,6.717,7.584,KAMA跟踪(跌破KAMA),2025-05-12 20:00,26,4.8702,2025
224,2025-05-08 08:00,2025-05-08 08:00,信号K触发,做多,97700.0,97700.0,0.0,1013.19,99199.9,2025-05-08 08:00,1.535,1.535,0.493,保护性平仓,2025-05-08 08:00,0,0.3797,2025
225,2025-05-07 04:00,2025-05-07 04:00,信号K触发,做多,95165.1,95165.1,0.0,916.48,97700.0,2025-05-07 08:00,2.664,2.664,1.684,成本线止损,2025-05-08 00:00,5,0.0,2025
226,2025-05-04 08:00,2025-05-05 04:00,挂单触发,做空,95700.0,95804.8,0.11,943.77,93445.1,2025-05-05 08:00,2.463,2.356,1.493,KAMA跟踪(跌破KAMA),2025-05-06 00:00,5,0.0176,2025
227,2025-05-01 20:00,2025-05-01 20:00,信号K触发,做多,96351.8,95163.6,1.233,1065.49,97865.4,2025-05-02 20:00,2.839,1.571,1.7,成本线止损,2025-05-03 12:00,10,0.0,2025
228,2025-05-01 16:00,2025-05-01 16:00,信号K触发,做多,95186.5,95186.5,0.0,999.71,96351.8,2025-05-01 16:00,1.224,1.224,0.172,保护性平仓,2025-05-01 16:00,0,-0.0563,2025
229,2025-04-25 04:00,2025-04-25 20:00,挂单触发,做多,93869.9,93869.9,0.0,1235.04,95769.6,2025-04-25 20:00,2.024,2.024,0.699,保护性平仓,2025-04-25 20:00,0,-0.0851,2025
230,2025-04-21 08:00,2025-04-21 08:00,信号K触发,做多,85283.6,85283.6,0.0,825.46,94904.3,2025-04-23 20:00,11.281,11.281,10.214,KAMA跟踪(跌破KAMA),2025-04-23 20:00,15,7.4061,2025
231,2025-04-10 00:00,2025-04-10 00:00,信号K触发,做多,78500.0,78500.0,0.0,1785.46,83554.9,2025-04-10 04:00,6.439,6.439,4.072,成本线止损,2025-04-10 20:00,5,0.0,2025
232,2025-04-09 00:00,2025-04-09 08:00,挂单触发,做空,77262.6,77262.6,0.0,1760.03,74578.5,2025-04-09 08:00,3.474,3.474,1.224,保护性平仓,2025-04-09 08:00,0,0.2628,2025
233,2025-04-07 00:00,2025-04-07 00:00,信号K触发,做空,82155.4,82561.8,0.495,1290.09,74457.0,2025-04-07 12:00,9.817,9.371,8.385,KAMA跟踪(跌破KAMA),2025-04-07 20:00,5,2.0884,2025
234,2025-04-03 04:00,2025-04-03 04:00,信号K触发,做空,83846.0,83846.0,0.0,1048.29,82300.0,2025-04-03 04:00,1.844,1.844,0.601,保护性平仓,2025-04-03 04:00,0,0.2982,2025
235,2025-04-02 20:00,2025-04-02 20:00,信号K触发,做多,85595.5,85595.5,0.0,1075.62,87288.0,2025-04-02 20:00,1.977,1.977,0.712,保护性平仓,2025-04-02 20:00,0,0.0357,2025
236,2025-04-01 20:00,2025-04-01 20:00,信号K触发,做多,84474.8,83895.8,0.685,1028.56,85475.0,2025-04-01 20:00,1.882,1.184,0.648,保护性平仓,2025-04-01 20:00,0,0.3121,2025
237,2025-03-31 20:00,2025-04-01 16:00,挂单触发,做多,83229.6,83229.6,0.0,939.02,84474.8,2025-04-01 16:00,1.496,1.496,0.364,保护性平仓,2025-04-01 16:00,0,-0.3075,2025
238,2025-03-31 08:00,2025-03-31 08:00,信号K触发,做空,81501.4,82450.9,1.165,998.7,81222.0,2025-03-31 08:00,1.49,0.343,0.283,保护性平仓,2025-03-31 08:00,0,-0.0393,2025
239,2025-03-28 12:00,2025-03-28 20:00,挂单触发,做空,85724.5,85724.5,0.0,1026.08,81601.0,2025-03-30 00:00,4.81,4.81,3.657,KAMA跟踪(跌破KAMA),2025-03-30 08:00,9,1.3053,2025
240,2025-03-26 20:00,2025-03-27 00:00,挂单触发,做空,86839.2,86839.2,0.0,1006.84,85816.3,2025-03-27 00:00,1.178,1.178,0.019,保护性平仓,2025-03-27 00:00,0,-0.6882,2025
241,2025-03-23 16:00,2025-03-24 04:00,挂单触发,做多,84509.0,84509.0,0.0,1091.92,86110.9,2025-03-24 04:00,1.896,1.896,0.596,保护性平仓,2025-03-24 04:00,0,0.406,2025
242,2025-03-19 16:00,2025-03-19 20:00,挂单触发,做多,83422.8,83422.8,0.0,1311.5,84855.0,2025-03-19 20:00,1.717,1.717,0.142,保护性平仓,2025-03-19 20:00,0,-0.0313,2025
243,2025-03-16 16:00,2025-03-17 04:00,挂单触发,做空,83564.5,83564.5,0.0,1601.25,81925.6,2025-03-17 04:00,1.961,1.961,0.046,保护性平仓,2025-03-17 04:00,0,-0.3612,2025
244,2025-03-12 00:00,2025-03-12 00:00,信号K触发,做多,82240.0,80217.6,2.459,2205.58,83600.0,2025-03-12 00:00,4.217,1.654,1.428,保护性平仓,2025-03-12 00:00,0,0.2888,2025
245,2025-03-11 00:00,2025-03-11 00:00,信号K触发,做空,79142.8,79933.4,0.999,2030.27,77410.1,2025-03-11 00:00,3.157,2.189,0.633,保护性平仓,2025-03-11 00:00,0,-0.5585,2025
246,2025-03-10 00:00,2025-03-10 00:00,信号K触发,做空,82619.3,85605.5,3.614,2210.11,82176.9,2025-03-10 00:00,4.005,0.535,1.461,保护性平仓,2025-03-10 00:00,0,0.3577,2025
247,2025-03-09 16:00,2025-03-09 20:00,挂单触发,做空,85605.5,85605.5,0.0,2210.11,82619.3,2025-03-09 20:00,3.488,3.488,0.931,保护性平仓,2025-03-09 20:00,0,0.1651,2025
248,2025-03-07 08:00,2025-03-07 08:00,信号K触发,做空,87790.5,89955.0,2.466,2453.99,84600.0,2025-03-07 08:00,5.953,3.634,3.315,保护性平仓,2025-03-07 08:00,0,0.2211,2025
249,2025-03-05 16:00,2025-03-06 08:00,挂单触发,做多,88931.0,88931.0,0.0,2589.41,91988.0,2025-03-06 08:00,3.437,3.437,0.511,保护性平仓,2025-03-06 08:00,0,0.0165,2025
250,2025-03-04 00:00,2025-03-04 04:00,挂单触发,做空,87236.0,87236.0,0.0,2091.97,85029.0,2025-03-04 04:00,2.53,2.53,0.135,保护性平仓,2025-03-04 04:00,0,-0.5013,2025
251,2025-02-28 08:00,2025-02-28 08:00,信号K触发,做空,82667.0,84000.0,1.612,1749.45,78200.2,2025-02-28 16:00,6.905,5.403,4.924,ATR止损,2025-02-28 20:00,3,-1.0,2025
252,2025-02-27 00:00,2025-02-27 00:00,信号K触发,做空,85377.2,86125.9,0.877,1496.17,82222.0,2025-02-27 04:00,4.533,3.696,2.845,ATR止损,2025-02-27 12:00,3,-1.0,2025
