序号,信号时间,方向,6K极值,入场基准,基准类型,回调偏移%,ATR,ATR%,是否成交,是否确认,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,MFE%,MAE%,是否歧义,年份
978,2024-12-05 04:00,做多,97310.3,97310.3,回退6K极值,,1362.66,1.4,成交,确认,95947.64,118718.57,2024-12-06 00:00,100004.52,5,-0.283,KAMA跟踪止损,是,103084.8,7.52,0.68,否,2024
979,2024-12-06 04:00,做空,97189.3,97189.3,回调基准,0.0,1786.95,1.839,成交,弱突破,,,2024-12-06 04:00,97001.5,0,0.105,弱突破平仓,否,,0.0,0.0,否,2024
980,2024-12-09 04:00,做多,100597.5,100497.5,回调基准,0.099,1601.42,1.593,成交,弱突破,,,2024-12-09 04:00,101200.0,0,0.439,弱突破平仓,否,,0.0,0.0,否,2024
981,2024-12-09 16:00,做空,98374.3,98709.4,回调基准,0.341,1652.01,1.674,成交,弱突破,,,2024-12-09 16:00,98157.4,0,0.334,弱突破平仓,否,,0.0,0.0,否,2024
982,2024-12-09 20:00,做空,98112.0,99409.3,回调基准,1.322,1651.69,1.662,成交,确认,101060.99,87480.18,2024-12-11 12:00,97763.34,10,-0.26,KAMA跟踪止损,是,95687.9,5.4,0.97,否,2024
983,2024-12-11 20:00,做多,98499.9,98320.6,回调基准,0.182,1755.82,1.786,成交,确认,96564.78,119951.13,2024-12-13 00:00,100205.6,7,0.568,KAMA跟踪止损,是,101094.1,4.29,0.98,否,2024
984,2024-12-14 08:00,做多,101869.5,101869.5,回退6K极值,,1580.08,1.551,成交,弱突破,,,2024-12-14 08:00,102040.7,0,0.108,弱突破平仓,否,,0.0,0.0,否,2024
985,2024-12-16 04:00,做多,103498.9,103498.9,回退6K极值,,1324.76,1.28,成交,确认,102174.14,126268.66,2024-12-16 20:00,103566.17,4,-1.999,KAMA跟踪止损,是,106281.2,3.06,-0.23,否,2024
986,2024-12-18 08:00,做空,105252.0,105623.0,回调基准,0.352,1510.31,1.43,成交,确认,107133.31,92948.24,2024-12-19 20:00,102730.41,9,1.949,KAMA跟踪止损,是,102782.1,6.51,0.26,否,2024
987,2024-12-20 00:00,做空,98744.0,98744.0,回调基准,0.0,1720.47,1.742,成交,确认,100464.47,86894.72,2024-12-21 12:00,98425.91,9,-3.134,KAMA跟踪止损,是,92715.1,6.55,-0.75,否,2024
988,2024-12-22 12:00,做空,96375.0,96375.0,回调基准,0.0,1949.53,2.023,成交,弱突破,,,2024-12-22 12:00,96192.1,0,0.094,弱突破平仓,否,,0.0,0.0,否,2024
989,2024-12-22 20:00,做空,95867.3,96375.0,回调基准,0.53,1873.46,1.944,成交,确认,98248.46,84810.0,2024-12-23 12:00,96375.0,4,0.0,KAMA跟踪止损,否,,2.82,-0.12,否,2024
990,2024-12-23 20:00,做空,93655.3,93655.3,回调基准,0.0,1873.08,2.0,成交,弱突破,,,2024-12-23 20:00,93217.6,0,0.234,弱突破平仓,否,,0.0,0.0,否,2024
991,2024-12-24 00:00,做空,93060.3,93655.3,回调基准,0.639,1945.27,2.077,成交,弱突破,,,2024-12-24 00:00,92997.7,0,0.338,弱突破平仓,否,,0.0,0.0,否,2024
992,2024-12-24 20:00,做多,96377.2,96377.2,回调基准,0.0,1842.47,1.912,成交,确认,94534.73,117580.18,2024-12-26 12:00,97939.48,10,0.066,KAMA跟踪止损,是,99379.7,3.71,0.88,否,2024
993,2024-12-26 16:00,做空,97570.0,97570.0,回调基准,0.0,1722.09,1.765,成交,确认,99292.09,85861.6,2024-12-27 16:00,97062.49,6,0.295,KAMA跟踪止损,否,,3.02,0.01,否,2024
994,2024-12-27 20:00,做空,94620.0,95200.1,回调基准,0.613,1685.1,1.77,成交,弱突破,,,2024-12-27 20:00,94539.9,0,0.392,弱突破平仓,否,,0.0,0.0,否,2024
995,2024-12-30 00:00,做空,93925.4,94356.5,回调基准,0.459,1288.67,1.366,成交,确认,95645.17,83033.72,2024-12-31 00:00,94356.5,6,-1.765,KAMA跟踪止损,是,92081.5,3.02,-0.33,否,2024
996,2024-12-31 20:00,做多,95031.6,95031.6,回调基准,0.0,1411.64,1.485,成交,弱突破,,,2024-12-31 20:00,95389.4,0,0.253,弱突破平仓,否,,0.0,0.0,否,2024
997,2025-01-02 12:00,做多,95523.5,95523.5,回退6K极值,,1297.19,1.358,成交,弱突破,,,2025-01-02 12:00,95815.3,0,0.225,弱突破平仓,否,,0.0,0.0,否,2025
998,2025-01-02 16:00,做多,96031.4,96031.4,回退6K极值,,1285.33,1.338,成交,确认,94746.07,117158.31,2025-01-03 16:00,96182.84,6,0.118,KAMA跟踪止损,否,,1.87,-0.13,否,2025
999,2025-01-04 00:00,做多,97822.4,97822.4,回调基准,0.0,1230.39,1.258,成交,确认,96592.01,119343.33,2025-01-04 16:00,97822.4,4,0.0,KAMA跟踪止损,否,,0.9,-0.39,否,2025
1000,2025-01-06 08:00,做多,98852.6,98496.3,回调基准,0.36,972.17,0.987,成交,确认,97524.13,120165.49,2025-01-07 16:00,100763.24,8,0.952,KAMA跟踪止损,是,102104.5,4.33,0.17,否,2025
1001,2025-01-07 20:00,做空,98670.0,98670.0,回调基准,0.0,1109.74,1.125,成交,确认,99779.74,86829.6,2025-01-10 12:00,94258.56,16,5.935,KAMA跟踪止损,是,96433.3,7.72,0.37,否,2025
1002,2025-01-10 16:00,做多,94975.2,94644.8,回调基准,0.348,1534.38,1.621,成交,弱突破,,,2025-01-10 16:00,95030.5,0,0.251,弱突破平仓,否,,0.0,0.0,否,2025
1003,2025-01-11 00:00,做多,95239.9,94644.8,回调基准,0.625,1572.53,1.662,成交,弱突破,,,2025-01-11 00:00,95275.9,0,0.401,弱突破平仓,否,,0.0,0.0,否,2025
1004,2025-01-12 20:00,做多,94988.0,94988.0,回调基准,0.0,1224.85,1.289,成交,弱突破,,,2025-01-12 20:00,95035.6,0,0.039,弱突破平仓,否,,0.0,0.0,否,2025
1005,2025-01-13 12:00,做空,93661.1,93661.1,回调基准,0.0,1241.9,1.326,成交,弱突破,,,2025-01-13 12:00,93557.9,0,0.083,弱突破平仓,否,,0.0,0.0,否,2025
1006,2025-01-17 08:00,做多,100850.0,100850.0,回调基准,0.0,1479.54,1.467,成交,弱突破,,,2025-01-17 08:00,101005.1,0,0.105,弱突破平仓,否,,0.0,0.0,否,2025
1007,2025-01-17 16:00,做多,102133.7,102133.7,回退6K极值,,1488.57,1.457,成交,弱突破,,,2025-01-17 16:00,102181.6,0,0.032,弱突破平仓,否,,0.0,0.0,否,2025
1008,2025-01-17 20:00,做多,102568.8,102568.8,回退6K极值,,1472.58,1.436,成交,确认,101096.22,125133.94,2025-01-18 12:00,102568.8,4,-2.174,KAMA跟踪止损,是,105770.9,3.13,-0.01,否,2025
1009,2025-01-20 00:00,做多,105743.1,105743.1,回退6K极值,,1532.63,1.449,成交,弱突破,,,2025-01-20 00:00,106247.9,0,0.329,弱突破平仓,否,,0.0,0.0,否,2025
1010,2025-01-20 04:00,做空,103458.6,103750.0,回调基准,0.282,1542.99,1.487,成交,确认,105292.99,91300.0,2025-01-20 12:00,105292.99,2,-1.0,前3K止损,否,,4.1,-6.02,否,2025
1011,2025-01-23 08:00,做空,103211.6,103211.6,回退6K极值,,2183.72,2.116,成交,弱突破,,,2025-01-23 08:00,102417.0,0,0.364,弱突破平仓,否,,0.0,0.0,否,2025
1012,2025-01-27 04:00,做空,104358.3,104358.3,回调基准,0.0,1504.0,1.441,成交,确认,105862.3,91835.3,2025-01-27 20:00,101032.69,4,2.422,KAMA跟踪止损,是,101349.2,6.4,1.09,否,2025
1013,2025-01-30 00:00,做多,103089.9,103089.9,回调基准,0.0,1634.0,1.585,成交,弱突破,,,2025-01-30 00:00,103550.5,0,0.282,弱突破平仓,否,,0.0,0.0,否,2025
1014,2025-01-30 08:00,做多,104755.0,104755.0,回退6K极值,,1697.9,1.621,成交,弱突破,,,2025-01-30 08:00,105155.7,0,0.236,弱突破平仓,否,,0.0,0.0,否,2025
1015,2025-02-01 00:00,做空,103880.0,103880.0,回调基准,0.0,1520.51,1.464,成交,确认,105400.51,91414.4,2025-02-03 08:00,91414.4,14,14.242,止盈,是,100603.6,12.27,1.1,否,2025
1016,2025-02-04 00:00,做多,99501.4,99319.0,回调基准,0.183,1988.99,2.003,成交,确认,97330.01,121169.18,2025-02-04 16:00,98405.1,4,-0.459,KAMA跟踪止损,否,,3.16,-1.54,否,2025
1017,2025-02-05 04:00,做空,97792.8,97792.8,回调基准,0.0,2026.59,2.072,成交,弱突破,,,2025-02-05 04:00,97709.9,0,0.041,弱突破平仓,否,,0.0,0.0,否,2025
1018,2025-02-07 00:00,做空,96106.1,96106.1,回调基准,0.0,1826.8,1.901,成交,弱突破,,,2025-02-07 00:00,95946.1,0,0.088,弱突破平仓,否,,0.0,0.0,否,2025
1019,2025-02-09 08:00,做多,96850.0,96850.0,回调基准,0.0,1484.03,1.532,成交,弱突破,,,2025-02-09 08:00,97278.4,0,0.289,弱突破平仓,否,,0.0,0.0,否,2025
1020,2025-02-10 12:00,做多,97301.7,97301.7,回调基准,0.0,1396.57,1.435,成交,弱突破,,,2025-02-10 12:00,97386.3,0,0.061,弱突破平仓,否,,0.0,0.0,否,2025
1021,2025-02-12 00:00,做空,96529.3,96828.4,回调基准,0.31,1215.31,1.255,成交,确认,98043.71,85208.99,2025-02-13 00:00,96828.4,6,0.0,KAMA跟踪止损,否,,2.92,-0.9,否,2025
1022,2025-02-15 00:00,做多,97561.1,97561.1,回退6K极值,,1213.34,1.244,成交,弱突破,,,2025-02-15 00:00,97898.3,0,0.278,弱突破平仓,否,,0.0,0.0,否,2025
1023,2025-02-16 12:00,做空,97255.2,97255.2,回调基准,0.0,1032.57,1.062,成交,弱突破,,,2025-02-16 12:00,97207.4,0,0.046,弱突破平仓,否,,0.0,0.0,否,2025
1024,2025-02-16 20:00,做空,97011.0,97274.5,回调基准,0.272,972.93,1.0,成交,弱突破,,,2025-02-16 20:00,96849.9,0,0.436,弱突破平仓,否,,0.0,0.0,否,2025
1025,2025-02-17 04:00,做空,96572.5,96572.5,回退6K极值,,937.79,0.971,成交,确认,97510.29,84983.8,2025-02-17 20:00,96538.11,4,0.037,KAMA跟踪止损,否,,1.12,-0.44,否,2025
1026,2025-02-18 00:00,做空,95491.7,95491.7,回退6K极值,,929.91,0.974,成交,弱突破,,,2025-02-18 00:00,95490.8,0,0.001,弱突破平仓,否,,0.0,0.0,否,2025
1027,2025-02-19 00:00,做空,95000.0,95150.6,回调基准,0.159,953.99,1.003,成交,确认,96104.59,83732.53,2025-02-19 16:00,95640.5,4,-0.514,KAMA跟踪止损,否,,1.53,-1.36,否,2025
1028,2025-02-20 08:00,做多,96878.7,96878.7,回退6K极值,,1037.39,1.071,成交,弱突破,,,2025-02-20 08:00,97017.4,0,0.134,弱突破平仓,否,,0.0,0.0,否,2025
1029,2025-02-21 00:00,做多,98000.0,98000.0,回退6K极值,,1002.63,1.023,成交,弱突破,,,2025-02-21 00:00,98370.0,0,0.369,弱突破平仓,否,,0.0,0.0,否,2025
1030,2025-02-22 00:00,做空,96838.1,96838.1,回调基准,0.0,1023.08,1.056,成交,确认,97861.18,85217.53,2025-02-22 20:00,96838.1,5,0.0,KAMA跟踪止损,否,,2.07,-0.15,否,2025
1031,2025-02-23 16:00,做空,96102.2,96107.0,回调基准,0.005,907.58,0.944,成交,弱突破,,,2025-02-23 16:00,96064.3,0,0.047,弱突破平仓,否,,0.0,0.0,否,2025
1032,2025-02-23 20:00,做空,96030.0,96030.0,回退6K极值,,883.67,0.92,成交,确认,96913.67,84506.4,2025-02-24 16:00,96030.0,5,0.0,KAMA跟踪止损,否,,1.05,-0.46,否,2025
1033,2025-02-24 20:00,做空,95018.0,95180.2,回调基准,0.171,881.75,0.926,成交,确认,96061.95,83758.58,2025-02-27 00:00,83758.58,13,21.749,止盈,是,91514.5,12.52,-0.0,否,2025
1034,2025-02-28 08:00,做空,82667.0,84000.0,回调基准,1.612,1798.05,2.141,成交,确认,85798.05,73920.0,2025-03-01 00:00,84000.0,4,-2.692,KAMA跟踪止损,是,79159.9,6.9,-1.29,否,2025
1035,2025-03-01 08:00,做多,85084.5,84858.6,回调基准,0.266,2075.68,2.446,成交,弱突破,,,2025-03-01 08:00,85279.3,0,0.203,弱突破平仓,否,,0.0,0.0,否,2025
1036,2025-03-02 20:00,做多,86515.0,86515.0,回退6K极值,,1698.44,1.963,成交,确认,84816.56,105548.3,2025-03-03 16:00,91176.19,5,1.395,KAMA跟踪止损,是,93467.3,9.77,0.83,否,2025
1037,2025-03-04 00:00,做空,87236.0,87236.0,回调基准,0.0,2169.83,2.487,成交,确认,89405.83,76767.68,2025-03-05 00:00,87236.0,6,-1.524,KAMA跟踪止损,是,83929.0,6.92,-1.44,否,2025
1038,2025-03-05 16:00,做多,88931.0,88931.0,回调基准,0.0,2458.94,2.765,成交,弱突破,,,2025-03-05 16:00,89777.6,0,0.344,弱突破平仓,否,,0.0,0.0,否,2025
1039,2025-03-06 08:00,做多,91000.0,91000.0,回退6K极值,,2476.15,2.721,成交,弱突破,,,2025-03-06 08:00,91563.2,0,0.227,弱突破平仓,否,,0.0,0.0,否,2025
1040,2025-03-07 08:00,做空,87790.5,89955.0,回调基准,2.466,2383.86,2.65,成交,确认,92338.86,79160.4,2025-03-10 16:00,83158.57,20,3.993,KAMA跟踪止损,是,85880.0,11.14,-1.28,否,2025
1041,2025-03-11 00:00,做空,79142.8,79933.4,回调基准,0.999,2173.9,2.72,成交,弱突破,,,2025-03-11 00:00,79037.1,0,0.412,弱突破平仓,否,,0.0,0.0,否,2025
1042,2025-03-14 20:00,做多,84030.0,84030.0,回调基准,0.0,1799.73,2.142,成交,弱突破,,,2025-03-14 20:00,84692.2,0,0.368,弱突破平仓,否,,0.0,0.0,否,2025
1043,2025-03-16 16:00,做空,83564.5,83564.5,回调基准,0.0,1340.88,1.605,成交,确认,84905.38,73536.76,2025-03-17 00:00,84905.38,2,-1.0,前3K止损,否,,1.45,-1.88,否,2025
1044,2025-03-18 20:00,做空,82207.7,82384.0,回调基准,0.214,1311.5,1.592,成交,确认,83695.5,72497.92,2025-03-19 12:00,83008.4,4,-0.476,KAMA跟踪止损,否,,1.43,-1.15,否,2025
1045,2025-03-19 16:00,做多,83422.8,83422.8,回调基准,0.0,1241.35,1.488,成交,弱突破,,,2025-03-19 16:00,83848.4,0,0.343,弱突破平仓,否,,0.0,0.0,否,2025
1046,2025-03-21 20:00,做空,83613.6,83613.6,回调基准,0.0,1247.8,1.492,成交,弱突破,,,2025-03-21 20:00,83525.9,0,0.07,弱突破平仓,否,,0.0,0.0,否,2025
1047,2025-03-23 16:00,做多,84509.0,84509.0,回调基准,0.0,931.71,1.102,成交,弱突破,,,2025-03-23 16:00,84651.5,0,0.153,弱突破平仓,否,,0.0,0.0,否,2025
1048,2025-03-26 20:00,做空,86839.2,86839.2,回调基准,0.0,993.49,1.144,成交,弱突破,,,2025-03-26 20:00,86696.9,0,0.143,弱突破平仓,否,,0.0,0.0,否,2025
1049,2025-03-28 12:00,做空,85724.5,85724.5,回调基准,0.0,985.69,1.15,成交,确认,86710.19,75437.56,2025-03-30 08:00,83359.11,11,3.061,KAMA跟踪止损,是,84011.1,4.81,0.17,否,2025
1050,2025-04-01 20:00,做多,84474.8,83895.8,回调基准,0.685,1003.37,1.196,成交,确认,82892.43,102352.88,2025-04-02 12:00,83895.8,4,0.0,KAMA跟踪止损,否,,2.03,-0.06,否,2025
1051,2025-04-02 20:00,做多,85595.5,85595.5,回调基准,0.0,1056.12,1.234,成交,确认,84539.38,104426.51,2025-04-03 04:00,84539.38,2,-1.0,前3K止损,否,,3.39,-3.85,否,2025
1052,2025-04-03 20:00,做空,82137.3,82137.3,回调基准,0.0,1351.03,1.645,成交,弱突破,,,2025-04-03 20:00,82001.8,0,0.1,弱突破平仓,否,,0.0,0.0,否,2025
1053,2025-04-04 12:00,做多,83774.1,83774.1,回调基准,0.0,1341.25,1.601,成交,弱突破,,,2025-04-04 12:00,83968.2,0,0.145,弱突破平仓,否,,0.0,0.0,否,2025
1054,2025-04-09 00:00,做空,77262.6,77262.6,回调基准,0.0,1764.22,2.283,成交,弱突破,,,2025-04-09 00:00,76830.0,0,0.245,弱突破平仓,否,,0.0,0.0,否,2025
1055,2025-04-10 00:00,做多,78500.0,78500.0,回调基准,0.0,1869.45,2.381,成交,确认,76630.55,95770.0,2025-04-10 20:00,79029.42,5,-1.62,KAMA跟踪止损,是,82588.0,6.44,0.08,否,2025
1056,2025-04-12 00:00,做多,83297.9,83297.9,回退6K极值,,1891.49,2.271,成交,弱突破,,,2025-04-12 00:00,83809.5,0,0.27,弱突破平仓,否,,0.0,0.0,否,2025
1057,2025-04-12 20:00,做多,84300.0,84300.0,回调基准,0.0,1722.3,2.043,成交,弱突破,,,2025-04-12 20:00,84974.1,0,0.391,弱突破平仓,否,,0.0,0.0,否,2025
1058,2025-04-20 16:00,做空,84613.5,84613.5,回调基准,0.0,812.18,0.96,成交,确认,85425.68,74459.88,2025-04-21 08:00,85138.9,4,-0.647,KAMA跟踪止损,否,,0.67,-3.56,否,2025
1059,2025-04-21 20:00,做多,87777.0,87777.0,回退6K极值,,872.05,0.993,成交,弱突破,,,2025-04-21 20:00,87997.4,0,0.253,弱突破平仓,否,,0.0,0.0,否,2025
1060,2025-04-25 04:00,做多,93869.9,93869.9,回调基准,0.0,1180.07,1.257,成交,弱突破,,,2025-04-25 04:00,93931.6,0,0.052,弱突破平仓,否,,0.0,0.0,否,2025
1061,2025-04-25 16:00,做多,94409.5,94409.5,回退6K极值,,1177.55,1.247,成交,弱突破,,,2025-04-25 16:00,94602.3,0,0.164,弱突破平仓,否,,0.0,0.0,否,2025
1062,2025-04-25 20:00,做多,94642.6,94642.6,回退6K极值,,1176.11,1.243,成交,弱突破,,,2025-04-25 20:00,94999.8,0,0.304,弱突破平仓,否,,0.0,0.0,否,2025
1063,2025-04-28 12:00,做多,94517.9,94517.9,回退6K极值,,977.64,1.034,成交,弱突破,,,2025-04-28 12:00,94641.6,0,0.127,弱突破平仓,否,,0.0,0.0,否,2025
1064,2025-04-28 16:00,做多,94758.0,94758.0,回退6K极值,,976.66,1.031,成交,确认,93781.34,115604.76,2025-04-28 20:00,93781.34,1,-1.0,前3K止损,否,,0.87,-1.31,否,2025
1065,2025-05-01 16:00,做多,95186.5,95186.5,回调基准,0.0,1014.05,1.065,成交,确认,94172.45,116127.53,2025-05-03 16:00,95925.22,12,-0.128,KAMA跟踪止损,是,96793.9,2.81,0.58,否,2025
1066,2025-05-04 04:00,做空,95804.8,95804.8,回调基准,0.0,909.15,0.949,成交,弱突破,,,2025-05-04 04:00,95803.3,0,0.002,弱突破平仓,否,,0.0,0.0,否,2025
1067,2025-05-04 08:00,做空,95700.0,95804.8,回调基准,0.11,898.68,0.938,成交,弱突破,,,2025-05-04 08:00,95680.0,0,0.139,弱突破平仓,否,,0.0,0.0,否,2025
1068,2025-05-04 16:00,做空,95508.7,95804.8,回调基准,0.31,870.84,0.909,成交,弱突破,,,2025-05-04 16:00,95376.0,0,0.492,弱突破平仓,否,,0.0,0.0,否,2025
1069,2025-05-05 04:00,做空,95172.4,95172.4,回退6K极值,,818.52,0.86,成交,确认,95990.92,83751.71,2025-05-06 00:00,94844.39,5,-0.966,KAMA跟踪止损,是,93726.0,1.81,0.32,否,2025
1070,2025-05-07 04:00,做多,95165.1,95165.1,回调基准,0.0,906.45,0.953,成交,确认,94258.65,116101.42,2025-05-08 00:00,95723.24,5,-0.727,KAMA跟踪止损,是,96940.0,2.66,0.58,否,2025
1071,2025-05-08 08:00,做多,97700.0,97700.0,回调基准,0.0,984.98,1.008,成交,确认,96715.02,119194.0,2025-05-12 20:00,103044.78,27,9.317,KAMA跟踪止损,是,99212.0,8.36,1.0,否,2025
1072,2025-05-15 12:00,做空,102536.0,102536.0,回调基准,0.0,1215.21,1.185,成交,确认,103751.21,90231.68,2025-05-16 00:00,103751.21,3,-1.0,前3K止损,否,,1.23,-1.59,否,2025
1073,2025-05-18 12:00,做多,103658.0,103658.0,回调基准,0.0,983.31,0.949,成交,弱突破,,,2025-05-18 12:00,103893.0,0,0.239,弱突破平仓,否,,0.0,0.0,否,2025
1074,2025-05-18 20:00,做多,104066.1,104066.1,回退6K极值,,936.53,0.9,成交,确认,103129.57,126960.64,2025-05-19 12:00,103569.5,4,-3.561,KAMA跟踪止损,是,106407.6,2.93,-1.95,否,2025
1075,2025-05-21 00:00,做多,106800.0,106800.0,回调基准,0.0,1284.62,1.203,成交,弱突破,,,2025-05-21 00:00,106972.2,0,0.134,弱突破平仓,否,,0.0,0.0,否,2025
1076,2025-05-21 20:00,做多,107950.0,107950.0,回退6K极值,,1300.61,1.205,成交,确认,106649.39,131699.0,2025-05-22 00:00,106649.39,1,-1.0,前3K止损,否,,1.72,-1.73,否,2025
1077,2025-05-22 08:00,做多,110830.0,110830.0,回退6K极值,,1591.92,1.436,成交,确认,109238.08,135212.6,2025-05-23 04:00,110830.0,5,0.0,KAMA跟踪止损,否,,1.02,-0.53,否,2025
1078,2025-05-23 16:00,做空,110238.5,110238.5,回调基准,0.0,1455.69,1.32,成交,确认,111694.19,97009.88,2025-05-24 16:00,109006.91,6,-0.346,KAMA跟踪止损,是,107271.5,3.19,0.24,否,2025
1079,2025-05-28 20:00,做空,108178.1,108178.1,回退6K极值,,1259.96,1.165,成交,确认,109438.06,95196.73,2025-05-29 16:00,108178.1,5,0.0,KAMA跟踪止损,否,,1.34,-0.63,否,2025
1080,2025-05-30 00:00,做空,106400.0,106723.9,回调基准,0.304,1316.83,1.234,成交,确认,108040.73,93917.03,2025-06-02 00:00,105109.97,18,0.837,KAMA跟踪止损,是,104597.6,3.46,0.29,否,2025
1081,2025-06-02 04:00,做多,105285.0,104859.3,回调基准,0.404,1112.04,1.061,成交,确认,103747.26,127928.35,2025-06-02 20:00,104000.1,4,-0.773,KAMA跟踪止损,否,,0.99,-1.2,否,2025
1082,2025-06-03 20:00,做多,106470.8,106470.8,回调基准,0.0,1073.1,1.008,成交,弱突破,,,2025-06-03 20:00,106556.1,0,0.079,弱突破平仓,否,,0.0,0.0,否,2025
1083,2025-06-06 00:00,做空,103825.0,103825.0,回退6K极值,,1022.97,0.985,成交,确认,104847.97,91366.0,2025-06-06 16:00,103516.14,4,-1.709,KAMA跟踪止损,是,101458.6,3.39,-0.12,否,2025
1084,2025-06-07 20:00,做多,105293.0,105283.0,回调基准,0.009,1100.78,1.046,成交,弱突破,,,2025-06-07 20:00,105507.9,0,0.204,弱突破平仓,否,,0.0,0.0,否,2025
1085,2025-06-08 20:00,做多,105878.3,105878.3,回调基准,0.0,945.31,0.893,成交,弱突破,,,2025-06-08 20:00,105917.5,0,0.041,弱突破平仓,否,,0.0,0.0,否,2025
1086,2025-06-09 16:00,做多,106482.6,106482.6,回调基准,0.0,876.67,0.823,成交,确认,105605.93,129908.77,2025-06-12 00:00,108825.32,14,3.026,KAMA跟踪止损,是,108515.1,3.92,0.3,否,2025
1087,2025-06-12 08:00,做空,108001.2,108001.2,回退6K极值,,1047.16,0.97,成交,弱突破,,,2025-06-12 08:00,107820.5,0,0.173,弱突破平仓,否,,0.0,0.0,否,2025
1088,2025-06-12 12:00,做空,107650.0,107650.0,回退6K极值,,1051.41,0.977,成交,弱突破,,,2025-06-12 12:00,107577.0,0,0.069,弱突破平仓,否,,0.0,0.0,否,2025
1089,2025-06-12 16:00,做空,107300.0,107300.0,回退6K极值,,1031.39,0.961,成交,弱突破,,,2025-06-12 16:00,106862.9,0,0.424,弱突破平仓,否,,0.0,0.0,否,2025
1090,2025-06-13 04:00,做空,106539.1,106539.1,回退6K极值,,1075.26,1.009,成交,确认,107614.36,93754.41,2025-06-13 20:00,105664.18,4,-0.516,KAMA跟踪止损,是,104233.9,3.68,0.74,否,2025
1091,2025-06-16 12:00,做多,106099.4,106099.4,回调基准,0.0,1015.24,0.957,成交,确认,105084.16,129441.27,2025-06-17 08:00,106575.99,5,-1.518,KAMA跟踪止损,是,108594.2,2.64,-0.03,否,2025
1092,2025-06-17 16:00,做空,106068.0,106446.6,回调基准,0.357,1153.18,1.083,成交,确认,107599.78,93673.01,2025-06-20 12:00,105385.89,17,-0.109,KAMA跟踪止损,是,104199.2,2.96,0.59,否,2025
1093,2025-06-21 00:00,做空,103805.9,103870.3,回调基准,0.062,1129.59,1.087,成交,确认,104999.89,91405.86,2025-06-21 16:00,103870.3,4,0.0,KAMA跟踪止损,否,,0.93,-0.07,否,2025
1094,2025-06-22 00:00,做空,102255.3,102255.3,回调基准,0.0,1039.46,1.017,成交,弱突破,,,2025-06-22 00:00,102207.5,0,0.046,弱突破平仓,否,,0.0,0.0,否,2025
1095,2025-06-24 00:00,做多,102596.5,102596.5,回退6K极值,,1339.66,1.306,成交,弱突破,,,2025-06-24 00:00,103114.2,0,0.386,弱突破平仓,否,,0.0,0.0,否,2025
1096,2025-06-24 04:00,做多,103273.7,103273.7,回退6K极值,,1458.98,1.413,成交,确认,101814.72,125993.91,2025-06-26 16:00,107256.25,15,3.877,KAMA跟踪止损,是,105582.1,4.82,1.26,否,2025
1097,2025-06-29 16:00,做多,107538.0,107538.0,回调基准,0.0,857.51,0.797,成交,确认,106680.49,131196.36,2025-06-30 12:00,107575.88,5,0.044,KAMA跟踪止损,否,,1.16,-0.31,否,2025
1098,2025-07-01 16:00,做空,106557.4,106686.4,回调基准,0.121,831.79,0.78,成交,弱突破,,,2025-07-01 16:00,106556.8,0,0.156,弱突破平仓,否,,0.0,0.0,否,2025
1099,2025-07-01 20:00,做空,106222.0,106686.4,回调基准,0.437,836.05,0.784,成交,确认,107522.45,93884.03,2025-07-02 12:00,106314.41,4,-0.72,KAMA跟踪止损,是,105340.1,1.57,-0.43,否,2025
1100,2025-07-02 16:00,做多,107144.4,107140.7,回调基准,0.003,898.06,0.838,成交,弱突破,,,2025-07-02 16:00,107439.6,0,0.333,弱突破平仓,否,,0.0,0.0,否,2025
1101,2025-07-02 20:00,做多,107799.9,107140.7,回调基准,0.612,891.85,0.832,成交,确认,106248.85,130711.65,2025-07-04 20:00,108454.38,12,0.164,KAMA跟踪止损,是,109621.9,3.12,0.28,否,2025
1102,2025-07-10 00:00,做多,109738.5,109115.4,回调基准,0.568,782.44,0.717,成交,确认,108332.96,133120.79,2025-07-12 20:00,117269.37,17,18.178,KAMA跟踪止损,是,111199.9,8.95,1.21,否,2025
1103,2025-07-15 08:00,做空,118862.6,118862.6,回调基准,0.0,1273.06,1.071,成交,确认,120135.66,104599.09,2025-07-16 16:00,118862.6,8,-1.638,KAMA跟踪止损,是,116777.1,2.68,-0.37,否,2025
1104,2025-07-20 20:00,做多,118301.4,118301.4,回调基准,0.0,1149.92,0.972,成交,弱突破,,,2025-07-20 20:00,118669.3,0,0.32,弱突破平仓,否,,0.0,0.0,否,2025
1105,2025-07-21 04:00,做空,117245.9,117245.9,回调基准,0.0,1136.91,0.97,成交,弱突破,,,2025-07-21 04:00,117216.0,0,0.026,弱突破平仓,否,,0.0,0.0,否,2025
1106,2025-07-21 12:00,做多,118856.6,118856.6,回调基准,0.0,1221.68,1.028,成交,弱突破,,,2025-07-21 12:00,119352.2,0,0.406,弱突破平仓,否,,0.0,0.0,否,2025
1107,2025-07-25 08:00,做空,117050.2,117050.2,回调基准,0.0,1302.16,1.112,成交,确认,118352.36,103004.18,2025-07-26 04:00,117050.2,5,0.0,KAMA跟踪止损,否,,2.04,-0.48,否,2025
1108,2025-07-26 16:00,做多,117740.6,117740.6,回退6K极值,,1323.56,1.124,成交,弱突破,,,2025-07-26 16:00,117758.0,0,0.013,弱突破平仓,否,,0.0,0.0,否,2025
