序号,信号时间,方向,6K极值,入场基准,基准类型,回调偏移%,ATR,ATR%,是否成交,是否确认,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,MFE%,MAE%,是否歧义,年份
1109,2025-07-27 20:00,做多,118432.1,118432.1,回退6K极值,,1077.33,0.91,成交,弱突破,,,2025-07-27 20:00,118580.8,0,0.138,弱突破平仓,否,,0.0,0.0,否,2025
1110,2025-07-28 00:00,做多,118583.2,118583.2,回退6K极值,,1060.12,0.894,成交,弱突破,,,2025-07-28 00:00,118953.3,0,0.349,弱突破平仓,否,,0.0,0.0,否,2025
1111,2025-07-29 20:00,做空,117388.0,117388.0,回调基准,0.0,1021.2,0.87,成交,弱突破,,,2025-07-29 20:00,117345.7,0,0.041,弱突破平仓,否,,0.0,0.0,否,2025
1112,2025-07-31 00:00,做空,116923.0,116923.0,回调基准,0.0,1059.02,0.906,成交,弱突破,,,2025-07-31 00:00,116865.2,0,0.055,弱突破平仓,否,,0.0,0.0,否,2025
1113,2025-08-01 04:00,做空,116691.1,116829.8,回调基准,0.119,1100.96,0.942,成交,确认,117930.76,102810.22,2025-08-03 08:00,113512.83,13,4.377,KAMA跟踪止损,是,115015.1,4.26,0.71,否,2025
1114,2025-08-04 00:00,做多,114200.0,114200.0,回退6K极值,,1121.27,0.982,成交,弱突破,,,2025-08-04 00:00,114259.0,0,0.053,弱突破平仓,否,,0.0,0.0,否,2025
1115,2025-08-05 12:00,做空,114070.0,114070.0,回调基准,0.0,1021.12,0.895,成交,弱突破,,,2025-08-05 12:00,113924.7,0,0.142,弱突破平仓,否,,0.0,0.0,否,2025
1116,2025-08-05 20:00,做空,113650.0,114070.0,回调基准,0.37,1019.8,0.894,成交,确认,115089.8,100381.6,2025-08-06 12:00,114070.0,4,0.0,KAMA跟踪止损,否,,1.15,-0.28,否,2025
1117,2025-08-06 20:00,做多,114860.1,114860.1,回调基准,0.0,1038.01,0.904,成交,弱突破,,,2025-08-06 20:00,115366.3,0,0.488,弱突破平仓,否,,0.0,0.0,否,2025
1118,2025-08-07 16:00,做多,115674.2,115674.2,回调基准,0.0,1009.95,0.873,成交,确认,114664.25,141122.52,2025-08-08 20:00,116100.45,7,-0.872,KAMA跟踪止损,是,117407.6,1.66,-0.1,否,2025
1119,2025-08-10 08:00,做多,117906.7,117906.7,回调基准,0.0,918.82,0.779,成交,确认,116987.88,143846.17,2025-08-12 00:00,119138.36,10,-1.448,KAMA跟踪止损,是,121700.1,3.85,-0.48,否,2025
1120,2025-08-13 16:00,做多,120270.0,120270.0,回调基准,0.0,1119.04,0.93,成交,弱突破,,,2025-08-13 16:00,120538.5,0,0.24,弱突破平仓,否,,0.0,0.0,否,2025
1121,2025-08-13 20:00,做多,120710.4,120270.0,回调基准,0.365,1128.17,0.938,成交,确认,119141.83,146729.4,2025-08-14 12:00,121344.97,4,-0.266,KAMA跟踪止损,是,122719.9,3.56,0.52,否,2025
1122,2025-08-14 20:00,做空,120066.1,120066.1,回调基准,0.0,1281.44,1.067,成交,确认,121347.54,105658.17,2025-08-17 16:00,118183.84,17,1.239,KAMA跟踪止损,是,117889.5,2.77,0.73,否,2025
1123,2025-08-18 08:00,做空,117121.6,117121.6,回调基准,0.0,989.22,0.845,成交,确认,118110.82,103067.01,2025-08-19 04:00,116878.79,5,-1.499,KAMA跟踪止损,是,115153.2,2.15,0.16,否,2025
1124,2025-08-19 20:00,做空,114303.8,114769.2,回调基准,0.407,1086.44,0.947,成交,确认,115855.64,100996.9,2025-08-21 08:00,114757.08,9,-1.534,KAMA跟踪止损,是,113078.3,2.15,-0.01,否,2025
1125,2025-08-22 20:00,做多,113936.0,113936.0,回调基准,0.0,1061.66,0.932,成交,确认,112874.34,139001.92,2025-08-23 20:00,114744.7,6,-1.01,KAMA跟踪止损,是,116625.5,3.04,0.5,否,2025
1126,2025-08-24 20:00,做空,114510.0,114510.0,回调基准,0.0,1041.94,0.91,成交,弱突破,,,2025-08-24 20:00,114372.6,0,0.132,弱突破平仓,否,,0.0,0.0,否,2025
1127,2025-08-25 00:00,做空,114324.9,114648.7,回调基准,0.283,1015.85,0.886,成交,确认,115664.55,100890.86,2025-08-27 04:00,111178.87,13,5.078,KAMA跟踪止损,是,112867.7,5.31,0.87,否,2025
1128,2025-08-28 12:00,做多,112568.5,112568.5,回调基准,0.0,1312.4,1.166,成交,弱突破,,,2025-08-28 12:00,113079.2,0,0.389,弱突破平仓,否,,0.0,0.0,否,2025
1129,2025-09-01 08:00,做空,108021.0,108021.0,回退6K极值,,1041.79,0.964,成交,弱突破,,,2025-09-01 08:00,107619.1,0,0.386,弱突破平仓,否,,0.0,0.0,否,2025
1130,2025-09-01 12:00,做多,109196.5,109190.4,回调基准,0.006,1044.33,0.956,成交,弱突破,,,2025-09-01 12:00,109390.3,0,0.191,弱突破平仓,否,,0.0,0.0,否,2025
1131,2025-09-02 08:00,做多,109874.8,109874.8,回调基准,0.0,1160.6,1.056,成交,弱突破,,,2025-09-02 08:00,110286.0,0,0.354,弱突破平仓,否,,0.0,0.0,否,2025
1132,2025-09-02 20:00,做多,110700.0,109479.2,回调基准,1.103,1164.92,1.064,成交,确认,108314.28,133564.62,2025-09-04 12:00,110967.94,10,0.914,KAMA跟踪止损,是,111391.6,2.8,0.58,否,2025
1133,2025-09-04 20:00,做空,110237.2,110966.8,回调基准,0.662,1121.62,1.011,成交,确认,112088.42,97650.78,2025-09-05 12:00,111267.0,4,-0.268,KAMA跟踪止损,否,,1.49,-1.79,否,2025
1134,2025-09-07 00:00,做空,110153.3,110153.3,回调基准,0.0,1157.22,1.051,成交,弱突破,,,2025-09-07 00:00,109986.7,0,0.144,弱突破平仓,否,,0.0,0.0,否,2025
1135,2025-09-07 16:00,做多,110956.5,110956.5,回调基准,0.0,1026.28,0.925,成交,弱突破,,,2025-09-07 16:00,111249.5,0,0.285,弱突破平仓,否,,0.0,0.0,否,2025
1136,2025-09-08 16:00,做多,111580.7,111580.7,回退6K极值,,918.82,0.823,成交,弱突破,,,2025-09-08 16:00,112022.0,0,0.48,弱突破平仓,否,,0.0,0.0,否,2025
1137,2025-09-08 20:00,做多,112144.0,112144.0,回退6K极值,,920.03,0.82,成交,弱突破,,,2025-09-08 20:00,112573.6,0,0.467,弱突破平仓,否,,0.0,0.0,否,2025
1138,2025-09-09 12:00,做多,112867.6,112867.6,回调基准,0.0,906.51,0.803,成交,弱突破,,,2025-09-09 12:00,112950.1,0,0.091,弱突破平仓,否,,0.0,0.0,否,2025
1139,2025-09-09 20:00,做空,111050.0,111800.0,回调基准,0.675,936.25,0.837,成交,确认,112736.25,98384.0,2025-09-10 12:00,111800.0,4,0.0,KAMA跟踪止损,否,,0.95,-0.68,否,2025
1140,2025-09-10 20:00,做多,112900.0,112900.0,回调基准,0.0,953.77,0.845,成交,确认,111946.23,137738.0,2025-09-14 20:00,115194.85,24,3.287,KAMA跟踪止损,是,114354.4,3.28,0.19,否,2025
1141,2025-09-17 00:00,做多,115968.0,115968.0,回调基准,0.0,825.7,0.712,成交,确认,115142.3,141480.96,2025-09-17 20:00,115968.0,5,0.0,KAMA跟踪止损,否,,1.12,-0.54,否,2025
1142,2025-09-18 08:00,做多,117266.4,117266.4,回调基准,0.0,940.49,0.802,成交,弱突破,,,2025-09-18 08:00,117531.2,0,0.282,弱突破平仓,否,,0.0,0.0,否,2025
1143,2025-09-19 16:00,做空,116489.7,116489.7,回调基准,0.0,907.56,0.779,成交,弱突破,,,2025-09-19 16:00,116343.1,0,0.162,弱突破平仓,否,,0.0,0.0,否,2025
1144,2025-09-22 08:00,做空,115137.6,115137.6,回退6K极值,,658.19,0.572,成交,确认,115795.79,101321.09,2025-09-23 12:00,112905.65,7,2.705,KAMA跟踪止损,是,112454.4,3.24,0.46,否,2025
1145,2025-09-24 20:00,做多,113254.8,113254.8,回调基准,0.0,930.79,0.822,成交,弱突破,,,2025-09-24 20:00,113299.9,0,0.048,弱突破平仓,否,,0.0,0.0,否,2025
1146,2025-09-28 20:00,做多,109749.9,109749.9,回调基准,0.0,781.7,0.712,成交,弱突破,,,2025-09-28 20:00,109990.0,0,0.307,弱突破平仓,否,,0.0,0.0,否,2025
1147,2025-10-01 16:00,做多,114720.0,114720.0,回调基准,0.0,877.79,0.765,成交,确认,113842.21,139958.4,2025-10-03 08:00,119772.27,10,8.497,KAMA跟踪止损,是,117366.4,5.47,1.39,否,2025
1148,2025-10-03 20:00,做多,120999.0,120999.0,回调基准,0.0,1018.08,0.841,成交,确认,119980.92,147618.78,2025-10-06 00:00,122431.36,13,1.232,KAMA跟踪止损,是,122609.3,4.03,0.35,否,2025
1149,2025-10-06 20:00,做多,124500.0,124500.0,回退6K极值,,1162.49,0.934,成交,弱突破,,,2025-10-06 20:00,124946.2,0,0.384,弱突破平仓,否,,0.0,0.0,否,2025
1150,2025-10-07 20:00,做空,123261.6,124123.3,回调基准,0.699,1165.96,0.939,成交,确认,125289.26,109228.5,2025-10-08 16:00,122538.95,5,0.548,KAMA跟踪止损,是,121593.6,2.91,0.78,否,2025
1151,2025-10-09 00:00,做多,123312.9,122255.4,回调基准,0.858,1312.72,1.074,成交,确认,120942.68,149151.59,2025-10-09 16:00,121847.8,4,-0.31,KAMA跟踪止损,否,,1.16,-0.96,否,2025
1152,2025-10-09 20:00,做空,121081.5,121607.8,回调基准,0.435,1337.67,1.1,成交,弱突破,,,2025-10-09 20:00,121079.4,0,0.395,弱突破平仓,否,,0.0,0.0,否,2025
1153,2025-10-10 20:00,做空,119572.8,119572.8,回调基准,0.0,1350.19,1.129,成交,弱突破,,,2025-10-10 20:00,118965.3,0,0.45,弱突破平仓,否,,0.0,0.0,否,2025
1154,2025-10-12 20:00,做多,112466.2,112466.2,回调基准,0.0,2075.81,1.846,成交,弱突破,,,2025-10-12 20:00,113119.0,0,0.314,弱突破平仓,否,,0.0,0.0,否,2025
1155,2025-10-14 12:00,做空,113210.6,113600.5,回调基准,0.344,1895.49,1.669,成交,确认,115495.99,99968.44,2025-10-19 16:00,108144.0,31,4.227,KAMA跟踪止损,是,110699.0,8.92,0.02,否,2025
1156,2025-10-19 20:00,做多,108214.8,108214.8,回退6K极值,,1553.43,1.436,成交,弱突破,,,2025-10-19 20:00,108429.5,0,0.138,弱突破平仓,否,,0.0,0.0,否,2025
1157,2025-10-20 00:00,做多,108575.6,108575.6,回退6K极值,,1538.93,1.417,成交,弱突破,,,2025-10-20 00:00,108850.0,0,0.178,弱突破平仓,否,,0.0,0.0,否,2025
1158,2025-10-20 08:00,做多,109399.9,109399.9,回退6K极值,,1495.75,1.367,成交,弱突破,,,2025-10-20 08:00,110100.4,0,0.468,弱突破平仓,否,,0.0,0.0,否,2025
1159,2025-10-20 12:00,做多,110404.3,110404.3,回退6K极值,,1572.32,1.424,成交,弱突破,,,2025-10-20 12:00,111126.2,0,0.459,弱突破平仓,否,,0.0,0.0,否,2025
1160,2025-10-23 12:00,做多,109160.0,109160.0,回调基准,0.0,1708.84,1.565,成交,弱突破,,,2025-10-23 12:00,109228.6,0,0.04,弱突破平仓,否,,0.0,0.0,否,2025
1161,2025-10-26 16:00,做多,111903.9,111903.9,回调基准,0.0,1199.67,1.072,成交,确认,110704.23,136522.76,2025-10-28 04:00,114561.54,9,2.268,KAMA跟踪止损,是,114497.8,4.0,0.8,否,2025
1162,2025-10-29 04:00,做空,113422.0,113422.0,回调基准,0.0,1233.7,1.088,成交,弱突破,,,2025-10-29 04:00,112833.5,0,0.477,弱突破平仓,否,,0.0,0.0,否,2025
1163,2025-10-29 20:00,做空,112036.1,112036.1,回调基准,0.0,1207.66,1.078,成交,弱突破,,,2025-10-29 20:00,111460.6,0,0.477,弱突破平仓,否,,0.0,0.0,否,2025
1164,2025-11-02 12:00,做多,110557.0,110557.0,回调基准,0.0,1251.92,1.132,成交,弱突破,,,2025-11-02 12:00,110844.1,0,0.229,弱突破平仓,否,,0.0,0.0,否,2025
1165,2025-11-02 16:00,做多,110988.0,110988.0,回退6K极值,,1240.02,1.117,成交,弱突破,,,2025-11-02 16:00,111145.4,0,0.127,弱突破平仓,否,,0.0,0.0,否,2025
1166,2025-11-03 08:00,做空,109368.9,109836.7,回调基准,0.428,1197.98,1.091,成交,确认,111034.68,96656.3,2025-11-06 00:00,104052.94,16,7.639,KAMA跟踪止损,是,107420.5,9.97,1.42,否,2025
1167,2025-11-07 00:00,做空,101570.5,101570.5,回退6K极值,,1599.34,1.575,成交,弱突破,,,2025-11-07 00:00,101335.9,0,0.147,弱突破平仓,否,,0.0,0.0,否,2025
1168,2025-11-08 00:00,做多,102480.4,102367.9,回调基准,0.11,1624.32,1.587,成交,确认,100743.58,124888.84,2025-11-08 16:00,102302.8,4,-0.04,KAMA跟踪止损,否,,1.66,-0.7,否,2025
1169,2025-11-09 20:00,做多,102443.9,102443.9,回调基准,0.0,1336.66,1.305,成交,确认,101107.24,124981.56,2025-11-10 20:00,104765.58,6,1.738,KAMA跟踪止损,是,104764.1,4.12,0.83,否,2025
1170,2025-11-11 20:00,做空,104615.7,104615.7,回调基准,0.0,1401.35,1.34,成交,确认,106017.05,92061.82,2025-11-12 16:00,104592.08,5,0.017,KAMA跟踪止损,否,,2.12,-0.52,否,2025
1171,2025-11-12 20:00,做空,102400.0,102400.0,回调基准,0.0,1362.09,1.33,成交,弱突破,,,2025-11-12 20:00,102124.9,0,0.202,弱突破平仓,否,,0.0,0.0,否,2025
1172,2025-11-14 00:00,做空,100711.0,100711.0,回调基准,0.0,1530.54,1.52,成交,确认,102241.54,88625.68,2025-11-20 00:00,88625.68,36,13.433,止盈,是,97099.9,12.03,0.22,否,2025
1173,2025-11-21 00:00,做空,88564.4,88564.4,回调基准,0.0,1690.58,1.909,成交,确认,90254.98,77936.67,2025-11-23 08:00,85728.7,14,1.709,KAMA跟踪止损,是,85782.5,8.99,0.4,否,2025
1174,2025-11-23 20:00,做多,86826.8,86826.8,回退6K极值,,1822.12,2.099,成交,弱突破,,,2025-11-23 20:00,87042.8,0,0.119,弱突破平仓,否,,0.0,0.0,否,2025
1175,2025-11-24 00:00,做多,87222.0,87222.0,回退6K极值,,1781.02,2.042,成交,弱突破,,,2025-11-24 00:00,87276.7,0,0.031,弱突破平仓,否,,0.0,0.0,否,2025
1176,2025-11-25 00:00,做多,88100.0,88100.0,回调基准,0.0,1704.82,1.935,成交,弱突破,,,2025-11-25 00:00,88277.0,0,0.104,弱突破平仓,否,,0.0,0.0,否,2025
1177,2025-11-27 00:00,做多,88200.0,88200.0,回调基准,0.0,1537.4,1.743,成交,确认,86662.6,107604.0,2025-11-29 00:00,90733.68,12,1.443,KAMA跟踪止损,是,91049.3,5.53,1.43,否,2025
1178,2025-12-01 04:00,做空,90363.0,90363.0,回调基准,0.0,1071.12,1.185,成交,弱突破,,,2025-12-01 04:00,90320.6,0,0.04,弱突破平仓,否,,0.0,0.0,否,2025
1179,2025-12-02 20:00,做多,87640.0,87640.0,回退6K极值,,1282.08,1.463,成交,确认,86357.92,106920.8,2025-12-04 20:00,92670.12,12,4.563,KAMA跟踪止损,是,91849.9,7.47,2.87,否,2025
1180,2025-12-05 20:00,做空,90822.5,90822.5,回调基准,0.0,1371.68,1.51,成交,弱突破,,,2025-12-05 20:00,90414.0,0,0.298,弱突破平仓,否,,0.0,0.0,否,2025
1181,2025-12-08 00:00,做多,89940.3,89940.3,回调基准,0.0,1158.73,1.288,成交,确认,88781.57,109727.17,2025-12-08 20:00,90160.34,5,-1.332,KAMA跟踪止损,是,91923.5,2.58,-1.17,否,2025
1182,2025-12-09 20:00,做多,92106.4,92106.4,回调基准,0.0,1265.64,1.374,成交,弱突破,,,2025-12-09 20:00,92676.9,0,0.451,弱突破平仓,否,,0.0,0.0,否,2025
1183,2025-12-14 16:00,做空,89711.9,89711.9,回调基准,0.0,1055.99,1.177,成交,弱突破,,,2025-12-14 16:00,89308.2,0,0.382,弱突破平仓,否,,0.0,0.0,否,2025
1184,2025-12-18 00:00,做空,86158.4,87015.8,回调基准,0.995,1307.83,1.503,成交,确认,88323.63,76573.9,2025-12-18 16:00,87015.8,4,0.0,KAMA跟踪止损,否,,1.59,-0.46,否,2025
1185,2025-12-19 00:00,做空,85261.3,85261.3,回调基准,0.0,1312.99,1.54,成交,确认,86574.29,75029.94,2025-12-19 08:00,86574.29,2,-1.0,前3K止损,否,,1.0,-2.68,否,2025
1186,2025-12-21 16:00,做多,88434.9,88434.9,回调基准,0.0,1118.97,1.265,成交,弱突破,,,2025-12-21 16:00,88570.6,0,0.121,弱突破平仓,否,,0.0,0.0,否,2025
1187,2025-12-25 20:00,做多,88033.3,88033.3,回调基准,0.0,964.23,1.095,成交,弱突破,,,2025-12-25 20:00,88338.9,0,0.317,弱突破平仓,否,,0.0,0.0,否,2025
1188,2025-12-26 04:00,做空,87219.0,87219.0,回调基准,0.0,953.99,1.094,成交,弱突破,,,2025-12-26 04:00,87182.8,0,0.038,弱突破平仓,否,,0.0,0.0,否,2025
1189,2025-12-26 08:00,做多,88594.0,87933.5,回调基准,0.746,968.14,1.101,成交,确认,86965.36,107278.87,2025-12-26 20:00,86965.36,3,-1.0,前3K止损,否,,1.85,-1.49,否,2025
1190,2025-12-28 04:00,做多,87750.0,87750.0,回调基准,0.0,877.17,1.0,成交,弱突破,,,2025-12-28 04:00,87829.4,0,0.091,弱突破平仓,否,,0.0,0.0,否,2025
1191,2025-12-29 08:00,做多,88078.3,88078.3,回调基准,0.0,730.13,0.829,成交,确认,87348.17,107455.53,2025-12-29 20:00,87348.17,3,-4.061,前3K止损,是,89583.0,2.61,-1.5,否,2025
1192,2025-12-30 20:00,做多,88190.6,88150.0,回调基准,0.046,846.62,0.96,成交,确认,87303.38,107543.0,2025-12-31 12:00,88411.6,4,0.309,KAMA跟踪止损,否,,1.37,-0.36,否,2025
1193,2026-01-01 00:00,做空,87729.2,87833.2,回调基准,0.119,871.23,0.992,成交,弱突破,,,2026-01-01 00:00,87515.0,0,0.365,弱突破平仓,否,,0.0,0.0,否,2025
1194,2026-01-02 00:00,做多,88079.3,88065.0,回调基准,0.016,762.76,0.866,成交,弱突破,,,2026-01-02 00:00,88354.8,0,0.38,弱突破平仓,否,,0.0,0.0,否,2026
1195,2026-01-04 04:00,做多,90456.0,90456.0,回调基准,0.0,800.25,0.885,成交,弱突破,,,2026-01-04 04:00,90595.8,0,0.175,弱突破平仓,否,,0.0,0.0,否,2026
1196,2026-01-08 12:00,做空,90555.1,90555.1,回退6K极值,,1016.58,1.123,成交,弱突破,,,2026-01-08 12:00,90509.9,0,0.044,弱突破平仓,否,,0.0,0.0,否,2026
1197,2026-01-11 20:00,做多,90818.0,90758.7,回调基准,0.065,786.51,0.867,成交,弱突破,,,2026-01-11 20:00,90834.1,0,0.096,弱突破平仓,否,,0.0,0.0,否,2026
1198,2026-01-12 08:00,做多,91252.5,91252.5,回退6K极值,,768.37,0.842,成交,确认,90484.13,111328.05,2026-01-12 16:00,90484.13,2,-1.0,前3K止损,否,,1.09,-1.02,否,2026
1199,2026-01-13 20:00,做多,92676.6,92299.0,回调基准,0.407,897.07,0.972,成交,确认,91401.93,112604.78,2026-01-15 20:00,95879.35,12,5.886,KAMA跟踪止损,是,94179.5,6.1,0.77,否,2026
1200,2026-01-16 20:00,做空,95080.0,95080.0,回调基准,0.0,1072.79,1.128,成交,确认,96152.79,83670.4,2026-01-17 12:00,95324.1,4,-0.228,KAMA跟踪止损,否,,0.66,-0.49,否,2026
1201,2026-01-19 04:00,做空,94819.5,94819.5,回调基准,0.0,770.59,0.813,成交,确认,95590.09,83441.16,2026-01-21 20:00,89741.66,16,10.372,KAMA跟踪止损,是,92656.6,7.42,1.27,否,2026
1202,2026-01-28 04:00,做多,88983.3,88983.3,回调基准,0.0,979.42,1.101,成交,弱突破,,,2026-01-28 04:00,89197.8,0,0.219,弱突破平仓,否,,0.0,0.0,否,2026
1203,2026-01-28 16:00,做多,89499.0,89499.0,回调基准,0.0,946.02,1.057,成交,确认,88552.98,109188.78,2026-01-29 08:00,89261.7,4,-0.251,KAMA跟踪止损,否,,1.22,-2.07,否,2026
1204,2026-01-29 20:00,做空,87650.1,87650.1,回调基准,0.0,1018.59,1.162,成交,确认,88668.69,77132.09,2026-01-31 00:00,83974.14,7,3.614,KAMA跟踪止损,是,83979.4,7.59,2.34,否,2026
1205,2026-01-31 20:00,做空,81832.0,81832.0,回调基准,0.0,1285.88,1.571,成交,弱突破,,,2026-01-31 20:00,81268.6,0,0.438,弱突破平仓,否,,0.0,0.0,否,2026
1206,2026-02-01 00:00,做空,80754.3,81832.0,回调基准,1.335,1339.64,1.637,成交,确认,83171.64,72012.16,2026-02-02 20:00,77985.09,11,3.41,KAMA跟踪止损,是,78706.8,8.89,2.98,否,2026
1207,2026-02-04 00:00,做空,77000.5,77566.5,回调基准,0.735,1582.76,2.041,成交,确认,79149.26,68258.52,2026-02-05 20:00,68258.52,11,9.576,止盈,是,74107.0,14.05,0.79,否,2026
1208,2026-02-06 00:00,做空,66666.0,66666.0,回退6K极值,,1918.14,2.877,成交,确认,68584.14,58666.08,2026-02-06 16:00,65340.71,4,-0.598,KAMA跟踪止损,是,62868.1,10.3,-0.18,否,2026
1209,2026-02-07 00:00,做多,69157.9,68667.4,回调基准,0.709,2344.64,3.414,成交,确认,66322.76,83774.23,2026-02-07 16:00,68050.5,4,-0.263,KAMA跟踪止损,否,,4.44,-2.06,否,2026
1210,2026-02-08 16:00,做多,70000.0,70000.0,回调基准,0.0,2088.04,2.983,成交,弱突破,,,2026-02-08 16:00,70954.0,0,0.457,弱突破平仓,否,,0.0,0.0,否,2026
1211,2026-02-09 16:00,做空,69467.9,69467.9,回调基准,0.0,1920.1,2.764,成交,弱突破,,,2026-02-09 16:00,68899.9,0,0.296,弱突破平仓,否,,0.0,0.0,否,2026
1212,2026-02-11 12:00,做空,67883.0,67883.0,回调基准,0.0,1695.19,2.497,成交,确认,69578.19,59737.04,2026-02-12 04:00,67651.73,4,0.136,KAMA跟踪止损,否,,3.19,-1.38,否,2026
1213,2026-02-13 00:00,做空,65834.5,65834.5,回调基准,0.0,1635.49,2.484,成交,弱突破,,,2026-02-13 00:00,65760.7,0,0.045,弱突破平仓,否,,0.0,0.0,否,2026
1214,2026-02-13 20:00,做多,68385.0,68385.0,回调基准,0.0,1534.76,2.244,成交,弱突破,,,2026-02-13 20:00,68652.0,0,0.174,弱突破平仓,否,,0.0,0.0,否,2026
1215,2026-02-14 16:00,做多,69473.7,69473.7,回调基准,0.0,1398.11,2.012,成交,确认,68075.59,84757.91,2026-02-15 08:00,69473.7,4,0.0,KAMA跟踪止损,否,,1.48,-0.45,否,2026
1216,2026-02-15 12:00,做多,70557.7,70557.7,回调基准,0.0,1292.2,1.831,成交,弱突破,,,2026-02-15 12:00,70784.0,0,0.175,弱突破平仓,否,,0.0,0.0,否,2026
1217,2026-02-15 20:00,做空,69163.7,69163.7,回调基准,0.0,1254.03,1.813,成交,弱突破,,,2026-02-15 20:00,69068.1,0,0.076,弱突破平仓,否,,0.0,0.0,否,2026
1218,2026-02-19 00:00,做空,66666.2,66824.5,回调基准,0.237,1181.61,1.768,成交,确认,68006.11,58805.56,2026-02-19 16:00,67180.4,4,-0.301,KAMA跟踪止损,否,,1.24,-0.71,否,2026
1219,2026-02-20 08:00,做多,67299.4,67299.4,回调基准,0.0,1092.61,1.624,成交,弱突破,,,2026-02-20 08:00,67327.2,0,0.025,弱突破平仓,否,,0.0,0.0,否,2026
1220,2026-02-20 12:00,做多,67490.0,67299.4,回调基准,0.282,1066.86,1.585,成交,弱突破,,,2026-02-20 12:00,67794.7,0,0.464,弱突破平仓,否,,0.0,0.0,否,2026
1221,2026-02-21 20:00,做多,68280.0,68220.0,回调基准,0.088,987.1,1.447,成交,弱突破,,,2026-02-21 20:00,68571.5,0,0.356,弱突破平仓,否,,0.0,0.0,否,2026
1222,2026-02-22 20:00,做空,67763.7,67763.7,回调基准,0.0,863.73,1.275,成交,弱突破,,,2026-02-22 20:00,67659.9,0,0.12,弱突破平仓,否,,0.0,0.0,否,2026
1223,2026-02-25 20:00,做多,66283.1,66283.1,回调基准,0.0,1079.67,1.629,成交,确认,65203.43,80865.38,2026-02-26 20:00,66980.87,6,-1.229,KAMA跟踪止损,是,69005.2,5.61,0.68,否,2026
1224,2026-02-27 16:00,做空,66462.0,66462.0,回调基准,0.0,1173.66,1.766,成交,弱突破,,,2026-02-27 16:00,66094.1,0,0.313,弱突破平仓,否,,0.0,0.0,否,2026
1225,2026-03-01 00:00,做多,66095.2,66095.2,回调基准,0.0,1226.08,1.855,成交,弱突破,,,2026-03-01 00:00,66318.1,0,0.182,弱突破平仓,否,,0.0,0.0,否,2026
1226,2026-03-02 20:00,做多,67333.0,67333.0,回调基准,0.0,1326.52,1.97,成交,确认,66006.48,82146.26,2026-03-03 16:00,67333.0,5,0.0,KAMA跟踪止损,否,,4.11,-1.58,否,2026
1227,2026-03-04 12:00,做多,68972.9,68561.9,回调基准,0.596,1448.26,2.112,成交,确认,67113.64,83645.52,2026-03-06 08:00,70484.54,11,0.915,KAMA跟踪止损,是,71082.4,8.0,0.79,否,2026
1228,2026-03-06 20:00,做空,70100.0,70100.0,回退6K极值,,1448.86,2.067,成交,确认,71548.86,61688.0,2026-03-08 12:00,67383.78,10,2.169,KAMA跟踪止损,是,67809.4,5.12,1.91,否,2026
1229,2026-03-09 04:00,做空,66508.0,66508.0,回调基准,0.0,1135.97,1.708,成交,确认,67643.97,58527.04,2026-03-09 08:00,67643.97,1,-1.0,前3K止损,否,,1.11,-1.71,否,2026
1230,2026-03-11 16:00,做空,69184.8,69184.8,回调基准,0.0,1271.18,1.837,成交,弱突破,,,2026-03-11 16:00,69144.0,0,0.032,弱突破平仓,否,,0.0,0.0,否,2026
1231,2026-03-13 08:00,做多,70756.5,70756.5,回调基准,0.0,1183.98,1.673,成交,确认,69572.52,86322.93,2026-03-14 04:00,70756.5,5,0.0,KAMA跟踪止损,否,,4.4,-0.35,否,2026
1232,2026-03-15 08:00,做多,71272.3,71272.3,回调基准,0.0,1044.24,1.465,成交,弱突破,,,2026-03-15 08:00,71314.8,0,0.041,弱突破平仓,否,,0.0,0.0,否,2026
