序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,是否降档,实际档位,底仓加权R,加仓加权R,加权R值,出场原因,年份
237,2023-12-13 20:00,做多,基准值,41523.35,657.34,1.602,13.25,5,-1.13,1.15,确认,是,42738.29,2023-12-14 20:00,42201.67,6,1.032,-0.287,0.745,2.0x,,2.0x,2.064,-0.573,1.491,KAMA跟踪止损,2023
238,2023-12-10 04:00,做空,基准值,43754.25,513.95,1.169,23.84,6,0.6,0.69,弱突破,,,2023-12-10 04:00,43734.4,0,0.039,,0.039,1.5x,,1.5x,0.058,,0.058,弱突破平仓,2023
239,2023-12-09 16:00,做空,基准值,43962.61,538.53,1.218,24.59,3,-0.59,0.87,弱突破,,,2023-12-09 16:00,43838.3,0,0.231,,0.231,1.5x,,1.5x,0.346,,0.346,弱突破平仓,2023
240,2023-12-05 20:00,做多,基准值,41993.44,492.01,1.179,20.99,3,-0.62,1.71,确认,是,43829.61,2023-12-07 16:00,43529.23,11,3.121,-0.129,2.992,2.0x,,2.0x,6.243,-0.258,5.985,KAMA跟踪止损,2023
241,2023-12-01 08:00,做多,基准值,37946.3,389.75,1.033,12.56,4,-0.42,0.96,弱突破,,,2023-12-01 08:00,38030.73,0,0.217,,0.217,2.0x,,2.0x,0.433,,0.433,弱突破平仓,2023
242,2023-11-28 20:00,做多,基准值,37338.0,371.8,0.998,12.01,8,0.04,1.84,弱突破,,,2023-11-28 20:00,37502.2,0,0.442,,0.442,2.0x,,2.0x,0.883,,0.883,弱突破平仓,2023
243,2023-11-18 20:00,做多,基准值,36622.9,517.6,1.421,14.14,3,-0.56,0.39,弱突破,,,2023-11-18 20:00,36671.97,0,0.095,,0.095,2.0x,,2.0x,0.19,,0.19,弱突破平仓,2023
244,2023-11-17 20:00,做空,基准值,36109.9,554.86,1.525,14.53,3,-0.58,1.23,弱突破,,,2023-11-17 20:00,36059.0,0,0.092,,0.092,1.5x,,1.5x,0.138,,0.138,弱突破平仓,2023
245,2023-11-14 20:00,做空,基准值,36226.4,410.69,1.132,15.89,27,0.54,3.51,弱突破,,,2023-11-14 20:00,36161.17,0,0.159,,0.159,1.5x,,1.5x,0.238,,0.238,弱突破平仓,2023
246,2023-11-13 08:00,做空,基准值,36959.7,409.92,1.105,19.5,4,-0.01,1.15,弱突破,,,2023-11-13 08:00,36937.19,0,0.055,,0.055,1.5x,,1.5x,0.082,,0.082,弱突破平仓,2023
247,2023-11-05 20:00,做空,基准值,34939.61,401.23,1.143,17.59,3,-0.09,1.06,弱突破,,,2023-11-05 20:00,34893.9,0,0.114,,0.114,1.5x,,1.5x,0.171,,0.171,弱突破平仓,2023
248,2023-11-05 04:00,做多,基准值,34875.7,416.81,1.2,16.92,11,-0.1,0.69,弱突破,,,2023-11-05 04:00,35070.26,0,0.467,,0.467,2.0x,,2.0x,0.934,,0.934,弱突破平仓,2023
249,2023-10-29 16:00,做多,基准值,34198.67,450.81,1.323,18.64,5,-0.1,0.75,弱突破,,,2023-10-29 16:00,34269.18,0,0.156,,0.156,2.0x,,2.0x,0.313,,0.313,弱突破平仓,2023
250,2023-10-26 16:00,做空,基准值,34257.37,678.54,1.958,22.71,5,0.21,0.64,弱突破,,,2023-10-26 16:00,34104.78,0,0.225,,0.225,1.5x,,1.5x,0.337,,0.337,弱突破平仓,2023
251,2023-10-23 04:00,做多,基准值,29979.1,330.99,1.11,8.26,3,0.1,0.55,弱突破,,,2023-10-23 04:00,29981.5,0,0.007,,0.007,2.0x,,2.0x,0.015,,0.015,弱突破平仓,2023
252,2023-10-06 12:00,做多,基准值,27607.6,276.06,1.002,1.23,3,0.02,0.55,弱突破,,,2023-10-06 12:00,27627.0,0,0.07,,0.07,2.0x,,2.0x,0.141,,0.141,弱突破平仓,2023
253,2023-10-02 04:00,做多,基准值,27277.3,193.14,0.713,-0.22,198,-0.01,3.08,确认,是,28117.4,2023-10-03 00:00,27889.96,5,3.172,-0.22,2.952,2.0x,,2.0x,6.344,-0.44,5.904,KAMA跟踪止损,2023
254,2023-09-21 16:00,做空,基准值,26911.61,276.31,1.024,-1.13,13,-0.23,1.43,确认,是,26436.08,2023-09-25 00:00,26643.09,20,0.972,-1.0,-0.028,1.5x,是,1.0x,0.972,-1.0,-0.028,KAMA跟踪止损,2023
255,2023-09-21 00:00,做空,基准值,26930.48,274.93,1.012,-0.52,6,-0.23,1.83,弱突破,,,2023-09-21 00:00,26917.04,0,0.049,,0.049,1.5x,是,1.0x,0.049,,0.049,弱突破平仓,2023
256,2023-09-19 16:00,做多,基准值,26869.2,241.12,0.898,-1.76,3,0.12,3.26,确认,是,27413.3,2023-09-20 12:00,26938.82,5,0.289,-0.604,-0.316,2.0x,是,1.5x,0.433,-0.906,-0.473,KAMA跟踪止损,2023
257,2023-09-18 08:00,做多,基准值,26587.81,207.64,0.783,-3.0,11,-0.15,1.97,弱突破,,,2023-09-18 08:00,26646.3,0,0.282,,0.282,2.0x,,2.0x,0.563,,0.563,弱突破平仓,2023
258,2023-09-14 20:00,做多,基准值,26535.8,292.84,1.108,-3.54,82,0.86,1.95,弱突破,,,2023-09-14 20:00,26679.0,0,0.489,,0.489,2.0x,是,1.5x,0.734,,0.734,弱突破平仓,2023
259,2023-09-13 16:00,做多,基准值,26149.9,291.52,1.127,-5.7,3,-0.72,1.02,弱突破,,,2023-09-13 16:00,26188.93,0,0.134,,0.134,2.0x,是,1.5x,0.201,,0.201,弱突破平仓,2023
260,2023-09-08 00:00,做多,基准值,25838.0,198.04,0.769,-7.09,5,-0.22,1.44,弱突破,,,2023-09-08 00:00,25874.2,0,0.183,,0.183,2.0x,,2.0x,0.366,,0.366,弱突破平仓,2023
261,2023-09-03 12:00,做多,基准值,25926.5,260.95,1.009,-7.54,3,-0.13,0.22,弱突破,,,2023-09-03 12:00,25941.09,0,0.056,,0.056,2.0x,,2.0x,0.112,,0.112,弱突破平仓,2023
262,2023-08-31 20:00,做空,基准值,27168.41,264.72,0.97,-3.03,11,-0.01,1.59,确认,是,26155.0,2023-09-02 20:00,25916.49,12,4.729,0.187,4.916,1.5x,,1.5x,7.094,0.28,7.374,KAMA跟踪止损,2023
263,2023-08-29 20:00,做多,基准值,26195.22,176.96,0.682,-8.04,69,-0.55,16.78,确认,是,27823.67,2023-08-30 20:00,27093.92,6,5.079,-0.404,4.674,2.0x,,2.0x,10.157,-0.808,9.349,KAMA跟踪止损,2023
264,2023-08-19 20:00,做多,基准值,26146.1,339.64,1.312,-10.35,3,-0.6,0.58,弱突破,,,2023-08-19 20:00,26201.33,0,0.163,,0.163,2.0x,,2.0x,0.325,,0.325,弱突破平仓,2023
265,2023-08-14 00:00,做多,基准值,29403.95,133.04,0.453,0.87,3,-0.14,0.92,弱突破,,,2023-08-14 00:00,29426.1,0,0.166,,0.166,2.0x,,2.0x,0.333,,0.333,弱突破平仓,2023
266,2023-08-07 20:00,做空,基准值,29007.36,162.34,0.558,0.16,15,-0.03,3.66,确认,,,2023-08-08 00:00,29169.7,1,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2023
267,2023-08-06 20:00,做空,基准值,29025.28,170.64,0.587,0.11,4,-0.03,0.66,弱突破,,,2023-08-06 20:00,29004.86,0,0.12,,0.12,1.5x,,1.5x,0.179,,0.179,弱突破平仓,2023
268,2023-08-05 00:00,做空,基准值,29120.53,219.39,0.75,0.77,7,-0.37,1.04,弱突破,,,2023-08-05 00:00,29023.7,0,0.441,,0.441,1.5x,,1.5x,0.662,,0.662,弱突破平仓,2023
269,2023-07-29 16:00,做空,基准值,29270.1,193.53,0.661,1.01,3,0.09,0.45,弱突破,,,2023-07-29 16:00,29254.0,0,0.083,,0.083,1.5x,,1.5x,0.125,,0.125,弱突破平仓,2023
270,2023-07-28 20:00,做多,基准值,29295.0,202.27,0.693,0.75,5,-0.06,2.39,弱突破,,,2023-07-28 20:00,29378.4,0,0.412,,0.412,2.0x,,2.0x,0.825,,0.825,弱突破平仓,2023
271,2023-07-27 20:00,做空,基准值,29286.37,216.43,0.734,1.8,3,-0.53,1.15,弱突破,,,2023-07-27 20:00,29284.11,0,0.01,,0.01,1.5x,,1.5x,0.016,,0.016,弱突破平仓,2023
272,2023-07-24 00:00,做多,基准值,29972.6,203.45,0.681,3.27,18,0.17,2.34,确认,,,2023-07-24 08:00,29769.15,2,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2023
273,2023-07-23 12:00,做多,基准值,29893.35,220.77,0.74,3.1,4,-0.16,0.82,弱突破,,,2023-07-23 12:00,29902.9,0,0.043,,0.043,2.0x,,2.0x,0.087,,0.087,弱突破平仓,2023
274,2023-07-20 20:00,做空,基准值,29868.3,269.71,0.891,4.93,5,-1.27,2.63,弱突破,,,2023-07-20 20:00,29794.44,0,0.274,,0.274,1.5x,,1.5x,0.411,,0.411,弱突破平仓,2023
275,2023-07-20 12:00,做多,基准值,30087.1,268.07,0.895,3.76,12,-0.01,1.06,弱突破,,,2023-07-20 12:00,30195.6,0,0.405,,0.405,2.0x,,2.0x,0.809,,0.809,弱突破平仓,2023
276,2023-07-19 08:00,做多,基准值,30006.48,283.93,0.951,3.67,3,-0.08,1.05,弱突破,,,2023-07-19 08:00,30047.9,0,0.146,,0.146,2.0x,,2.0x,0.292,,0.292,弱突破平仓,2023
277,2023-07-18 16:00,做空,基准值,29872.98,279.91,0.935,4.03,3,-0.23,1.75,弱突破,,,2023-07-18 16:00,29872.0,0,0.003,,0.003,1.5x,,1.5x,0.005,,0.005,弱突破平仓,2023
278,2023-07-16 08:00,做空,基准值,30240.84,313.32,1.035,5.57,6,0.07,0.59,弱突破,,,2023-07-16 08:00,30174.0,0,0.213,,0.213,1.5x,,1.5x,0.32,,0.32,弱突破平仓,2023
279,2023-07-12 12:00,做多,基准值,30680.9,284.93,0.932,7.3,3,-0.01,1.07,弱突破,,,2023-07-12 12:00,30730.0,0,0.172,,0.172,2.0x,,2.0x,0.345,,0.345,弱突破平仓,2023
280,2023-07-10 20:00,做多,基准值,30233.7,253.87,0.84,6.48,4,0.25,1.82,弱突破,,,2023-07-10 20:00,30302.59,0,0.271,,0.271,2.0x,,2.0x,0.543,,0.543,弱突破平仓,2023
281,2023-07-09 00:00,做空,基准值,30136.63,304.34,1.008,6.8,6,0.21,0.45,弱突破,,,2023-07-09 00:00,30101.37,0,0.116,,0.116,1.5x,,1.5x,0.174,,0.174,弱突破平仓,2023
282,2023-07-03 20:00,做多,基准值,30792.9,305.8,0.999,9.53,17,0.02,1.75,确认,是,31252.9,2023-07-04 16:00,30865.58,5,0.238,-0.506,-0.268,2.0x,,2.0x,0.475,-1.012,-0.536,KAMA跟踪止损,2023
283,2023-06-30 20:00,做空,基准值,30344.04,379.15,1.227,11.55,8,-1.52,4.83,确认,,,2023-07-01 08:00,30391.3,3,-0.125,,-0.125,1.5x,,1.5x,-0.187,,-0.187,3K收盘认赔,2023
284,2023-06-13 20:00,做空,基准值,25812.8,288.51,1.102,-2.68,4,-1.11,2.84,弱突破,,,2023-06-13 20:00,25751.0,0,0.214,,0.214,1.5x,,1.5x,0.321,,0.321,弱突破平仓,2023
285,2023-06-13 08:00,做多,基准值,25983.2,297.67,1.149,-3.85,3,-0.3,1.13,弱突破,,,2023-06-13 08:00,26054.7,0,0.24,,0.24,2.0x,,2.0x,0.48,,0.48,弱突破平仓,2023
286,2023-06-10 00:00,做空,基准值,26414.57,325.51,1.23,-2.08,3,0.03,0.49,弱突破,,,2023-06-10 00:00,26399.0,0,0.048,,0.048,1.5x,,1.5x,0.072,,0.072,弱突破平仓,2023
287,2023-06-05 04:00,做空,基准值,27111.47,231.21,0.85,0.33,3,-0.23,1.83,弱突破,,,2023-06-05 04:00,27108.69,0,0.012,,0.012,1.5x,,1.5x,0.018,,0.018,弱突破平仓,2023
288,2023-06-04 00:00,做空,基准值,27100.9,264.89,0.97,0.67,5,-0.62,0.87,弱突破,,,2023-06-04 00:00,27085.0,0,0.06,,0.06,1.5x,,1.5x,0.09,,0.09,弱突破平仓,2023
289,2023-06-03 20:00,做多,基准值,27233.85,268.01,0.988,0.01,14,-0.41,0.56,弱突破,,,2023-06-03 20:00,27299.62,0,0.245,,0.245,2.0x,,2.0x,0.491,,0.491,弱突破平仓,2023
290,2023-05-31 12:00,做空,基准值,27546.18,278.2,1.006,1.92,15,0.07,2.51,确认,是,27087.9,2023-06-02 12:00,27138.67,12,1.465,-0.069,1.396,1.5x,,1.5x,2.197,-0.103,2.094,KAMA跟踪止损,2023
291,2023-05-23 08:00,做多,基准值,27092.22,232.9,0.868,-1.01,26,0.08,2.9,确认,,,2023-05-24 00:00,27100.27,4,0.035,,0.035,2.0x,,2.0x,0.069,,0.069,KAMA跟踪止损,2023
292,2023-05-21 16:00,做空,基准值,26956.44,246.09,0.91,-0.29,7,0.03,1.12,确认,,,2023-05-22 20:00,26956.44,7,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2023
293,2023-05-18 00:00,做多,基准值,27092.4,309.08,1.154,-1.34,10,-0.98,2.01,确认,,,2023-05-18 20:00,27092.4,5,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2023
294,2023-05-17 12:00,做空,基准值,26871.6,308.62,1.141,-0.37,12,-0.09,0.94,弱突破,,,2023-05-17 12:00,26834.91,0,0.119,,0.119,1.5x,,1.5x,0.178,,0.178,弱突破平仓,2023
295,2023-05-10 20:00,做多,基准值,27829.83,350.67,1.268,1.76,13,0.18,3.08,确认,,,2023-05-11 00:00,27479.16,1,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2023
296,2023-05-08 04:00,做空,基准值,28713.25,367.4,1.272,6.44,7,0.0,0.87,确认,是,27961.84,2023-05-10 04:00,27760.39,12,2.594,0.18,2.774,1.5x,,1.5x,3.89,0.27,4.16,KAMA跟踪止损,2023
297,2023-04-28 16:00,做空,基准值,29262.83,558.02,1.893,10.62,3,0.63,0.6,弱突破,,,2023-04-28 16:00,29231.3,0,0.057,,0.057,1.5x,,1.5x,0.085,,0.085,弱突破平仓,2023
298,2023-04-24 08:00,做多,基准值,27728.0,346.28,1.256,4.69,5,-0.2,1.23,弱突破,,,2023-04-24 08:00,27780.0,0,0.15,,0.15,2.0x,,2.0x,0.3,,0.3,弱突破平仓,2023
299,2023-04-22 00:00,做空,基准值,27811.78,381.01,1.359,6.74,106,0.97,2.03,确认,,,2023-04-22 20:00,27516.08,5,0.776,,0.776,1.5x,,1.5x,1.164,,1.164,KAMA跟踪止损,2023
300,2023-04-20 04:00,做空,基准值,29036.01,347.69,1.19,11.61,54,2.83,1.97,确认,是,28491.5,2023-04-21 20:00,28288.51,10,2.15,0.373,2.523,1.5x,,1.5x,3.225,0.559,3.784,KAMA跟踪止损,2023
301,2023-04-17 08:00,做空,基准值,30150.0,273.39,0.903,17.06,23,-0.24,1.99,确认,是,29562.2,2023-04-18 12:00,29674.15,7,1.741,-0.13,1.611,1.5x,,1.5x,2.611,-0.195,2.416,KAMA跟踪止损,2023
302,2023-04-14 20:00,做空,基准值,30297.05,335.75,1.09,20.19,3,-1.41,2.03,弱突破,,,2023-04-14 20:00,30232.86,0,0.191,,0.191,1.5x,,1.5x,0.287,,0.287,弱突破平仓,2023
303,2023-04-14 08:00,做多,基准值,30579.32,332.71,1.096,19.18,1851,0.71,1.43,弱突破,,,2023-04-14 08:00,30684.6,0,0.316,,0.316,2.0x,,2.0x,0.633,,0.633,弱突破平仓,2023
304,2023-04-10 20:00,做多,基准值,28417.9,251.28,0.888,12.91,3,-0.05,2.41,弱突破,,,2023-04-10 20:00,28427.7,0,0.039,,0.039,2.0x,,2.0x,0.078,,0.078,弱突破平仓,2023
305,2023-04-10 00:00,做多,基准值,28055.0,254.82,0.914,11.83,8,-0.49,1.76,弱突破,,,2023-04-10 00:00,28128.8,0,0.29,,0.29,2.0x,,2.0x,0.579,,0.579,弱突破平仓,2023
306,2023-04-08 08:00,做多,基准值,27976.8,319.32,1.145,12.74,4,0.23,0.44,弱突破,,,2023-04-08 08:00,28007.47,0,0.096,,0.096,2.0x,,2.0x,0.192,,0.192,弱突破平仓,2023
307,2023-04-05 20:00,做空,基准值,28087.6,386.44,1.354,16.27,4,-1.37,2.51,弱突破,,,2023-04-05 20:00,28015.21,0,0.187,,0.187,1.5x,,1.5x,0.281,,0.281,弱突破平仓,2023
308,2023-04-05 08:00,做多,基准值,28389.83,396.76,1.409,15.18,18,-0.42,1.62,弱突破,,,2023-04-05 08:00,28536.7,0,0.37,,0.37,2.0x,,2.0x,0.74,,0.74,弱突破平仓,2023
309,2023-04-03 16:00,做多,基准值,28197.6,378.05,1.353,14.82,4,0.04,2.54,弱突破,,,2023-04-03 16:00,28243.3,0,0.121,,0.121,2.0x,,2.0x,0.242,,0.242,弱突破平仓,2023
310,2023-03-31 20:00,做多,基准值,28361.5,479.69,1.718,16.33,5,-0.35,1.97,弱突破,,,2023-03-31 20:00,28488.6,0,0.265,,0.265,2.0x,,2.0x,0.53,,0.53,弱突破平仓,2023
311,2023-03-29 12:00,做多,基准值,27490.2,470.86,1.721,15.19,13,1.36,1.8,确认,是,28347.71,2023-03-30 20:00,28371.16,8,1.871,0.018,1.889,2.0x,,2.0x,3.742,0.035,3.777,KAMA跟踪止损,2023
312,2023-03-25 04:00,做空,基准值,27484.23,620.23,2.23,20.12,7,1.62,0.88,弱突破,,,2023-03-25 04:00,27440.1,0,0.071,,0.071,1.0x,,1.0x,0.071,,0.071,弱突破平仓,2023
313,2023-03-06 20:00,做多,基准值,22496.41,232.55,1.04,2.6,8,-0.22,1.52,弱突破,,,2023-03-06 20:00,22543.6,0,0.203,,0.203,2.0x,,2.0x,0.406,,0.406,弱突破平仓,2023
314,2023-03-03 08:00,做空,基准值,23191.37,305.63,1.303,7.93,93,-0.2,3.06,确认,是,22349.5,2023-03-05 08:00,22370.67,12,2.685,-0.018,2.667,1.5x,,1.5x,4.028,-0.028,4.0,KAMA跟踪止损,2023
315,2023-03-02 00:00,做空,基准值,23416.04,327.52,1.382,9.31,3,-1.16,1.1,弱突破,,,2023-03-02 00:00,23342.0,0,0.226,,0.226,1.5x,,1.5x,0.339,,0.339,弱突破平仓,2023
316,2023-03-01 12:00,做多,基准值,23592.2,324.34,1.384,8.06,9,-0.34,1.51,弱突破,,,2023-03-01 12:00,23709.6,0,0.362,,0.362,2.0x,,2.0x,0.724,,0.724,弱突破平仓,2023
317,2023-03-01 04:00,做空,基准值,23197.64,316.75,1.362,7.5,5,-0.12,1.34,弱突破,,,2023-03-01 04:00,23119.4,0,0.247,,0.247,1.5x,,1.5x,0.371,,0.371,弱突破平仓,2023
318,2023-02-23 08:00,做多,基准值,24230.14,407.11,1.684,13.5,5,0.07,0.87,确认,,,2023-02-23 16:00,23823.03,2,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2023
319,2023-02-22 20:00,做空,基准值,23858.21,394.17,1.632,13.42,30,1.17,1.68,弱突破,,,2023-02-22 20:00,23710.2,0,0.375,,0.375,1.5x,,1.5x,0.563,,0.563,弱突破平仓,2023
320,2023-02-20 16:00,做多,基准值,24572.7,383.64,1.566,16.0,3,-0.05,1.67,确认,,,2023-02-21 16:00,24645.68,6,0.19,,0.19,2.0x,,2.0x,0.38,,0.38,KAMA跟踪止损,2023
321,2023-02-17 20:00,做多,基准值,23906.96,398.86,1.677,14.32,3,1.12,1.73,确认,是,24526.38,2023-02-18 12:00,24487.05,4,1.454,-0.039,1.416,2.0x,,2.0x,2.909,-0.077,2.832,KAMA跟踪止损,2023
322,2023-02-05 20:00,做空,基准值,23233.87,246.9,1.057,16.66,22,-0.15,1.69,确认,,,2023-02-07 00:00,23058.91,7,0.709,,0.709,1.5x,,1.5x,1.063,,1.063,KAMA跟踪止损,2023
323,2023-02-03 20:00,做多,基准值,23589.4,307.89,1.308,18.62,3,0.19,2.26,弱突破,,,2023-02-03 20:00,23601.1,0,0.038,,0.038,2.0x,,2.0x,0.076,,0.076,弱突破平仓,2023
324,2023-02-02 00:00,做多,基准值,23160.4,285.25,1.241,17.08,13,-0.65,2.72,确认,是,23729.88,2023-02-02 20:00,23554.55,5,1.382,-0.205,1.177,2.0x,,2.0x,2.764,-0.41,2.353,KAMA跟踪止损,2023
325,2023-01-18 20:00,做空,基准值,21109.16,312.77,1.475,17.79,8,-0.35,3.22,弱突破,,,2023-01-18 20:00,21036.5,0,0.232,,0.232,1.5x,,1.5x,0.348,,0.348,弱突破平仓,2023
326,2023-01-17 00:00,做多,基准值,21255.49,335.96,1.6,17.8,3,-0.38,1.02,弱突破,,,2023-01-17 00:00,21316.7,0,0.182,,0.182,2.0x,,2.0x,0.364,,0.364,弱突破平仓,2023
327,2023-01-06 12:00,做空,基准值,16796.4,87.39,0.519,-3.58,3,0.06,0.61,弱突破,,,2023-01-06 12:00,16786.54,0,0.113,,0.113,1.5x,,1.5x,0.169,,0.169,弱突破平仓,2023
328,2023-01-04 08:00,做多,基准值,16764.9,84.93,0.51,-4.78,45,-0.29,2.46,确认,,,2023-01-05 20:00,16767.1,9,0.026,,0.026,2.0x,,2.0x,0.052,,0.052,KAMA跟踪止损,2023
329,2023-01-01 04:00,做空,基准值,16538.38,92.38,0.558,-5.78,3,0.0,0.76,弱突破,,,2023-01-01 04:00,16537.5,0,0.01,,0.01,1.5x,是,1.0x,0.01,,0.01,弱突破平仓,2022
330,2022-12-27 04:00,做多,基准值,16863.64,90.1,0.535,-5.06,19,-0.01,1.04,确认,,,2022-12-27 16:00,16823.78,3,-0.442,,-0.442,2.0x,,2.0x,-0.885,,-0.885,3K收盘认赔,2022
331,2022-12-26 08:00,做多,基准值,16850.0,96.58,0.574,-5.24,14,0.06,0.91,弱突破,,,2022-12-26 08:00,16887.1,0,0.384,,0.384,2.0x,,2.0x,0.768,,0.768,弱突破平仓,2022
332,2022-12-15 20:00,做空,基准值,17566.04,171.6,0.969,-2.07,11,0.52,1.81,确认,是,17018.6,2022-12-19 04:00,16795.85,20,4.488,0.407,4.895,1.5x,,1.5x,6.732,0.61,7.343,KAMA跟踪止损,2022
333,2022-12-13 16:00,做多,基准值,17234.66,111.89,0.652,-5.29,190,0.72,3.3,确认,是,17749.5,2022-12-15 00:00,17838.67,8,5.398,0.142,5.54,2.0x,,2.0x,10.796,0.285,11.081,KAMA跟踪止损,2022
334,2022-12-07 12:00,做空,基准值,16904.61,148.61,0.873,-6.88,38,-0.26,1.6,确认,,,2022-12-08 20:00,16904.61,8,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2022
335,2022-12-07 04:00,做多,基准值,17034.1,150.21,0.885,-7.39,4,-0.17,0.88,弱突破,,,2022-12-07 04:00,17078.65,0,0.297,,0.297,2.0x,,2.0x,0.593,,0.593,弱突破平仓,2022
336,2022-12-05 00:00,做多,基准值,17060.3,150.33,0.883,-7.45,9,0.42,1.69,弱突破,,,2022-12-05 00:00,17077.7,0,0.116,,0.116,2.0x,,2.0x,0.231,,0.231,弱突破平仓,2022
337,2022-12-04 04:00,做空,基准值,16887.0,155.6,0.918,-8.06,7,0.06,0.62,弱突破,,,2022-12-04 04:00,16878.21,0,0.057,,0.057,1.5x,,1.5x,0.085,,0.085,弱突破平仓,2022
338,2022-11-29 12:00,做多,基准值,16385.66,179.0,1.1,-12.49,6,0.88,1.83,弱突破,,,2022-11-29 12:00,16456.5,0,0.396,,0.396,2.0x,,2.0x,0.791,,0.791,弱突破平仓,2022
339,2022-11-28 04:00,做空,基准值,16506.2,166.2,1.004,-11.68,5,0.05,1.22,确认,是,16169.63,2022-11-29 00:00,16338.01,5,1.012,-0.335,0.677,1.5x,,1.5x,1.518,-0.502,1.016,KAMA跟踪止损,2022
340,2022-11-23 08:00,做多,基准值,16296.86,266.56,1.644,-14.99,12,3.02,1.39,确认,是,16704.66,2022-11-25 12:00,16434.7,13,0.517,-0.665,-0.148,2.0x,,2.0x,1.034,-1.33,-0.296,KAMA跟踪止损,2022
341,2022-11-21 04:00,做空,基准值,16458.5,221.95,1.339,-13.9,35,0.77,2.27,确认,是,16068.8,2022-11-22 20:00,15931.36,10,2.375,0.225,2.6,1.5x,,1.5x,3.563,0.337,3.9,KAMA跟踪止损,2022
342,2022-11-20 16:00,做空,基准值,16619.0,232.1,1.389,-13.23,15,-0.55,1.72,弱突破,,,2022-11-20 16:00,16517.5,0,0.437,,0.437,1.5x,,1.5x,0.656,,0.656,弱突破平仓,2022
343,2022-11-16 16:00,做空,基准值,16734.14,428.32,2.547,-14.14,3,0.18,0.94,弱突破,,,2022-11-16 16:00,16694.6,0,0.092,,0.092,1.0x,,1.0x,0.092,,0.092,弱突破平仓,2022
344,2022-11-14 12:00,做多,基准值,16614.2,467.3,2.897,-18.32,5,-2.64,2.46,弱突破,,,2022-11-14 12:00,16818.7,0,0.438,,0.438,1.0x,,1.0x,0.438,,0.438,弱突破平仓,2022
345,2022-11-14 04:00,做空,基准值,16437.87,472.89,2.857,-16.57,20,1.27,0.65,弱突破,,,2022-11-14 04:00,16323.17,0,0.243,,0.243,1.0x,,1.0x,0.243,,0.243,弱突破平仓,2022
346,2022-11-11 20:00,做空,基准值,16885.68,644.91,3.719,-13.44,5,1.43,1.16,弱突破,,,2022-11-11 20:00,16863.89,0,0.034,,0.034,1.0x,,1.0x,0.034,,0.034,弱突破平仓,2022
347,2022-11-09 16:00,做空,基准值,17819.82,472.21,2.591,-9.74,3,0.1,2.45,弱突破,,,2022-11-09 16:00,17801.4,0,0.039,,0.039,1.0x,,1.0x,0.039,,0.039,弱突破平仓,2022
348,2022-11-01 20:00,做空,基准值,20436.82,237.05,1.156,1.03,3,-0.15,1.47,弱突破,,,2022-11-01 20:00,20436.49,0,0.001,,0.001,1.5x,,1.5x,0.002,,0.002,弱突破平仓,2022
349,2022-10-31 20:00,做空,基准值,20422.19,240.34,1.16,2.08,17,-0.52,2.38,弱突破,,,2022-10-31 20:00,20386.9,0,0.147,,0.147,1.5x,,1.5x,0.22,,0.22,弱突破平仓,2022
350,2022-10-24 00:00,做多,基准值,19214.0,146.95,0.766,-5.4,30,-0.04,1.98,确认,是,19562.19,2022-10-24 16:00,19317.34,4,0.703,-0.494,0.209,2.0x,,2.0x,1.406,-0.989,0.417,KAMA跟踪止损,2022
351,2022-10-21 20:00,做多,基准值,19123.1,187.66,0.991,-6.87,4,-0.53,3.28,弱突破,,,2022-10-21 20:00,19155.5,0,0.173,,0.173,2.0x,,2.0x,0.345,,0.345,弱突破平仓,2022
352,2022-10-21 16:00,做空,基准值,18943.92,190.65,1.002,-6.45,7,0.19,0.92,弱突破,,,2022-10-21 16:00,18934.2,0,0.051,,0.051,1.5x,,1.5x,0.076,,0.076,弱突破平仓,2022
353,2022-10-20 08:00,做空,基准值,19077.96,199.51,1.044,-6.3,24,0.39,1.0,弱突破,,,2022-10-20 08:00,19037.09,0,0.205,,0.205,1.5x,,1.5x,0.307,,0.307,弱突破平仓,2022
354,2022-10-10 16:00,做空,基准值,19364.38,201.89,1.041,-6.48,6,0.3,2.33,弱突破,,,2022-10-10 16:00,19323.3,0,0.203,,0.203,1.5x,,1.5x,0.305,,0.305,弱突破平仓,2022
355,2022-10-02 16:00,做空,基准值,19201.4,323.03,1.676,-8.3,5,-0.11,0.8,弱突破,,,2022-10-02 16:00,19183.48,0,0.055,,0.055,1.5x,,1.5x,0.083,,0.083,弱突破平仓,2022
