突破K索引,突破K时间,起点KAMA值,ATR值,突破线价格,峰值价格,峰值K索引,终点K索引,涨跌幅%,持续K数,KAMA同向运行根数
14515,2026-04-23 20:00:00+00:00,77040.53,1074.51,78115.03,79065.1,14534,14535,1.22,20,20
7962,2023-04-27 16:00:00+00:00,28688.15,615.77,29303.92,29659.9,7962,7982,1.21,20,20
8363,2023-07-03 12:00:00+00:00,30446.49,438.15,30884.64,31254.1,8364,8370,1.2,7,20
8363,2023-07-03 12:00:00+00:00,30446.06,453.23,30899.29,31254.1,8364,8370,1.15,7,21
8066,2023-05-15 00:00:00+00:00,26648.17,451.99,27100.15,27410.1,8070,8074,1.14,8,21
8066,2023-05-15 00:00:00+00:00,26657.63,456.15,27113.78,27410.1,8070,8074,1.09,8,20
9142,2023-11-10 08:00:00+00:00,36334.71,618.59,36953.29,37330.4,9145,9163,1.02,21,24
15138,2026-08-05 16:00:00+00:00,63966.84,593.51,64560.34,65207.7,15161,15167,1.0,29,29
9388,2023-12-21 08:00:00+00:00,43011.84,642.24,43654.08,44044.3,9392,9409,0.89,21,21
9142,2023-11-10 08:00:00+00:00,36382.74,620.03,37002.77,37330.4,9145,9163,0.89,21,23
9142,2023-11-10 08:00:00+00:00,36391.11,612.97,37004.07,37330.4,9145,9163,0.88,21,22
15141,2026-08-06 04:00:00+00:00,64071.51,591.11,64662.62,65207.7,15161,15167,0.84,26,28
15141,2026-08-06 04:00:00+00:00,64104.96,585.87,64690.83,65207.7,15161,15167,0.8,26,27
15141,2026-08-06 04:00:00+00:00,64168.04,572.06,64740.1,65207.7,15161,15167,0.72,26,26
9142,2023-11-10 08:00:00+00:00,36461.95,600.89,37062.84,37330.4,9145,9163,0.72,21,21
15148,2026-08-07 08:00:00+00:00,64183.59,568.95,64752.54,65207.7,15161,15167,0.7,19,25
15148,2026-08-07 08:00:00+00:00,64216.33,551.83,64768.16,65207.7,15161,15167,0.68,19,20
15148,2026-08-07 08:00:00+00:00,64209.17,565.4,64774.58,65207.7,15161,15167,0.67,19,24
15148,2026-08-07 08:00:00+00:00,64215.76,563.52,64779.29,65207.7,15161,15167,0.66,19,21
15148,2026-08-07 08:00:00+00:00,64214.89,574.91,64789.8,65207.7,15161,15167,0.65,19,22
15148,2026-08-07 08:00:00+00:00,64213.79,579.68,64793.47,65207.7,15161,15167,0.64,19,23
9389,2023-12-21 12:00:00+00:00,43155.5,638.24,43793.74,44044.3,9392,9409,0.57,20,20
9144,2023-11-10 16:00:00+00:00,36528.89,611.61,37140.5,37330.4,9145,9163,0.51,19,20
11789,2025-01-24 12:00:00+00:00,103337.97,2088.36,105426.33,105821.8,11789,11803,0.38,14,20
7231,2022-12-26 20:00:00+00:00,16758.37,146.9,16905.26,16912.9,7231,7235,0.05,4,21
7231,2022-12-26 20:00:00+00:00,16757.99,150.39,16908.38,16912.9,7231,7235,0.03,4,22
