序号,组别,信号时间,方向,6K极值,入场基准,是否有回调突破线,回调偏移%,ATR,ATR%,突破K收盘价,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,收益率%,MFE%,出场原因,同信号对方R值,年份
1787,B_新策略_回调突破线,2023-08-08 16:00,做多,29330.0,29330.0,否,0.0,191.23,0.652,29428.0,29330.0,29138.77,35782.6,2023-08-10 00:00,29593.91,8,1.3801,0.9,3.137,KAMA跟踪,1.3801,2023
1788,B_新策略_回调突破线,2023-08-07 20:00,做空,28978.5,28978.5,是,0.0,172.26,0.594,28853.2,28978.5,29150.76,25501.08,2023-08-08 00:00,29150.76,1,-1.0,-0.594,1.022,ATR止损,-1.0,2023
1789,B_新策略_回调突破线,2023-08-05 00:00,做空,29079.6,29079.6,是,0.0,234.86,0.808,29021.0,29079.6,29314.46,25590.05,2023-08-05 16:00,29079.6,4,0.0,0.0,1.03,保本平仓,0.0,2023
1790,B_新策略_回调突破线,2023-08-02 04:00,做多,29337.3,29337.3,是,0.0,221.13,0.754,29701.2,29337.3,29116.17,35791.51,2023-08-02 20:00,29337.3,4,0.0,0.0,2.463,保本平仓,0.0,2023
1791,B_新策略_回调突破线,2023-08-01 08:00,做空,29100.0,29250.0,是,0.515,176.84,0.608,28820.1,29250.0,29426.84,25740.0,2023-08-02 00:00,29217.45,4,0.1841,0.111,2.393,KAMA跟踪,0.0,2023
1792,B_新策略_回调突破线,2023-07-31 00:00,做空,29211.2,29276.0,是,0.222,165.53,0.567,29187.2,29276.0,29441.53,25762.88,2023-07-31 08:00,29441.53,2,-1.0,-0.565,0.922,ATR止损,-1.0,2023
1793,B_新策略_回调突破线,2023-07-28 00:00,做空,29172.0,29172.0,是,0.0,234.73,0.805,29152.6,29172.0,29406.73,25671.36,2023-07-28 16:00,29172.0,4,0.0,0.0,0.203,保本平仓,0.0,2023
1794,B_新策略_回调突破线,2023-07-24 16:00,做空,29639.7,29836.2,是,0.663,238.52,0.805,29259.6,29836.2,30074.72,26255.86,2023-07-26 08:00,29343.73,10,2.0647,1.651,3.372,KAMA跟踪,1.2409,2023
1795,B_新策略_回调突破线,2023-07-24 00:00,做多,29974.6,29892.5,是,0.274,215.48,0.719,30083.1,29892.5,29677.02,36468.85,2023-07-24 08:00,29677.02,2,-1.0,-0.721,0.811,ATR止损,-1.0,2023
1796,B_新策略_回调突破线,2023-07-23 04:00,做空,29783.6,29819.4,是,0.12,238.54,0.801,29783.5,29819.4,30057.94,26241.07,2023-07-23 20:00,29881.5,4,-0.2603,-0.208,0.337,保本平仓,-0.4104,2023
1797,B_新策略_回调突破线,2023-07-20 12:00,做多,30178.5,30178.5,是,0.0,284.78,0.944,30195.5,30178.5,29893.72,36817.77,2023-07-20 20:00,29893.72,2,-1.0,-0.944,0.8,ATR止损,-1.0,2023
1798,B_新策略_回调突破线,2023-07-18 00:00,做空,29910.0,30110.6,是,0.671,284.08,0.95,29870.0,30110.6,30394.68,26497.33,2023-07-19 12:00,30110.6,9,0.0,0.0,2.36,保本平仓,-1.0,2023
1799,B_新策略_回调突破线,2023-07-16 08:00,做空,30220.2,30220.2,是,0.0,328.74,1.088,30174.1,30220.2,30548.94,26593.78,2023-07-17 00:00,30365.9,4,-0.4432,-0.482,0.332,保本平仓,,2023
1800,B_新策略_回调突破线,2023-07-14 00:00,做多,31205.3,30529.0,是,2.167,314.34,1.007,31600.6,30529.0,30214.66,37245.38,2023-07-15 00:00,30844.0,6,1.0021,1.032,3.815,KAMA跟踪,-0.348,2023
1801,B_新策略_回调突破线,2023-07-13 00:00,做空,30383.9,30383.9,是,0.0,307.61,1.012,30268.1,30383.9,30691.51,26737.83,2023-07-13 16:00,30383.9,4,0.0,0.0,0.538,保本平仓,0.0,2023
1802,B_新策略_回调突破线,2023-07-11 00:00,做多,30359.7,30336.9,是,0.075,267.52,0.881,30824.5,30336.9,30069.38,37011.02,2023-07-11 16:00,30460.54,4,0.4622,0.408,2.318,KAMA跟踪,0.3769,2023
1803,B_新策略_回调突破线,2023-07-05 00:00,做空,30810.2,30810.2,是,0.0,337.23,1.095,30685.3,30810.2,31147.43,27112.98,2023-07-06 12:00,30656.94,9,0.4545,0.497,2.059,KAMA跟踪,0.4545,2023
1804,B_新策略_回调突破线,2023-07-03 20:00,做多,30800.0,30800.0,是,0.0,325.71,1.058,31068.0,30800.0,30474.29,37576.0,2023-07-04 12:00,30863.4,4,0.1946,0.206,1.932,KAMA跟踪,0.1946,2023
1805,B_新策略_回调突破线,2023-06-30 20:00,做空,30222.0,30222.0,是,0.0,402.75,1.333,30052.0,30222.0,30624.75,26595.36,2023-07-01 00:00,30624.75,1,-1.0,-1.333,1.038,ATR止损,-1.0,2023
1806,B_新策略_回调突破线,2023-06-29 16:00,做多,30485.0,30485.0,是,0.0,390.45,1.281,30660.6,30485.0,30094.55,37191.7,2023-06-30 08:00,30439.9,4,-0.1155,-0.148,1.284,保本平仓,-0.1155,2023
1807,B_新策略_回调突破线,2023-06-28 12:00,做空,30222.5,30222.5,是,0.0,405.2,1.341,30176.0,30222.5,30627.7,26595.8,2023-06-29 08:00,30222.5,5,0.0,0.0,1.383,保本平仓,0.0,2023
1808,B_新策略_回调突破线,2023-06-27 16:00,做多,30667.3,30667.3,是,0.0,405.42,1.322,30720.1,30667.3,30261.88,37414.11,2023-06-28 08:00,30667.3,4,0.0,0.0,1.08,保本平仓,0.0,2023
1809,B_新策略_回调突破线,2023-06-23 20:00,做多,30353.9,30353.9,是,0.0,435.57,1.435,31232.9,30353.9,29918.33,37031.76,2023-06-24 20:00,30353.9,6,0.0,0.0,3.58,保本平仓,0.0,2023
1810,B_新策略_回调突破线,2023-06-21 00:00,做多,27177.3,27177.3,是,0.0,304.05,1.119,27973.8,27177.3,26873.25,33156.31,2023-06-22 16:00,29984.99,10,9.2343,10.331,13.411,KAMA跟踪,9.2343,2023
1811,B_新策略_回调突破线,2023-06-16 20:00,做多,25750.0,25750.0,是,0.0,307.84,1.195,25832.4,25750.0,25442.16,31415.0,2023-06-19 04:00,26412.76,14,2.153,2.574,4.466,KAMA跟踪,2.153,2023
1812,B_新策略_回调突破线,2023-06-15 04:00,做空,25750.0,25790.6,是,0.158,288.03,1.119,25115.9,25790.6,26078.63,22695.73,2023-06-16 00:00,25289.78,5,1.7388,1.942,3.93,KAMA跟踪,1.5978,2023
1813,B_新策略_回调突破线,2023-06-13 16:00,做多,26155.5,26097.7,是,0.221,308.09,1.178,26178.1,26097.7,25789.61,31839.19,2023-06-13 20:00,25789.61,1,-1.0,-1.181,1.275,ATR止损,-1.0,2023
1814,B_新策略_回调突破线,2023-06-10 12:00,做空,26250.0,26411.4,是,0.615,320.89,1.222,25637.2,26411.4,26732.29,23242.03,2023-06-12 00:00,25847.98,9,1.7558,2.133,4.208,KAMA跟踪,1.2528,2023
1815,B_新策略_回调突破线,2023-06-07 00:00,做多,26139.0,26072.2,是,0.256,310.7,1.189,27073.2,26072.2,25761.5,31808.08,2023-06-08 04:00,26161.77,7,0.2883,0.344,5.071,KAMA跟踪,0.0733,2023
1816,B_新策略_回调突破线,2023-06-05 08:00,做空,26935.3,26935.3,是,0.0,254.61,0.945,26835.9,26935.3,27189.91,23703.06,2023-06-06 20:00,25848.69,9,4.2678,4.034,5.991,KAMA跟踪,4.2678,2023
1817,B_新策略_回调突破线,2023-06-03 20:00,做多,27290.0,27290.0,是,0.0,284.0,1.041,27292.7,27290.0,27006.0,33293.8,2023-06-04 00:00,27006.0,1,-1.0,-1.041,0.081,ATR止损,-1.0,2023
1818,B_新策略_回调突破线,2023-05-31 12:00,做空,27530.0,27530.0,是,0.0,295.89,1.075,27150.4,27530.0,27825.89,24226.4,2023-06-02 12:00,27136.73,12,1.3291,1.429,3.823,KAMA跟踪,1.3291,2023
1819,B_新策略_回调突破线,2023-05-30 16:00,做多,27966.7,27966.7,是,0.0,292.24,1.045,28005.9,27966.7,27674.46,34119.37,2023-05-30 20:00,27674.46,1,-1.0,-1.045,0.172,ATR止损,-1.0,2023
1820,B_新策略_回调突破线,2023-05-28 08:00,做多,26890.0,26776.4,是,0.422,246.74,0.918,27174.4,26776.4,26529.66,32667.21,2023-05-29 20:00,27724.61,9,3.8429,3.541,6.22,KAMA跟踪,3.3825,2023
1821,B_新策略_回调突破线,2023-05-26 20:00,做多,26644.0,26644.0,是,0.0,271.56,1.019,26737.5,26644.0,26372.44,32505.68,2023-05-27 20:00,26644.0,6,0.0,0.0,0.694,保本平仓,0.0,2023
1822,B_新策略_回调突破线,2023-05-24 08:00,做空,26782.6,26782.6,是,0.0,251.45,0.939,26770.0,26782.6,27034.05,23568.69,2023-05-25 20:00,26406.18,9,1.497,1.405,3.482,KAMA跟踪,1.497,2023
1823,B_新策略_回调突破线,2023-05-23 08:00,做多,27097.8,27097.8,是,0.0,247.75,0.914,27354.6,27097.8,26850.05,33059.32,2023-05-24 00:00,27103.92,4,0.0247,0.023,1.586,KAMA跟踪,0.0247,2023
1824,B_新策略_回调突破线,2023-05-22 04:00,做空,26750.0,26952.8,是,0.758,253.63,0.948,26732.8,26952.8,27206.43,23718.46,2023-05-22 20:00,26952.8,4,0.0,0.0,1.68,保本平仓,-0.2756,2023
1825,B_新策略_回调突破线,2023-05-21 00:00,做多,26969.8,26966.8,是,0.011,276.85,1.027,27054.3,26966.8,26689.95,32899.5,2023-05-21 16:00,27012.36,4,0.1646,0.169,1.191,KAMA跟踪,0.1537,2023
1826,B_新策略_回调突破线,2023-05-19 00:00,做空,26730.0,26730.0,是,0.0,331.83,1.241,26719.3,26730.0,27061.83,23522.4,2023-05-19 16:00,26842.0,4,-0.3375,-0.419,0.22,保本平仓,-0.3375,2023
1827,B_新策略_回调突破线,2023-05-17 12:00,做空,26862.0,26862.0,是,0.0,328.81,1.224,26831.9,26862.0,27190.81,23638.56,2023-05-18 00:00,27190.81,3,-1.0,-1.224,1.245,ATR止损,-1.0,2023
1828,B_新策略_回调突破线,2023-05-14 20:00,做多,27051.5,27051.5,是,0.0,360.37,1.332,27071.4,27051.5,26691.13,33002.83,2023-05-16 08:00,27051.5,9,0.0,0.0,2.212,保本平仓,0.0,2023
1829,B_新策略_回调突破线,2023-05-12 08:00,做空,26688.8,26688.8,否,0.0,440.38,1.65,26574.8,26688.8,27129.18,23486.14,2023-05-13 04:00,26637.61,5,0.1162,0.192,3.514,KAMA跟踪,0.1162,2023
1830,B_新策略_回调突破线,2023-05-10 20:00,做多,27848.7,27815.6,是,0.119,371.51,1.334,28141.2,27815.6,27444.09,33935.03,2023-05-11 00:00,27444.09,1,-1.0,-1.336,1.706,ATR止损,-1.0,2023
1831,B_新策略_回调突破线,2023-05-08 04:00,做空,28620.2,28620.2,是,0.0,391.2,1.367,28419.4,28620.2,29011.4,25185.78,2023-05-10 04:00,27757.0,12,2.2065,3.016,4.788,KAMA跟踪,2.2065,2023
1832,B_新策略_回调突破线,2023-05-06 20:00,做空,28618.3,28618.3,是,0.0,408.78,1.428,28557.9,28618.3,29027.08,25184.1,2023-05-07 08:00,29027.08,3,-1.0,-1.428,0.346,ATR止损,-1.0,2023
1833,B_新策略_回调突破线,2023-05-04 04:00,做多,28820.0,28820.0,是,0.0,435.07,1.51,29018.4,28820.0,28384.93,35160.4,2023-05-04 20:00,28820.0,4,0.0,0.0,1.943,保本平仓,0.0,2023
1834,B_新策略_回调突破线,2023-05-01 20:00,做空,28200.0,28200.0,否,0.0,450.62,1.598,28158.3,28200.0,28650.62,24816.0,2023-05-02 20:00,28200.0,6,0.0,0.0,1.95,保本平仓,0.0,2023
1835,B_新策略_回调突破线,2023-04-30 20:00,做多,29385.0,29385.0,是,0.0,409.93,1.395,29644.2,29385.0,28975.07,35849.7,2023-05-01 08:00,28975.07,3,-1.0,-1.395,1.616,ATR止损,-1.0,2023
1836,B_新策略_回调突破线,2023-04-26 00:00,做多,27583.6,27583.6,是,0.0,370.94,1.345,27596.1,27583.6,27212.66,33651.99,2023-04-27 00:00,28595.84,6,2.7288,3.67,8.935,KAMA跟踪,2.7288,2023
1837,B_新策略_回调突破线,2023-04-23 04:00,做多,27780.0,27400.0,是,1.368,387.3,1.394,27807.2,27400.0,27012.7,33428.0,2023-04-23 20:00,27544.89,4,0.3741,0.529,1.486,KAMA跟踪,-1.0,2023
1838,B_新策略_回调突破线,2023-04-22 00:00,做空,27800.0,27983.0,是,0.658,411.44,1.48,27273.6,27983.0,28394.44,24625.04,2023-04-22 20:00,27516.3,5,1.1343,1.668,3.155,KAMA跟踪,0.6895,2023
1839,B_新策略_回调突破线,2023-04-21 00:00,做空,28300.0,28520.2,是,0.778,410.46,1.45,28091.2,28520.2,28930.66,25097.78,2023-04-21 20:00,28295.99,5,0.5463,0.786,2.525,KAMA跟踪,0.0098,2023
1840,B_新策略_回调突破线,2023-04-20 04:00,做空,28800.0,28800.0,是,0.0,384.97,1.337,28795.1,28800.0,29184.97,25344.0,2023-04-20 20:00,28800.0,4,0.0,0.0,1.736,保本平仓,0.0,2023
1841,B_新策略_回调突破线,2023-04-18 16:00,做多,29913.6,29913.6,是,0.0,315.81,1.056,30369.7,29913.6,29597.79,36494.59,2023-04-19 16:00,29913.6,6,0.0,0.0,1.893,保本平仓,0.0,2023
1842,B_新策略_回调突破线,2023-04-17 08:00,做空,30102.0,30102.0,是,0.0,292.76,0.973,29966.5,30102.0,30394.76,26489.76,2023-04-18 12:00,29677.49,7,1.45,1.41,3.401,KAMA跟踪,1.45,2023
1843,B_新策略_回调突破线,2023-04-14 08:00,做多,30648.9,30648.9,是,0.0,357.3,1.166,30684.6,30648.9,30291.6,37391.66,2023-04-14 20:00,30291.6,3,-1.0,-1.166,1.338,ATR止损,-1.0,2023
1844,B_新策略_回调突破线,2023-04-10 00:00,做多,28078.1,28078.1,是,0.0,268.59,0.957,28132.4,28078.1,27809.51,34255.28,2023-04-12 04:00,30005.59,13,7.1763,6.865,8.854,KAMA跟踪,7.1763,2023
1845,B_新策略_回调突破线,2023-04-08 12:00,做多,28069.9,28052.2,是,0.063,329.17,1.173,28073.8,28052.2,27723.03,34223.68,2023-04-09 04:00,27909.2,4,-0.4344,-0.51,0.198,KAMA跟踪,-0.4882,2023
1846,B_新策略_回调突破线,2023-04-05 08:00,做多,28450.0,28450.0,是,0.0,415.81,1.462,28536.1,28450.0,28034.19,34709.0,2023-04-05 20:00,28034.19,3,-1.0,-1.462,1.023,ATR止损,-1.0,2023
1847,B_新策略_回调突破线,2023-04-02 20:00,做空,28180.0,28180.0,是,0.0,390.69,1.386,28110.2,28180.0,28570.69,24798.4,2023-04-03 16:00,28143.96,5,0.0923,0.128,2.227,KAMA跟踪,0.0923,2023
1848,B_新策略_回调突破线,2023-03-31 00:00,做空,28066.0,28066.0,是,0.0,505.51,1.801,27971.3,28066.0,28571.51,24698.08,2023-03-31 20:00,28066.0,5,0.0,0.0,2.017,保本平仓,0.0,2023
1849,B_新策略_回调突破线,2023-03-29 12:00,做多,27500.0,27500.0,是,0.0,497.29,1.808,28077.7,27500.0,27002.71,33550.0,2023-03-30 20:00,28370.09,8,1.7496,3.164,6.127,KAMA跟踪,1.7496,2023
1850,B_新策略_回调突破线,2023-03-27 20:00,做空,27590.6,27590.6,是,0.0,492.39,1.785,26887.3,27590.6,28082.99,24279.73,2023-03-29 00:00,27319.06,7,0.5515,0.984,3.554,KAMA跟踪,0.5515,2023
1851,B_新策略_回调突破线,2023-03-26 16:00,做多,27788.0,27788.0,是,0.0,547.09,1.969,27852.1,27788.0,27240.91,33901.36,2023-03-27 08:00,27788.0,4,0.0,0.0,1.436,保本平仓,0.0,2023
1852,B_新策略_回调突破线,2023-03-22 20:00,做多,28460.0,28460.0,是,0.0,591.14,2.077,28586.2,28460.0,27868.86,34721.2,2023-03-23 00:00,27868.86,1,-1.0,-2.077,1.479,ATR止损,-1.0,2023
1853,B_新策略_回调突破线,2023-03-20 00:00,做多,27799.9,27490.0,是,1.115,649.02,2.335,28245.3,27490.0,26840.98,33537.8,2023-03-21 00:00,27490.0,6,0.0,0.0,3.613,保本平仓,-1.0,2023
1854,B_新策略_回调突破线,2023-03-17 08:00,做多,25167.9,25167.9,否,0.0,649.42,2.58,25769.9,25167.9,24518.48,30704.84,2023-03-19 00:00,27000.18,10,2.8214,7.28,10.313,KAMA跟踪,2.8214,2023
1855,B_新策略_回调突破线,2023-03-13 00:00,做多,20531.0,20531.0,是,0.0,335.47,1.634,20770.5,20531.0,20195.53,25047.82,2023-03-14 20:00,25047.82,11,13.4642,22.0,29.024,固定止盈,13.4642,2023
1856,B_新策略_回调突破线,2023-03-11 08:00,做多,20351.8,20351.8,是,0.0,359.41,1.766,20381.2,20351.8,19992.39,24829.2,2023-03-11 12:00,19992.39,1,-1.0,-1.766,0.358,ATR止损,-1.0,2023
1857,B_新策略_回调突破线,2023-03-10 00:00,做空,21511.1,21540.5,是,0.137,256.01,1.19,20845.6,21540.5,21796.51,18955.64,2023-03-10 20:00,20190.0,5,5.2751,6.27,9.373,KAMA跟踪,5.1603,2023
1858,B_新策略_回调突破线,2023-03-09 04:00,做空,21800.0,21800.0,是,0.0,254.84,1.169,21695.4,21800.0,22054.84,19184.0,2023-03-09 20:00,21800.0,4,0.0,0.0,1.325,保本平仓,0.0,2023
1859,B_新策略_回调突破线,2023-03-03 08:00,做空,23183.0,23183.0,是,0.0,318.3,1.373,22306.3,23183.0,23501.3,20401.04,2023-03-05 08:00,22370.49,12,2.5527,3.505,4.585,KAMA跟踪,2.5527,2023
1860,B_新策略_回调突破线,2023-03-01 12:00,做多,23592.8,23592.8,是,0.0,338.1,1.433,23709.6,23592.8,23254.7,28783.22,2023-03-02 04:00,23342.8,4,-0.7394,-1.06,1.822,保本平仓,-0.7394,2023
1861,B_新策略_回调突破线,2023-02-26 16:00,做多,23243.2,23147.6,是,0.411,358.92,1.544,23244.2,23147.6,22788.68,28240.07,2023-02-27 16:00,23338.59,6,0.5321,0.825,2.278,KAMA跟踪,0.2658,2023
1862,B_新策略_回调突破线,2023-02-24 20:00,做空,23590.0,23590.0,是,0.0,411.1,1.743,23337.2,23590.0,24001.1,20759.2,2023-02-26 04:00,23149.0,8,1.0727,1.869,3.773,KAMA跟踪,1.0727,2023
1863,B_新策略_回调突破线,2023-02-22 20:00,做空,23851.5,23851.5,是,0.0,420.68,1.764,23707.8,23851.5,24272.18,20989.32,2023-02-23 08:00,24272.18,3,-1.0,-1.764,1.172,ATR止损,-1.0,2023
1864,B_新策略_回调突破线,2023-02-19 20:00,做多,24887.5,24887.5,是,0.0,379.44,1.525,24929.7,24887.5,24508.06,30362.75,2023-02-20 00:00,24508.06,1,-1.0,-1.525,1.256,ATR止损,-1.0,2023
1865,B_新策略_回调突破线,2023-02-14 20:00,做多,21880.0,21840.0,是,0.183,235.79,1.078,22033.3,21840.0,21604.21,26644.8,2023-02-17 04:00,24634.22,14,11.8505,12.794,15.797,KAMA跟踪,11.6809,2023
1866,B_新策略_回调突破线,2023-02-13 16:00,做空,21606.0,21606.0,否,0.0,237.24,1.098,21595.9,21606.0,21843.24,19013.28,2023-02-14 08:00,21766.1,4,-0.6748,-0.741,1.24,保本平仓,-0.6748,2023
1867,B_新策略_回调突破线,2023-02-09 08:00,做空,22662.9,22662.9,否,0.0,263.88,1.164,22511.6,22662.9,22926.78,19943.35,2023-02-12 04:00,21806.49,17,3.2454,3.779,5.55,KAMA跟踪,3.2454,2023
1868,B_新策略_回调突破线,2023-02-05 20:00,做空,23211.0,23211.0,是,0.0,262.58,1.131,23094.2,23211.0,23473.58,20425.68,2023-02-07 00:00,23057.83,7,0.5833,0.66,2.632,KAMA跟踪,0.5833,2023
1869,B_新策略_回调突破线,2023-02-02 00:00,做多,23330.0,23330.0,是,0.0,304.7,1.306,23379.9,23330.0,23025.3,28462.6,2023-02-02 20:00,23551.36,5,0.7265,0.949,4.078,KAMA跟踪,0.7265,2023
1870,B_新策略_回调突破线,2023-01-31 00:00,做空,22930.0,23473.7,是,2.371,333.93,1.456,22783.7,23473.7,23807.63,20656.86,2023-02-01 04:00,23232.55,7,0.7222,1.027,4.215,KAMA跟踪,-0.1129,2023
1871,B_新策略_回调突破线,2023-01-29 08:00,做多,23185.0,23185.0,是,0.0,304.24,1.312,23190.0,23185.0,22880.76,28285.7,2023-01-30 16:00,23462.87,8,0.9133,1.198,3.354,KAMA跟踪,0.9133,2023
1872,B_新策略_回调突破线,2023-01-27 08:00,做空,22843.8,22843.8,是,0.0,357.94,1.567,22762.2,22843.8,23201.74,20102.54,2023-01-28 00:00,22928.8,4,-0.2375,-0.372,0.411,保本平仓,-0.2375,2023
1873,B_新策略_回调突破线,2023-01-25 04:00,做空,22677.9,22756.1,是,0.345,358.71,1.582,22627.4,22756.1,23114.81,20025.37,2023-01-26 00:00,22756.1,5,0.0,0.0,1.958,保本平仓,0.0,2023
1874,B_新策略_回调突破线,2023-01-21 00:00,做多,21250.0,21223.2,是,0.126,319.6,1.504,21494.2,21223.2,20903.6,25892.3,2023-01-22 04:00,22729.49,7,4.713,7.097,10.21,KAMA跟踪,4.6291,2023
1875,B_新策略_回调突破线,2023-01-16 08:00,做多,21073.8,21012.0,是,0.293,338.38,1.606,21084.3,21012.0,20673.62,25634.64,2023-01-16 16:00,20673.62,2,-1.0,-1.61,1.256,ATR止损,-1.0,2023
1876,B_新策略_回调突破线,2023-01-12 00:00,做多,17500.0,17500.0,是,0.0,102.85,0.588,17540.6,17500.0,17397.15,21350.0,2023-01-14 08:00,21350.0,14,37.435,22.0,23.109,固定止盈,37.435,2023
1877,B_新策略_回调突破线,2023-01-11 00:00,做多,17387.8,17387.8,是,0.0,100.23,0.576,17424.1,17387.8,17287.57,21213.12,2023-01-11 20:00,17387.8,5,0.0,0.0,0.645,保本平仓,0.0,2023
1878,B_新策略_回调突破线,2023-01-07 00:00,做多,16867.8,16867.8,是,0.0,95.95,0.569,16932.6,16867.8,16771.85,20578.72,2023-01-10 04:00,17124.63,19,2.6768,1.523,3.083,KAMA跟踪,2.6768,2023
1879,B_新策略_回调突破线,2023-01-06 16:00,做空,16740.4,16740.4,是,0.0,90.12,0.538,16731.4,16740.4,16830.52,14731.55,2023-01-06 20:00,16830.52,1,-1.0,-0.538,0.452,ATR止损,-1.0,2023
1880,B_新策略_回调突破线,2023-01-04 08:00,做多,16774.0,16774.0,是,0.0,89.7,0.535,16855.9,16774.0,16684.3,20464.28,2023-01-05 04:00,16774.0,5,0.0,0.0,1.256,保本平仓,0.0,2023
1881,B_新策略_回调突破线,2023-01-02 08:00,做多,16618.8,16557.1,是,0.371,86.86,0.523,16654.6,16557.1,16470.24,20199.66,2023-01-03 04:00,16689.37,5,1.5227,0.799,1.461,KAMA跟踪,0.8124,2023
1882,B_新策略_回调突破线,2022-12-30 12:00,做空,16514.6,16514.6,是,0.0,102.22,0.619,16467.5,16514.6,16616.82,14532.85,2022-12-31 04:00,16520.8,4,-0.0607,-0.038,1.178,保本平仓,-0.0607,2022
1883,B_新策略_回调突破线,2022-12-29 04:00,做空,16541.0,16541.0,是,0.0,109.94,0.665,16539.0,16541.0,16650.94,14556.08,2022-12-29 20:00,16593.8,4,-0.4803,-0.319,0.338,保本平仓,-0.4803,2022
1884,B_新策略_回调突破线,2022-12-28 00:00,做空,16723.2,16792.0,是,0.411,98.64,0.59,16681.3,16792.0,16890.64,14776.96,2022-12-28 20:00,16748.78,5,0.4382,0.257,1.495,KAMA跟踪,0.0,2022
1885,B_新策略_回调突破线,2022-12-25 20:00,做空,16788.0,16788.0,否,0.0,106.17,0.632,16784.1,16788.0,16894.17,14773.44,2022-12-26 12:00,16887.2,4,-0.9344,-0.591,0.384,保本平仓,-0.9344,2022
1886,B_新策略_回调突破线,2022-12-22 20:00,做空,16694.2,16694.2,是,0.0,156.72,0.939,16631.5,16694.2,16850.92,14690.9,2022-12-23 08:00,16850.92,3,-1.0,-0.939,0.827,ATR止损,-1.0,2022
1887,B_新策略_回调突破线,2022-12-20 20:00,做多,16880.2,16757.7,是,0.726,182.36,1.08,16910.9,16757.7,16575.34,20444.39,2022-12-21 20:00,16757.7,6,0.0,0.0,1.013,保本平仓,-0.2758,2022
1888,B_新策略_回调突破线,2022-12-20 00:00,做空,16620.4,16620.4,是,0.0,155.69,0.937,16549.3,16620.4,16776.09,14625.95,2022-12-20 08:00,16776.09,2,-1.0,-0.937,2.469,ATR止损,-1.0,2022
1889,B_新策略_回调突破线,2022-12-15 20:00,做空,17560.0,17560.0,是,0.0,183.81,1.047,17424.0,17560.0,17743.81,15452.8,2022-12-19 04:00,16794.06,20,4.167,4.362,5.916,KAMA跟踪,4.167,2022
1890,B_新策略_回调突破线,2022-12-13 16:00,做多,17237.9,17237.9,是,0.0,117.37,0.681,17436.8,17237.9,17120.53,21030.24,2022-12-15 00:00,17839.31,8,5.1242,3.489,6.742,KAMA跟踪,5.1242,2022
1891,B_新策略_回调突破线,2022-12-12 04:00,做空,17081.0,17081.0,是,0.0,113.63,0.665,17077.3,17081.0,17194.63,15031.28,2022-12-13 04:00,17060.39,6,0.1814,0.121,1.265,KAMA跟踪,0.1814,2022
1892,B_新策略_回调突破线,2022-12-09 00:00,做多,16948.7,16880.0,是,0.405,147.73,0.872,17241.9,16880.0,16732.27,20593.6,2022-12-09 20:00,17149.23,5,1.8224,1.595,2.876,KAMA跟踪,1.3574,2022
1893,B_新策略_回调突破线,2022-12-07 12:00,做空,16899.9,16899.9,是,0.0,156.5,0.926,16755.4,16899.9,17056.4,14871.91,2022-12-08 20:00,16899.9,8,0.0,0.0,1.449,保本平仓,0.0,2022
1894,B_新策略_回调突破线,2022-12-06 00:00,做空,16965.1,16965.1,是,0.0,173.04,1.02,16919.5,16965.1,17138.14,14929.29,2022-12-06 16:00,16993.7,4,-0.1653,-0.169,0.43,保本平仓,-0.1653,2022
1895,B_新策略_回调突破线,2022-12-05 00:00,做多,17075.9,17075.9,是,0.0,159.9,0.936,17077.6,17075.9,16916.0,20832.6,2022-12-05 20:00,17115.37,5,0.2469,0.231,2.074,KAMA跟踪,0.2469,2022
1896,B_新策略_回调突破线,2022-12-04 04:00,做空,16881.4,16881.4,是,0.0,165.37,0.98,16879.5,16881.4,17046.77,14855.63,2022-12-04 12:00,17046.77,2,-1.0,-0.98,0.043,ATR止损,-1.0,2022
1897,B_新策略_回调突破线,2022-11-29 12:00,做多,16390.4,16390.4,是,0.0,188.6,1.151,16455.9,16390.4,16201.8,19996.29,2022-12-01 20:00,17011.36,14,3.2925,3.789,5.845,KAMA跟踪,3.2925,2022
1898,B_新策略_回调突破线,2022-11-28 08:00,做空,16396.0,16441.0,是,0.274,176.36,1.076,16168.9,16441.0,16617.36,14468.08,2022-11-29 00:00,16334.5,4,0.6039,0.648,2.779,KAMA跟踪,0.3487,2022
1899,B_新策略_回调突破线,2022-11-23 08:00,做多,16309.0,15960.0,是,2.14,277.98,1.704,16577.9,15960.0,15682.02,19471.2,2022-11-25 12:00,16428.9,13,1.6868,2.938,5.263,KAMA跟踪,0.4313,2022
1900,B_新策略_回调突破线,2022-11-20 16:00,做空,16574.1,16574.1,是,0.0,242.2,1.461,16517.5,16574.1,16816.3,14585.21,2022-11-22 20:00,15930.3,13,2.6581,3.884,6.823,KAMA跟踪,2.6581,2022
1901,B_新策略_回调突破线,2022-11-18 08:00,做多,16741.7,16741.7,是,0.0,361.8,2.161,16845.6,16741.7,16379.9,20424.87,2022-11-19 00:00,16686.7,4,-0.152,-0.329,0.685,保本平仓,-0.152,2022
1902,B_新策略_回调突破线,2022-11-16 20:00,做空,16606.0,16606.0,是,0.0,436.59,2.629,16424.1,16606.0,17042.59,14613.28,2022-11-17 12:00,16606.0,4,0.0,0.0,1.29,保本平仓,0.0,2022
