止盈配置,信号时间,年份,月份,方向,突破基准价,回调高点价,回调高点时间,是否有回调高点,回调偏移(%),信号K收盘价,ATR,ATR%,初始止损价,止盈目标价,日线EMA70,偏离度_突破K(%),偏离度_前一K(%),出场时间,出场价,出场原因,涨跌幅_回调高点(%),涨跌幅_突破线(%),R值,MFE_回调高点(%),MFE_突破线(%),MFE的R值,MFE是否≥10%(回调高点),MFE是否≥10%(突破线),MFE是否≥8%(回调高点),持仓K线数,持仓小时
12%,2023-02-19 20:00,2023,2,做多,24887.5,24887.5,2023-02-19 00:00,是,0.0,24929.7,379.44,1.52,24508.06,27874.0,21012.59,18.64,17.38,2023-02-20 00:00,24508.06,ATR止损,-1.52,-1.52,-1.0,1.26,1.26,0.82,否,否,否,1,4
12%,2023-02-22 20:00,2023,2,做空,23851.5,23851.5,2023-02-22 08:00,是,0.0,23707.8,420.68,1.76,24272.18,20989.32,21297.58,11.32,13.42,2023-02-23 08:00,24272.18,ATR止损,-1.76,-1.76,-1.0,1.17,1.17,0.66,否,否,否,3,12
12%,2023-02-24 20:00,2023,2,做空,23590.0,23750.0,2023-02-24 04:00,是,0.68,23337.2,411.1,1.74,24001.1,20900.0,21422.51,8.94,11.45,2023-02-26 04:00,23149.0,KAMA跟踪止盈,2.53,1.87,1.07,4.42,3.77,2.16,否,否,否,8,32
12%,2023-02-26 16:00,2023,2,做多,23243.2,23147.6,2023-02-25 16:00,是,0.41,23244.2,358.92,1.54,22884.28,25925.31,21529.49,7.96,7.49,2023-02-27 16:00,23338.59,KAMA跟踪止盈,0.83,0.41,0.27,2.28,1.86,1.2,否,否,否,6,24
12%,2023-03-01 12:00,2023,3,做多,23592.8,23592.8,2023-03-01 00:00,是,0.0,23709.6,338.1,1.43,23254.7,26423.94,21684.07,9.34,8.06,2023-03-02 04:00,23592.8,保本平仓,0.0,0.0,0.0,1.82,1.82,1.27,否,否,否,4,16
12%,2023-03-03 08:00,2023,3,做空,23183.0,23183.0,2023-03-02 20:00,是,0.0,22306.3,318.3,1.37,23501.3,20401.04,21751.16,2.55,7.93,2023-03-05 08:00,22370.49,KAMA跟踪止盈,3.5,3.5,2.55,4.58,4.58,3.34,否,否,否,12,48
12%,2023-03-09 04:00,2023,3,做空,21800.0,21800.0,2023-03-08 12:00,是,0.0,21695.4,254.84,1.17,22054.84,19184.0,21810.68,-0.53,0.84,2023-03-09 20:00,21800.0,保本平仓,0.0,0.0,0.0,1.33,1.33,1.13,否,否,否,4,16
12%,2023-03-10 00:00,2023,3,做空,21511.1,21540.5,2023-03-09 04:00,是,0.14,20845.6,256.01,1.19,21767.11,18955.64,21769.48,-4.24,-0.61,2023-03-10 20:00,20190.0,KAMA跟踪止盈,6.27,6.14,5.16,9.37,9.25,7.77,否,否,是,5,20
12%,2023-03-11 08:00,2023,3,做多,20351.8,20351.8,2023-03-10 08:00,是,0.0,20381.2,359.41,1.77,19992.39,22794.02,21687.64,-6.02,-7.29,2023-03-11 12:00,19992.39,ATR止损,-1.77,-1.77,-1.0,0.36,0.36,0.2,否,否,否,1,4
12%,2023-03-13 00:00,2023,3,做多,20531.0,20490.0,2023-03-12 08:00,是,0.2,20770.5,335.47,1.63,20195.53,22948.8,21696.05,-4.27,-6.21,2023-03-13 20:00,22948.8,固定止盈,12.0,11.78,7.21,19.65,19.42,11.88,是,是,是,5,20
12%,2023-03-14 20:00,2023,3,做多,24850.0,24517.2,2023-03-13 20:00,是,1.34,25911.3,565.17,2.27,24284.83,27459.26,21846.52,18.61,13.28,2023-03-15 00:00,24284.83,ATR止损,-0.95,-2.27,-1.0,6.15,4.73,2.08,否,否,否,1,4
12%,2023-03-17 08:00,2023,3,做多,25167.9,25167.9,2023-03-17 08:00,否,0.0,25769.9,649.42,2.58,24518.48,28188.05,22153.52,16.32,13.58,2023-03-19 00:00,27000.18,KAMA跟踪止盈,7.28,7.28,2.82,10.31,10.31,4.0,是,是,是,10,40
12%,2023-03-20 00:00,2023,3,做多,27799.9,27453.3,2023-03-19 04:00,是,1.25,28245.3,649.02,2.33,27150.88,30747.7,22447.09,25.83,22.66,2023-03-20 08:00,27150.88,ATR止损,-1.1,-2.33,-1.0,3.44,2.15,0.92,否,否,否,2,8
12%,2023-03-22 20:00,2023,3,做多,28460.0,28286.3,2023-03-22 08:00,是,0.61,28586.2,591.14,2.08,27868.86,31680.66,22876.3,24.96,22.89,2023-03-23 00:00,27868.86,ATR止损,-1.48,-2.08,-1.0,2.1,1.48,0.71,否,否,否,1,4
12%,2023-03-26 16:00,2023,3,做多,27788.0,27721.0,2023-03-26 00:00,是,0.24,27852.1,547.09,1.97,27240.91,31047.52,23405.68,19.0,17.46,2023-03-27 08:00,27788.0,保本平仓,0.24,0.0,0.0,1.68,1.44,0.73,否,否,否,4,16
12%,2023-03-27 20:00,2023,3,做空,27590.6,27590.6,2023-03-27 00:00,是,0.0,26887.3,492.39,1.78,28082.99,24279.73,23510.08,14.36,18.59,2023-03-29 00:00,27319.06,KAMA跟踪止盈,0.98,0.98,0.55,3.55,3.55,1.99,否,否,否,7,28
12%,2023-03-29 12:00,2023,3,做多,27500.0,27500.0,2023-03-29 00:00,是,0.0,28077.7,497.29,1.81,27002.71,30800.0,23748.47,18.23,15.18,2023-03-30 20:00,28370.09,KAMA跟踪止盈,3.16,3.16,1.75,6.13,6.13,3.39,否,否,否,8,32
12%,2023-03-31 00:00,2023,3,做空,28066.0,28066.0,2023-03-30 08:00,是,0.0,27971.3,505.51,1.8,28571.51,24698.08,23868.65,17.19,18.49,2023-03-31 20:00,28066.0,保本平仓,0.0,0.0,0.0,2.02,2.02,1.12,否,否,否,5,20
12%,2023-04-02 20:00,2023,4,做空,28180.0,28259.2,2023-04-02 00:00,是,0.28,28110.2,390.69,1.39,28570.69,24868.1,24236.83,15.98,16.95,2023-04-03 16:00,28143.96,KAMA跟踪止盈,0.41,0.13,0.09,2.5,2.23,1.61,否,否,否,5,20
12%,2023-04-05 08:00,2023,4,做多,28450.0,28392.5,2023-04-04 20:00,是,0.2,28536.1,415.81,1.46,28034.19,31799.6,24548.86,16.24,15.18,2023-04-05 20:00,28034.19,ATR止损,-1.26,-1.46,-1.0,1.23,1.02,0.7,否,否,否,3,12
12%,2023-04-08 12:00,2023,4,做多,28069.9,27981.1,2023-04-07 20:00,是,0.32,28073.8,329.17,1.17,27740.73,31338.83,24827.87,13.07,12.8,2023-04-09 04:00,28069.9,保本平仓,0.32,0.0,0.0,0.45,0.13,0.11,否,否,否,4,16
12%,2023-04-10 00:00,2023,4,做多,28078.1,28055.0,2023-04-09 12:00,是,0.08,28132.4,268.59,0.96,27809.51,31421.6,24925.94,12.86,11.83,2023-04-12 04:00,30005.59,KAMA跟踪止盈,6.95,6.86,7.18,8.94,8.85,9.26,否,否,是,13,52
12%,2023-04-14 08:00,2023,4,做多,30648.9,30648.9,2023-04-13 20:00,是,0.0,30684.6,357.3,1.17,30291.6,34326.77,25616.14,19.79,19.18,2023-04-14 20:00,30291.6,ATR止损,-1.17,-1.17,-1.0,1.34,1.34,1.15,否,否,否,3,12
12%,2023-04-17 08:00,2023,4,做空,30102.0,30142.5,2023-04-16 20:00,是,0.13,29966.5,292.76,0.97,30394.76,26525.4,25975.23,15.37,17.05,2023-04-18 12:00,29677.49,KAMA跟踪止盈,1.54,1.41,1.45,3.53,3.4,3.5,否,否,否,7,28
12%,2023-04-18 16:00,2023,4,做多,29913.6,29565.0,2023-04-18 00:00,是,1.17,30369.7,315.81,1.06,29597.79,33112.8,26098.91,16.36,14.02,2023-04-19 16:00,29913.6,保本平仓,1.18,0.0,0.0,3.09,1.89,1.79,否,否,否,6,24
12%,2023-04-20 04:00,2023,4,做空,28800.0,28800.0,2023-04-19 16:00,是,0.0,28795.1,384.97,1.34,29184.97,25344.0,26174.86,10.01,11.6,2023-04-20 20:00,28800.0,保本平仓,0.0,0.0,0.0,1.74,1.74,1.3,否,否,否,4,16
12%,2023-04-21 00:00,2023,4,做空,28300.0,28520.2,2023-04-20 08:00,是,0.78,28091.2,410.46,1.45,28710.46,25097.78,26232.75,7.08,8.61,2023-04-21 20:00,28295.99,KAMA跟踪止盈,0.79,0.01,0.01,2.53,1.77,1.22,否,否,否,5,20
12%,2023-04-22 00:00,2023,4,做空,27800.0,27800.0,2023-04-21 12:00,是,0.0,27273.6,411.44,1.48,28211.44,24464.0,26261.47,3.85,6.74,2023-04-22 20:00,27516.3,KAMA跟踪止盈,1.02,1.02,0.69,2.52,2.52,1.7,否,否,否,5,20
12%,2023-04-23 04:00,2023,4,做多,27780.0,27400.0,2023-04-22 04:00,是,1.37,27807.2,387.3,1.39,27392.7,30688.0,26305.02,5.71,4.94,2023-04-23 08:00,27392.7,ATR止损,-0.03,-1.39,-1.0,1.49,0.1,0.07,否,否,否,1,4
12%,2023-04-26 00:00,2023,4,做多,27583.6,27583.6,2023-04-25 08:00,是,0.0,27596.1,370.94,1.34,27212.66,30893.63,26427.3,4.42,3.41,2023-04-27 00:00,28595.84,KAMA跟踪止盈,3.67,3.67,2.73,8.94,8.94,6.64,否,否,是,6,24
12%,2023-04-30 20:00,2023,4,做多,29385.0,29300.0,2023-04-30 00:00,是,0.29,29644.2,409.93,1.4,28975.07,32816.0,26786.58,10.67,8.95,2023-05-01 08:00,28975.07,ATR止损,-1.11,-1.4,-1.0,1.91,1.62,1.16,否,否,否,3,12
12%,2023-05-01 20:00,2023,5,做空,28200.0,28200.0,2023-05-01 20:00,否,0.0,28158.3,450.62,1.6,28650.62,24816.0,26822.29,4.98,6.29,2023-05-02 20:00,28200.0,保本平仓,0.0,0.0,0.0,1.95,1.95,1.22,否,否,否,6,24
12%,2023-05-04 04:00,2023,5,做多,28820.0,28820.0,2023-05-03 04:00,是,0.0,29018.4,435.07,1.51,28384.93,32278.4,26934.36,7.74,5.1,2023-05-04 20:00,28820.0,保本平仓,0.0,0.0,0.0,1.94,1.94,1.29,否,否,否,4,16
12%,2023-05-06 20:00,2023,5,做空,28618.3,29304.0,2023-05-06 00:00,是,2.4,28557.9,408.78,1.43,29027.08,25787.52,27108.31,5.35,7.95,2023-05-07 08:00,29027.08,ATR止损,0.94,-1.43,-1.0,2.68,0.35,0.24,否,否,否,3,12
12%,2023-05-08 04:00,2023,5,做空,28620.2,28691.2,2023-05-07 16:00,是,0.25,28419.4,391.2,1.37,29011.4,25248.26,27145.24,4.69,6.44,2023-05-10 04:00,27757.0,KAMA跟踪止盈,3.26,3.02,2.21,5.02,4.79,3.5,否,否,否,12,48
12%,2023-05-10 20:00,2023,5,做多,27848.7,27848.7,2023-05-10 08:00,是,0.0,28141.2,371.51,1.33,27477.19,31190.54,27183.99,3.52,1.75,2023-05-11 00:00,27477.19,ATR止损,-1.33,-1.33,-1.0,1.58,1.58,1.19,否,否,否,1,4
12%,2023-05-12 08:00,2023,5,做空,26688.8,26688.8,2023-05-12 08:00,否,0.0,26574.8,440.38,1.65,27129.18,23486.14,27166.52,-2.18,-0.81,2023-05-13 04:00,26637.61,KAMA跟踪止盈,0.19,0.19,0.12,3.51,3.51,2.13,否,否,否,5,20
12%,2023-05-14 20:00,2023,5,做多,27051.5,26928.6,2023-05-14 04:00,是,0.45,27071.4,360.37,1.33,26691.13,30160.03,27148.01,-0.28,-1.3,2023-05-16 08:00,27051.5,保本平仓,0.46,0.0,0.0,2.68,2.21,1.66,否,否,否,9,36
12%,2023-05-17 12:00,2023,5,做空,26862.0,26862.0,2023-05-17 00:00,是,0.0,26831.9,328.81,1.22,27190.81,23638.56,27151.74,-1.18,-0.37,2023-05-18 00:00,27190.81,ATR止损,-1.22,-1.22,-1.0,1.25,1.25,1.02,否,否,否,3,12
12%,2023-05-19 00:00,2023,5,做空,26730.0,26730.0,2023-05-18 00:00,是,0.0,26719.3,331.83,1.24,27061.83,23522.4,27142.09,-1.56,-0.25,2023-05-19 16:00,26730.0,保本平仓,0.0,0.0,0.0,0.22,0.22,0.18,否,否,否,4,16
12%,2023-05-21 00:00,2023,5,做多,26969.8,26913.7,2023-05-20 04:00,是,0.21,27054.3,276.85,1.03,26692.95,30143.34,27133.17,-0.29,-0.73,2023-05-21 16:00,27012.36,KAMA跟踪止盈,0.37,0.16,0.15,1.39,1.18,1.15,否,否,否,4,16
12%,2023-05-22 04:00,2023,5,做空,26750.0,26750.0,2023-05-21 16:00,是,0.0,26732.8,253.63,0.95,27003.63,23540.0,27121.89,-1.43,-0.86,2023-05-22 20:00,26750.0,保本平仓,0.0,0.0,0.0,0.93,0.93,0.99,否,否,否,4,16
12%,2023-05-23 08:00,2023,5,做多,27097.8,27097.8,2023-05-22 20:00,是,0.0,27354.6,247.75,0.91,26850.05,30349.54,27116.66,0.88,-1.01,2023-05-24 00:00,27103.92,KAMA跟踪止盈,0.02,0.02,0.02,1.59,1.59,1.73,否,否,否,4,16
12%,2023-05-24 08:00,2023,5,做空,26782.6,26782.6,2023-05-23 08:00,是,0.0,26770.0,251.45,0.94,27034.05,23568.69,27094.04,-1.2,0.34,2023-05-25 20:00,26406.18,KAMA跟踪止盈,1.41,1.41,1.5,3.48,3.48,3.71,否,否,否,9,36
12%,2023-05-26 20:00,2023,5,做多,26644.0,26545.8,2023-05-26 04:00,是,0.37,26737.5,271.56,1.02,26372.44,29731.3,27065.35,-1.21,-2.27,2023-05-27 20:00,26644.0,保本平仓,0.37,0.0,0.0,1.07,0.69,0.68,否,否,否,6,24
12%,2023-05-28 08:00,2023,5,做多,26890.0,26776.4,2023-05-27 12:00,是,0.42,27174.4,246.74,0.92,26643.26,29989.57,27087.12,0.32,-0.8,2023-05-29 20:00,27724.61,KAMA跟踪止盈,3.54,3.1,3.38,6.22,5.77,6.29,否,否,否,9,36
12%,2023-05-30 16:00,2023,5,做多,27966.7,27945.4,2023-05-29 20:00,是,0.08,28005.9,292.24,1.04,27674.46,31298.85,27121.2,3.26,2.21,2023-05-30 20:00,27674.46,ATR止损,-0.97,-1.04,-1.0,0.25,0.17,0.16,否,否,否,1,4
12%,2023-05-31 12:00,2023,5,做空,27530.0,27530.0,2023-05-31 00:00,是,0.0,27150.4,295.89,1.07,27825.89,24226.4,27123.45,0.1,1.93,2023-06-02 12:00,27136.73,KAMA跟踪止盈,1.43,1.43,1.33,3.82,3.82,3.56,否,否,否,12,48
12%,2023-06-03 20:00,2023,6,做多,27290.0,27230.4,2023-06-03 08:00,是,0.22,27292.7,284.0,1.04,27006.0,30498.05,27115.92,0.65,0.02,2023-06-04 00:00,27006.0,ATR止损,-0.82,-1.04,-1.0,0.3,0.08,0.08,否,否,否,1,4
12%,2023-06-05 08:00,2023,6,做空,26935.3,27110.0,2023-06-04 16:00,是,0.65,26835.9,254.61,0.95,27189.91,23856.8,27076.07,-0.89,-0.05,2023-06-06 20:00,25848.69,KAMA跟踪止盈,4.65,4.03,4.27,6.6,5.99,6.34,否,否,否,9,36
12%,2023-06-07 00:00,2023,6,做多,26139.0,25850.0,2023-06-06 04:00,是,1.11,27073.2,310.7,1.19,25828.3,28952.0,27080.17,-0.03,-3.8,2023-06-08 04:00,26161.77,KAMA跟踪止盈,1.21,0.09,0.07,5.97,4.8,4.04,否,否,否,7,28
12%,2023-06-10 12:00,2023,6,做空,26250.0,26411.4,2023-06-09 12:00,是,0.61,25637.2,320.89,1.22,26570.89,23242.03,26992.79,-5.02,-2.52,2023-06-12 00:00,25847.98,KAMA跟踪止盈,2.13,1.53,1.25,4.21,3.62,2.96,否,否,否,9,36
12%,2023-06-13 16:00,2023,6,做多,26155.5,25983.2,2023-06-12 20:00,是,0.66,26178.1,308.09,1.18,25847.41,29101.18,26903.65,-2.7,-3.14,2023-06-13 20:00,25847.41,ATR止损,-0.52,-1.18,-1.0,1.72,1.05,0.89,否,否,否,1,4
12%,2023-06-15 04:00,2023,6,做空,25750.0,25820.0,2023-06-14 12:00,是,0.27,25115.9,288.03,1.12,26038.03,22721.6,26853.29,-6.47,-3.7,2023-06-16 00:00,25289.78,KAMA跟踪止盈,2.05,1.79,1.6,4.04,3.78,3.38,否,否,否,5,20
12%,2023-06-16 20:00,2023,6,做多,25750.0,25750.0,2023-06-16 04:00,是,0.0,25832.4,307.84,1.2,25442.16,28840.0,26804.03,-3.62,-5.0,2023-06-19 04:00,26412.76,KAMA跟踪止盈,2.57,2.57,2.15,4.47,4.47,3.74,否,否,否,14,56
12%,2023-06-21 00:00,2023,6,做多,27177.3,27177.3,2023-06-20 08:00,是,0.0,27973.8,304.05,1.12,26873.25,30438.58,26826.32,4.28,0.85,2023-06-22 00:00,30438.58,固定止盈,12.0,12.0,10.73,13.41,13.41,11.99,是,是,是,6,24
12%,2023-06-23 20:00,2023,6,做多,30353.9,30260.0,2023-06-23 04:00,是,0.31,31232.9,435.57,1.43,29918.33,33891.2,27102.28,15.24,11.15,2023-06-24 20:00,30353.9,保本平仓,0.31,0.0,0.0,3.9,3.58,2.49,否,否,否,6,24
12%,2023-06-27 16:00,2023,6,做多,30667.3,30667.3,2023-06-26 20:00,是,0.0,30720.1,405.42,1.32,30261.88,34347.38,27467.35,11.84,10.69,2023-06-28 08:00,30667.3,保本平仓,0.0,0.0,0.0,1.08,1.08,0.82,否,否,否,4,16
12%,2023-06-28 12:00,2023,6,做空,30222.5,30351.0,2023-06-27 20:00,是,0.43,30176.0,405.2,1.34,30627.7,26708.88,27540.56,9.57,10.53,2023-06-29 08:00,30222.5,保本平仓,0.42,0.0,0.0,1.8,1.38,1.03,否,否,否,5,20
12%,2023-06-29 16:00,2023,6,做多,30485.0,30457.0,2023-06-29 00:00,是,0.09,30660.6,390.45,1.28,30094.55,34111.84,27622.23,11.0,9.82,2023-06-30 08:00,30485.0,保本平仓,0.09,0.0,0.0,1.38,1.28,1.0,否,否,否,4,16
12%,2023-06-30 20:00,2023,6,做空,30222.0,30337.4,2023-06-30 08:00,是,0.38,30052.0,402.75,1.33,30624.75,26696.91,27702.17,8.48,11.54,2023-07-01 00:00,30624.75,ATR止损,-0.95,-1.33,-1.0,1.41,1.04,0.78,否,否,否,1,4
12%,2023-07-03 20:00,2023,7,做多,30800.0,30798.3,2023-07-03 08:00,是,0.01,31068.0,325.71,1.06,30474.29,34494.1,27955.34,11.13,9.53,2023-07-04 12:00,30863.4,KAMA跟踪止盈,0.21,0.21,0.19,1.94,1.93,1.83,否,否,否,4,16
12%,2023-07-05 00:00,2023,7,做空,30810.2,30810.2,2023-07-04 00:00,是,0.0,30685.3,337.23,1.09,31147.43,27112.98,28034.23,9.46,10.43,2023-07-06 12:00,30656.94,KAMA跟踪止盈,0.5,0.5,0.45,2.06,2.06,1.88,否,否,否,9,36
12%,2023-07-11 00:00,2023,7,做多,30359.7,30235.0,2023-07-10 08:00,是,0.41,30824.5,267.52,0.88,30092.18,33863.2,28383.57,8.6,6.74,2023-07-11 16:00,30460.54,KAMA跟踪止盈,0.75,0.33,0.38,2.66,2.24,2.54,否,否,否,4,16
12%,2023-07-13 00:00,2023,7,做空,30383.9,30485.0,2023-07-12 08:00,是,0.33,30268.1,307.61,1.01,30691.51,26826.8,28500.41,6.2,7.05,2023-07-13 16:00,30383.9,保本平仓,0.33,0.0,0.0,0.87,0.54,0.53,否,否,否,4,16
12%,2023-07-14 00:00,2023,7,做多,31205.3,30529.0,2023-07-13 00:00,是,2.17,31600.6,314.34,1.01,30890.96,34192.48,28583.26,10.56,8.16,2023-07-14 16:00,31205.3,保本平仓,2.22,0.0,0.0,3.82,1.57,1.55,否,否,否,4,16
12%,2023-07-15 00:00,2023,7,做空,30700.0,30993.8,2023-07-14 04:00,是,0.96,30099.9,361.56,1.18,31061.56,27274.54,28631.43,5.13,9.1,2023-07-16 20:00,30412.38,KAMA跟踪止盈,1.88,0.94,0.8,3.32,2.39,2.03,否,否,否,11,44
12%,2023-07-18 00:00,2023,7,做空,29910.0,30110.6,2023-07-17 04:00,是,0.67,29870.0,284.08,0.95,30194.08,26497.33,28760.7,3.86,4.88,2023-07-18 04:00,30194.08,ATR止损,-0.28,-0.95,-1.0,0.82,0.15,0.16,否,否,否,1,4
12%,2023-07-20 12:00,2023,7,做多,30178.5,30088.1,2023-07-20 00:00,是,0.3,30195.5,284.78,0.94,29893.72,33698.67,28849.65,4.67,3.77,2023-07-20 20:00,29893.72,ATR止损,-0.65,-0.94,-1.0,1.1,0.8,0.85,否,否,否,2,8
12%,2023-07-23 04:00,2023,7,做空,29783.6,29819.4,2023-07-22 04:00,是,0.12,29783.5,238.54,0.8,30022.14,26241.07,28904.47,3.04,3.17,2023-07-23 20:00,29783.6,保本平仓,0.12,0.0,0.0,0.34,0.22,0.27,否,否,否,4,16
12%,2023-07-24 00:00,2023,7,做多,29974.6,29974.6,2023-07-23 12:00,是,0.0,30083.1,215.48,0.72,29759.12,33571.55,28937.33,3.96,3.28,2023-07-24 08:00,29759.12,ATR止损,-0.72,-0.72,-1.0,0.54,0.54,0.74,否,否,否,2,8
12%,2023-07-24 16:00,2023,7,做空,29639.7,29836.2,2023-07-23 20:00,是,0.66,29259.6,238.52,0.8,29878.22,26255.86,28943.71,1.09,3.02,2023-07-26 08:00,29343.73,KAMA跟踪止盈,1.65,1.0,1.24,3.37,2.73,3.39,否,否,否,10,40
12%,2023-07-28 00:00,2023,7,做空,29172.0,29286.2,2023-07-27 08:00,是,0.39,29152.6,234.73,0.8,29406.73,25771.86,28969.19,0.63,1.07,2023-07-28 16:00,29172.0,保本平仓,0.39,0.0,0.0,0.59,0.2,0.25,否,否,否,4,16
12%,2023-07-31 00:00,2023,7,做空,29211.2,29276.0,2023-07-30 00:00,是,0.22,29187.2,165.53,0.57,29376.73,25762.88,28996.62,0.66,1.17,2023-07-31 08:00,29376.73,ATR止损,-0.34,-0.57,-1.0,0.92,0.7,1.24,否,否,否,2,8
12%,2023-08-01 08:00,2023,8,做空,29100.0,29250.0,2023-07-31 08:00,是,0.52,28820.1,176.84,0.61,29276.84,25740.0,29022.6,-0.7,0.75,2023-08-02 00:00,29100.0,保本平仓,0.51,0.0,0.0,2.39,1.89,3.11,否,否,否,4,16
12%,2023-08-02 04:00,2023,8,做多,29337.3,29337.3,2023-08-01 08:00,是,0.0,29701.2,221.13,0.75,29116.17,32857.78,29022.6,2.34,0.83,2023-08-02 20:00,29337.3,保本平仓,0.0,0.0,0.0,2.46,2.46,3.27,否,否,否,4,16
12%,2023-08-05 00:00,2023,8,做空,29079.6,29079.6,2023-08-04 08:00,是,0.0,29021.0,234.86,0.81,29314.46,25590.05,29033.05,-0.04,0.78,2023-08-05 16:00,29079.6,保本平仓,0.0,0.0,0.0,1.03,1.03,1.28,否,否,否,4,16
12%,2023-08-07 20:00,2023,8,做空,28978.5,29005.5,2023-08-07 08:00,是,0.09,28853.2,172.26,0.59,29150.76,25524.84,29039.66,-0.64,0.16,2023-08-08 00:00,29150.76,ATR止损,-0.5,-0.59,-1.0,1.11,1.02,1.72,否,否,否,1,4
12%,2023-08-08 16:00,2023,8,做多,29330.0,29330.0,2023-08-08 16:00,否,0.0,29428.0,191.23,0.65,29138.77,32849.6,29059.92,1.27,0.4,2023-08-10 00:00,29593.91,KAMA跟踪止盈,0.9,0.9,1.38,3.14,3.14,4.81,否,否,否,8,32
12%,2023-08-14 04:00,2023,8,做空,29316.2,29343.8,2023-08-13 12:00,是,0.09,29293.3,141.79,0.48,29457.99,25822.54,29108.64,0.63,1.09,2023-08-14 12:00,29457.99,ATR止损,-0.39,-0.48,-1.0,0.93,0.84,1.74,否,否,否,2,8
12%,2023-08-14 20:00,2023,8,做多,29486.0,29463.0,2023-08-14 00:00,是,0.08,29592.9,148.56,0.5,29337.44,32998.56,29117.4,1.63,0.97,2023-08-15 00:00,29337.44,ATR止损,-0.43,-0.5,-1.0,0.76,0.68,1.35,否,否,否,1,4
12%,2023-08-16 00:00,2023,8,做空,29233.0,29323.2,2023-08-15 04:00,是,0.31,29172.4,162.37,0.56,29395.37,25804.42,29119.41,0.18,0.67,2023-08-18 04:00,25804.42,固定止盈,12.0,11.73,21.12,16.17,15.91,28.65,是,是,是,13,52
12%,2023-08-23 00:00,2023,8,做空,25900.0,25921.1,2023-08-22 00:00,是,0.08,25767.2,256.04,0.99,26156.04,22810.57,28645.66,-10.05,-9.5,2023-08-23 08:00,26156.04,ATR止损,-0.91,-0.99,-1.0,2.47,2.39,2.42,否,否,否,2,8
12%,2023-08-24 00:00,2023,8,做多,26187.0,26177.0,2023-08-23 08:00,是,0.04,26615.2,280.31,1.07,25906.69,29318.24,28582.94,-6.88,-8.57,2023-08-24 20:00,26187.0,保本平仓,0.04,0.0,0.0,2.05,2.02,1.88,否,否,否,5,20
12%,2023-08-27 20:00,2023,8,做多,26087.7,26048.5,2023-08-27 00:00,是,0.15,26110.8,202.35,0.78,25885.35,29174.32,28312.19,-7.78,-7.99,2023-08-28 12:00,26087.7,保本平仓,0.15,0.0,0.0,0.47,0.31,0.41,否,否,否,4,16
12%,2023-08-29 20:00,2023,8,做多,26244.6,26200.0,2023-08-29 08:00,是,0.17,27411.4,186.39,0.71,26058.21,29344.0,28234.57,-2.92,-8.05,2023-08-30 20:00,27086.44,KAMA跟踪止盈,3.38,3.21,4.52,7.51,7.33,10.32,否,否,否,6,24
12%,2023-08-31 20:00,2023,8,做空,26950.0,27166.0,2023-08-31 08:00,是,0.8,26909.5,284.06,1.05,27234.06,23906.08,28143.75,-4.39,-3.03,2023-09-02 20:00,25914.3,KAMA跟踪止盈,4.61,3.84,3.65,6.82,6.08,5.77,否,否,否,12,48
12%,2023-09-06 20:00,2023,9,做空,25610.0,25660.0,2023-09-06 04:00,是,0.2,25576.3,208.28,0.81,25818.28,22580.8,27778.31,-7.93,-7.4,2023-09-07 00:00,25818.28,ATR止损,-0.62,-0.81,-1.0,1.3,1.11,1.36,否,否,否,1,4
12%,2023-09-08 04:00,2023,9,做多,25971.7,25838.0,2023-09-07 12:00,是,0.51,26240.7,212.07,0.82,25759.63,28938.56,27735.0,-5.39,-6.73,2023-09-08 16:00,25759.63,ATR止损,-0.3,-0.82,-1.0,2.32,1.79,2.2,否,否,否,3,12
12%,2023-09-11 20:00,2023,9,做空,25508.7,25508.7,2023-09-11 00:00,是,0.0,25102.5,196.8,0.77,25705.5,22447.66,27513.53,-8.76,-6.98,2023-09-12 08:00,25705.5,ATR止损,-0.77,-0.77,-1.0,2.43,2.43,3.15,否,否,否,3,12
12%,2023-09-12 16:00,2023,9,做多,25989.6,25749.7,2023-09-11 20:00,是,0.92,26087.2,271.18,1.04,25718.42,28839.66,27465.99,-5.02,-6.03,2023-09-13 08:00,25989.6,保本平仓,0.93,0.0,0.0,3.22,2.27,2.18,否,否,否,4,16
12%,2023-09-14 20:00,2023,9,做多,26536.7,26536.7,2023-09-14 08:00,是,0.0,26679.9,309.28,1.17,26227.42,29721.1,27404.69,-2.64,-3.55,2023-09-15 12:00,26536.7,保本平仓,0.0,0.0,0.0,1.29,1.29,1.11,否,否,否,4,16
12%,2023-09-15 20:00,2023,9,做空,26326.0,26326.0,2023-09-14 20:00,是,0.0,26311.1,301.1,1.14,26627.1,23166.88,27381.77,-3.91,-3.53,2023-09-16 04:00,26627.1,ATR止损,-1.14,-1.14,-1.0,0.09,0.09,0.08,否,否,否,2,8
12%,2023-09-18 08:00,2023,9,做多,26614.3,26598.7,2023-09-17 20:00,是,0.06,26646.2,220.95,0.83,26393.35,29790.54,27318.01,-2.46,-3.0,2023-09-19 00:00,26799.0,KAMA跟踪止盈,0.75,0.69,0.84,3.0,2.94,3.54,否,否,否,4,16
12%,2023-09-21 00:00,2023,9,做空,26923.3,26923.3,2023-09-20 12:00,是,0.0,26916.6,286.78,1.07,27210.08,23692.5,27308.74,-1.44,-0.51,2023-09-21 04:00,27210.08,ATR止损,-1.07,-1.07,-1.0,0.08,0.08,0.08,否,否,否,1,4
