序号,信号时间,方向,6K极值,回调高点,是否有回调高点,回调高点偏移%,ATR,ATR%,突破K收盘价,突破K最低价,突破K最高价,是否成交,是否确认,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,前3K止损,MFE%,MAE%,可能错过涨幅%,可能错过R值,年份
109,2020-04-06 12:00,做多,6887.2,6839.59,是,0.691,167.68,2.435,7024.02,6839.9,7100.0,未成交,确认,6839.59,6789.29,8344.3,2020-04-07 20:00,7314.58,8,4.14,KAMA跟踪止损,是,7095.36,否,9.03,2.5,9.03,4.14,2020
110,2020-04-09 16:00,做空,7192.0,7250.0,是,0.806,157.45,2.189,7179.77,7135.97,7345.0,成交,弱突破,7250.0,7297.24,6380.0,2020-04-09 16:00,7179.77,0,0.446,弱突破平仓,否,,是,0.0,0.0,,,2020
111,2020-04-10 12:00,做空,7105.98,7105.98,是,0.0,154.76,2.178,6919.58,6860.0,7173.03,成交,确认,7105.98,7152.41,6253.26,2020-04-12 20:00,6950.62,14,-0.185,KAMA跟踪止损,是,6766.65,否,5.14,1.1,,,2020
112,2020-04-13 00:00,做多,7028.0,6908.0,是,1.707,136.05,1.936,7108.63,7007.0,7173.98,未成交,确认,6908.0,6867.19,8427.76,2020-04-13 08:00,6867.19,2,-0.3,前3K止损,否,,是,3.49,-5.07,3.49,-0.3,2020
113,2020-04-15 20:00,做空,6736.84,6793.09,是,0.835,136.35,2.024,6699.85,6672.1,6779.53,未成交,确认,6793.09,6833.99,5977.92,2020-04-16 12:00,6793.09,4,0.0,KAMA跟踪止损,否,,否,4.82,-2.82,4.82,0.0,2020
114,2020-04-16 16:00,做多,6984.7,6769.0,是,3.088,148.27,2.123,7019.97,6864.59,7172.26,未成交,确认,6769.0,6724.52,8258.18,2020-04-19 20:00,7067.97,19,2.199,KAMA跟踪止损,是,7040.85,否,7.7,2.3,7.7,2.199,2020
115,2020-04-20 16:00,做空,7055.0,7055.0,是,0.0,118.12,1.674,6964.2,6944.0,7182.0,成交,确认,7055.0,7090.44,6208.4,2020-04-22 12:00,6942.34,11,-0.533,KAMA跟踪止损,是,6766.71,否,4.52,-0.5,,,2020
116,2020-04-22 20:00,做多,6970.0,6940.0,是,0.43,121.27,1.74,7105.69,6922.0,7128.61,成交,确认,6940.0,6903.62,8466.8,2020-04-23 12:00,7026.31,4,0.712,KAMA跟踪止损,否,,否,3.43,1.15,,,2020
117,2020-04-23 20:00,做多,7178.0,7178.0,是,0.0,117.16,1.632,7528.14,7101.77,7802.38,成交,确认,7178.0,7142.85,8757.16,2020-04-24 20:00,7420.74,6,1.216,KAMA跟踪止损,是,7521.05,否,6.14,2.93,,,2020
118,2020-04-27 08:00,做多,7709.57,7709.57,是,0.0,127.13,1.649,7733.26,7631.0,7795.6,成交,弱突破,7709.57,7671.43,9405.68,2020-04-27 08:00,7733.26,0,0.186,弱突破平仓,否,,是,0.0,0.0,,,2020
119,2020-04-29 08:00,做多,7780.0,7780.0,是,0.0,108.75,1.398,7813.51,7710.0,7879.99,成交,弱突破,7780.0,7747.37,9491.6,2020-04-29 08:00,7813.51,0,0.308,弱突破平仓,否,,是,0.0,0.0,,,2020
120,2020-04-29 12:00,做多,7879.99,,否,,111.81,1.419,7943.25,7805.0,7964.4,成交,确认,7879.99,7846.45,9613.59,2020-04-30 16:00,8955.92,7,17.055,KAMA跟踪止损,是,8124.86,否,20.3,0.59,,,2020
121,2020-05-03 08:00,做多,9020.0,,否,,205.35,2.277,9139.48,8941.0,9200.0,成交,确认,9020.0,8958.4,11004.4,2020-05-03 12:00,8958.4,1,-0.3,前3K止损,否,,是,1.52,-1.26,,,2020
122,2020-05-05 12:00,做多,8954.94,,否,,198.13,2.212,9020.52,8851.64,9118.17,成交,弱突破,8954.94,8895.5,10925.03,2020-05-05 12:00,9020.52,0,0.331,弱突破平仓,否,,是,0.0,0.0,,,2020
123,2020-05-06 16:00,做多,9078.51,9078.51,是,0.0,189.4,2.086,9321.44,8994.6,9360.0,成交,确认,9078.51,9021.69,11075.78,2020-05-07 08:00,9078.51,4,0.0,KAMA跟踪止损,否,,否,3.6,-0.62,,,2020
124,2020-05-07 20:00,做多,9405.0,9379.0,是,0.276,201.13,2.139,9518.55,9265.77,9630.0,成交,确认,9379.0,9318.66,11442.38,2020-05-09 08:00,9758.2,9,1.321,KAMA跟踪止损,是,9871.77,否,7.47,1.35,,,2020
125,2020-05-09 12:00,做空,9726.0,9726.0,是,0.0,218.85,2.25,9609.65,9577.71,9888.0,成交,确认,9726.0,9791.65,8558.88,2020-05-10 00:00,9791.65,3,-0.3,前3K止损,否,,是,2.03,-0.81,,,2020
126,2020-05-10 08:00,做空,9528.23,9528.23,是,0.0,213.86,2.245,8621.65,7940.0,9580.0,成交,确认,9528.23,9592.39,8384.84,2020-05-11 00:00,8384.84,4,7.324,止盈,是,8807.73,否,13.42,6.59,,,2020
127,2020-05-11 16:00,做多,8900.2,8837.4,是,0.706,279.28,3.138,8923.21,8472.01,8988.0,成交,弱突破,8837.4,8753.62,10781.63,2020-05-11 16:00,8923.21,0,0.307,弱突破平仓,否,,是,0.0,0.0,,,2020
128,2020-05-13 16:00,做多,8981.0,8981.0,是,0.0,275.28,3.065,9034.48,8828.0,9048.66,成交,弱突破,8981.0,8898.42,10956.82,2020-05-13 16:00,9034.48,0,0.194,弱突破平仓,否,,是,0.0,0.0,,,2020
129,2020-05-13 20:00,做多,9048.66,8981.0,是,0.748,272.55,3.012,9135.32,8983.0,9180.48,未成交,确认,8981.0,8899.24,10956.82,2020-05-15 08:00,9635.85,9,2.891,KAMA跟踪止损,是,9502.66,否,10.79,0.68,10.79,2.891,2020
130,2020-05-17 20:00,做多,9572.38,9572.38,是,0.0,239.58,2.503,9818.43,9517.89,9880.0,成交,确认,9572.38,9500.51,11678.3,2020-05-18 16:00,9668.25,5,0.4,KAMA跟踪止损,否,,否,4.04,-1.28,,,2020
131,2020-05-20 20:00,做空,9555.0,9617.13,是,0.65,209.8,2.196,9410.03,9281.42,9798.0,成交,确认,9617.13,9680.07,8463.07,2020-05-22 20:00,9196.71,12,1.459,KAMA跟踪止损,是,9082.3,否,8.37,0.23,,,2020
132,2020-05-23 08:00,做多,9259.38,,否,,204.32,2.207,9280.0,9166.43,9300.0,成交,弱突破,9259.38,9198.08,11296.44,2020-05-23 08:00,9280.0,0,0.101,弱突破平仓,否,,是,0.0,0.0,,,2020
133,2020-05-24 20:00,做空,9076.9,9076.9,是,0.0,176.42,1.944,9050.0,9006.0,9176.44,成交,弱突破,9076.9,9129.83,7987.67,2020-05-24 20:00,9050.0,0,0.152,弱突破平仓,否,,是,0.0,0.0,,,2020
134,2020-05-25 04:00,做空,8851.24,,否,,177.31,2.003,8711.37,8674.0,9090.0,成交,确认,8851.24,8904.43,7789.09,2020-05-25 20:00,8851.24,4,0.0,KAMA跟踪止损,否,,否,2.57,-0.29,,,2020
135,2020-05-26 20:00,做空,8724.34,8756.6,是,0.37,176.91,2.028,8720.48,8700.0,8912.79,成交,弱突破,8756.6,8809.67,7705.81,2020-05-26 20:00,8720.48,0,0.204,弱突破平仓,否,,是,0.0,0.0,,,2020
136,2020-05-27 16:00,做多,9011.82,8912.79,是,1.099,161.26,1.789,9144.99,8841.23,9196.14,成交,确认,8912.79,8864.41,10873.6,2020-05-29 16:00,9412.18,12,4.429,KAMA跟踪止损,是,9197.32,否,7.95,1.5,,,2020
137,2020-05-31 04:00,做多,9596.0,9582.17,是,0.144,144.54,1.506,9695.0,9390.0,9753.0,成交,确认,9582.17,9538.81,11690.25,2020-05-31 12:00,9538.81,2,-0.3,前3K止损,否,,是,1.21,-0.7,,,2020
138,2020-06-02 04:00,做多,9615.0,9615.0,是,0.0,137.13,1.426,10232.48,9555.0,10497.25,成交,确认,9615.0,9573.86,11730.3,2020-06-02 20:00,9796.76,4,-0.959,KAMA跟踪止损,是,10109.99,否,6.73,-3.65,,,2020
139,2020-06-04 04:00,做多,9644.0,9548.97,是,0.985,183.37,1.901,9663.59,9556.59,9694.75,未成交,确认,9548.97,9493.96,11649.74,2020-06-04 16:00,9493.96,3,-0.3,前3K止损,否,,是,1.42,-1.14,1.42,-0.3,2020
140,2020-06-04 20:00,做多,9694.75,9684.85,是,0.102,172.61,1.78,9828.11,9602.0,9850.0,成交,确认,9684.85,9633.07,11815.52,2020-06-05 12:00,9743.43,4,0.339,KAMA跟踪止损,否,,否,2.06,0.41,,,2020
141,2020-06-07 16:00,做空,9579.0,9579.0,是,0.0,137.89,1.439,9573.97,9540.0,9678.09,成交,弱突破,9579.0,9620.37,8429.52,2020-06-07 16:00,9573.97,0,0.036,弱突破平仓,否,,是,0.0,0.0,,,2020
142,2020-06-07 20:00,做空,9540.0,9579.0,是,0.409,137.9,1.445,9495.71,9373.0,9602.74,成交,确认,9579.0,9620.37,8429.52,2020-06-08 00:00,9620.37,1,-0.3,前3K止损,否,,是,1.29,-2.55,,,2020
143,2020-06-11 00:00,做多,9832.52,9785.56,是,0.478,122.9,1.25,9855.04,9681.21,10015.99,成交,确认,9785.56,9748.69,11938.38,2020-06-11 16:00,9792.78,4,0.059,KAMA跟踪止损,否,,否,1.89,-0.31,,,2020
144,2020-06-11 20:00,做空,9681.21,9681.21,是,0.0,128.92,1.332,9525.02,9503.0,9796.88,成交,确认,9681.21,9719.89,8519.46,2020-06-14 00:00,9494.51,13,-0.208,KAMA跟踪止损,是,9280.99,否,6.47,1.12,,,2020
145,2020-06-15 08:00,做空,9240.97,,否,,123.39,1.335,9160.68,9130.0,9368.32,成交,确认,9240.97,9277.99,8132.05,2020-06-15 20:00,9277.99,3,-0.3,前3K止损,否,,是,3.81,-0.76,,,2020
146,2020-06-16 08:00,做多,9490.83,9368.32,是,1.291,143.68,1.514,9559.49,9370.0,9595.0,未成交,确认,9368.32,9325.22,11429.35,2020-06-17 20:00,9405.18,9,0.257,KAMA跟踪止损,否,,否,2.34,-0.14,2.34,0.257,2020
147,2020-06-18 00:00,做空,9355.0,9416.0,是,0.652,135.64,1.45,9293.61,9283.73,9425.3,成交,确认,9416.0,9456.69,8286.08,2020-06-18 04:00,9456.69,1,-0.3,前3K止损,否,,是,1.96,-0.56,,,2020
148,2020-06-19 08:00,做空,9272.41,,否,,126.84,1.368,9268.73,9239.0,9382.21,成交,弱突破,9272.41,9310.46,8159.72,2020-06-19 08:00,9268.73,0,0.029,弱突破平仓,否,,是,0.0,0.0,,,2020
149,2020-06-22 16:00,做多,9450.0,9386.79,是,0.669,103.21,1.092,9458.88,9405.51,9470.0,未成交,确认,9386.79,9355.83,11451.88,2020-06-24 04:00,9602.64,9,2.467,KAMA跟踪止损,是,9563.93,否,4.35,0.55,4.35,2.467,2020
150,2020-06-24 12:00,做空,9585.0,9585.0,是,0.0,97.36,1.016,9519.0,9503.0,9678.0,成交,确认,9585.0,9614.21,8434.8,2020-06-25 16:00,9325.85,7,2.779,KAMA跟踪止损,是,9337.26,否,6.05,0.3,,,2020
151,2020-06-28 00:00,做空,9087.42,9102.91,是,0.17,115.96,1.276,8932.93,8816.4,9147.0,成交,确认,9102.91,9137.7,8010.56,2020-06-28 20:00,9102.91,5,0.0,KAMA跟踪止损,否,,否,2.35,-0.78,,,2020
152,2020-06-30 04:00,做多,9181.0,9146.0,是,0.381,112.45,1.225,9189.48,9142.5,9233.0,成交,弱突破,9146.0,9112.26,11158.12,2020-06-30 04:00,9189.48,0,0.387,弱突破平仓,否,,是,0.0,0.0,,,2020
153,2020-07-01 20:00,做多,9200.0,9170.37,是,0.322,94.15,1.023,9263.75,9137.19,9268.95,成交,确认,9170.37,9142.13,11187.85,2020-07-02 20:00,9171.22,6,0.009,KAMA跟踪止损,否,,否,1.34,-1.74,,,2020
154,2020-07-05 00:00,做多,9113.0,9091.0,是,0.241,77.87,0.854,9131.33,9062.0,9194.0,成交,确认,9091.0,9067.64,11091.02,2020-07-05 12:00,9067.64,3,-0.3,前3K止损,否,,是,0.62,-0.56,,,2020
155,2020-07-05 16:00,做空,9040.0,9062.0,是,0.243,76.52,0.846,9035.32,8986.51,9076.02,成交,弱突破,9062.0,9084.95,7974.56,2020-07-05 16:00,9035.32,0,0.349,弱突破平仓,否,,是,0.0,0.0,,,2020
156,2020-07-06 12:00,做多,9131.42,9076.02,是,0.607,80.08,0.877,9199.71,9080.14,9238.23,未成交,确认,9076.02,9052.0,11072.74,2020-07-07 16:00,9225.99,7,1.932,KAMA跟踪止损,是,9221.24,否,3.35,1.05,3.35,1.932,2020
157,2020-07-08 20:00,做多,9320.0,9320.0,是,0.0,80.03,0.859,9410.92,9283.0,9470.0,成交,确认,9320.0,9295.99,11370.4,2020-07-09 20:00,9324.93,6,0.062,KAMA跟踪止损,否,,否,1.57,-1.67,,,2020
158,2020-07-10 12:00,做空,9164.33,9190.32,是,0.284,82.9,0.905,9153.71,9121.42,9229.0,成交,弱突破,9190.32,9215.19,8087.48,2020-07-10 12:00,9153.71,0,0.442,弱突破平仓,否,,是,0.0,0.0,,,2020
159,2020-07-11 04:00,做多,9255.25,9239.0,是,0.176,81.07,0.876,9288.39,9209.0,9317.24,成交,确认,9239.0,9214.68,11271.58,2020-07-11 16:00,9214.68,3,-0.3,前3K止损,否,,是,0.68,-0.65,,,2020
160,2020-07-14 12:00,做空,9200.0,9200.0,是,0.0,73.28,0.796,9180.56,9152.0,9218.98,成交,弱突破,9200.0,9221.98,8096.0,2020-07-14 12:00,9180.56,0,0.265,弱突破平仓,否,,是,0.0,0.0,,,2020
161,2020-07-16 00:00,做空,9190.0,9211.0,是,0.229,67.62,0.736,9183.07,9156.0,9220.91,成交,弱突破,9211.0,9231.29,8105.68,2020-07-16 00:00,9183.07,0,0.413,弱突破平仓,否,,是,0.0,0.0,,,2020
162,2020-07-16 12:00,做空,9156.0,9156.0,是,0.0,65.71,0.718,9124.21,9080.0,9215.0,成交,弱突破,9156.0,9175.71,8057.28,2020-07-16 12:00,9124.21,0,0.484,弱突破平仓,否,,是,0.0,0.0,,,2020
163,2020-07-20 04:00,做多,9182.45,9162.37,是,0.219,51.19,0.557,9210.51,9157.95,9239.59,成交,确认,9162.37,9147.01,11178.09,2020-07-20 16:00,9147.01,3,-0.3,前3K止损,否,,是,0.64,-0.34,,,2020
164,2020-07-21 12:00,做多,9203.83,9203.83,是,0.0,50.01,0.543,9314.87,9174.0,9377.89,成交,确认,9203.83,9188.83,11228.67,2020-07-22 12:00,9297.9,6,0.995,KAMA跟踪止损,是,9342.21,否,2.56,0.74,,,2020
165,2020-07-23 04:00,做多,9389.94,9366.25,是,0.252,59.58,0.635,9518.25,9357.47,9543.0,成交,确认,9366.25,9348.38,11426.82,2020-07-24 12:00,9500.52,8,2.369,KAMA跟踪止损,是,9493.62,否,3.33,0.79,,,2020
166,2020-07-26 00:00,做多,9650.0,9630.37,是,0.203,74.31,0.77,9674.11,9575.96,9710.0,成交,确认,9630.37,9608.08,11749.05,2020-07-28 16:00,10634.69,16,22.337,KAMA跟踪止损,是,9979.15,否,19.29,0.26,,,2020
167,2020-07-31 16:00,做多,11195.52,11195.52,是,0.0,209.91,1.875,11231.87,11100.0,11240.0,成交,弱突破,11195.52,11132.55,13658.53,2020-07-31 16:00,11231.87,0,0.173,弱突破平仓,否,,是,0.0,0.0,,,2020
168,2020-07-31 20:00,做多,11240.0,11195.52,是,0.396,206.41,1.836,11355.05,11124.71,11390.0,成交,确认,11195.52,11133.6,13658.53,2020-08-02 12:00,11760.25,10,3.191,KAMA跟踪止损,是,11666.32,否,8.56,-6.3,,,2020
169,2020-08-03 20:00,做多,11297.98,11297.98,是,0.0,274.76,2.432,11392.33,11205.0,11394.06,成交,弱突破,11297.98,11215.55,13783.54,2020-08-03 20:00,11392.33,0,0.343,弱突破平仓,否,,是,0.0,0.0,,,2020
170,2020-08-04 00:00,做多,11394.06,11297.98,是,0.843,270.48,2.374,11409.76,11333.0,11483.0,未成交,弱突破,11297.98,11216.84,13783.54,2020-08-04 00:00,11409.76,0,0.413,弱突破平仓,否,,是,0.0,0.0,0,0.413,2020
171,2020-08-04 16:00,做空,11133.73,11140.09,是,0.057,255.99,2.299,11128.36,11069.13,11324.56,成交,弱突破,11140.09,11216.89,9803.28,2020-08-04 16:00,11128.36,0,0.046,弱突破平仓,否,,是,0.0,0.0,,,2020
172,2020-08-05 16:00,做多,11337.35,11324.56,是,0.113,230.77,2.035,11444.63,11283.0,11465.0,成交,确认,11324.56,11255.33,13815.96,2020-08-06 12:00,11592.42,5,0.816,KAMA跟踪止损,是,11672.0,否,4.31,0.67,,,2020
173,2020-08-06 20:00,做多,11813.0,11813.0,是,0.0,217.25,1.839,11850.0,11700.1,11893.09,成交,弱突破,11813.0,11747.83,14411.86,2020-08-06 20:00,11850.0,0,0.17,弱突破平仓,否,,是,0.0,0.0,,,2020
174,2020-08-10 08:00,做多,11811.0,11727.0,是,0.711,176.78,1.497,12041.82,11685.99,12100.0,成交,确认,11727.0,11673.97,14306.94,2020-08-10 16:00,11673.97,2,-0.3,前3K止损,否,,是,3.05,-2.92,,,2020
175,2020-08-11 20:00,做空,11651.0,11712.05,是,0.524,195.18,1.675,11493.15,11340.0,11753.64,成交,确认,11712.05,11770.6,10306.6,2020-08-12 20:00,11548.66,6,0.052,KAMA跟踪止损,是,11395.4,否,5.0,0.7,,,2020
176,2020-08-14 04:00,做多,11667.96,11634.72,是,0.285,200.59,1.719,11790.0,11514.17,11798.0,成交,确认,11634.72,11574.54,14194.36,2020-08-15 20:00,11735.63,10,0.503,KAMA跟踪止损,否,,否,3.08,0.08,,,2020
177,2020-08-17 20:00,做多,11947.0,11947.0,是,0.0,164.17,1.374,12443.99,11799.26,12490.0,成交,确认,11947.0,11897.75,14575.34,2020-08-18 20:00,12016.69,6,-1.605,KAMA跟踪止损,是,12349.85,否,4.62,-1.15,,,2020
178,2020-08-22 04:00,做空,11608.08,,否,,161.65,1.393,11538.53,11491.0,11717.41,成交,弱突破,11608.08,11656.58,10215.11,2020-08-22 04:00,11538.53,0,0.43,弱突破平仓,否,,是,0.0,0.0,,,2020
179,2020-08-22 08:00,做空,11491.0,,否,,164.89,1.435,11478.46,11385.06,11549.16,成交,弱突破,11491.0,11540.47,10112.08,2020-08-22 08:00,11478.46,0,0.076,弱突破平仓,否,,是,0.0,0.0,,,2020
180,2020-08-23 16:00,做空,11550.0,11560.0,是,0.087,143.71,1.244,11532.84,11522.15,11624.0,成交,弱突破,11560.0,11603.11,10172.8,2020-08-23 16:00,11532.84,0,0.189,弱突破平仓,否,,是,0.0,0.0,,,2020
181,2020-08-24 12:00,做多,11724.0,,否,,133.7,1.14,11761.52,11645.71,11780.0,成交,弱突破,11724.0,11683.89,14303.28,2020-08-24 12:00,11761.52,0,0.281,弱突破平仓,否,,是,0.0,0.0,,,2020
182,2020-08-24 16:00,做多,11780.0,,否,,133.73,1.135,11799.0,11761.05,11831.96,成交,弱突破,11780.0,11739.88,14371.6,2020-08-24 16:00,11799.0,0,0.142,弱突破平仓,否,,是,0.0,0.0,,,2020
183,2020-08-25 12:00,做空,11645.71,11645.71,是,0.0,123.34,1.059,11594.96,11556.0,11704.68,成交,弱突破,11645.71,11682.71,10248.22,2020-08-25 12:00,11594.96,0,0.411,弱突破平仓,否,,是,0.0,0.0,,,2020
184,2020-08-25 20:00,做空,11518.92,,否,,125.56,1.09,11431.11,11344.4,11622.01,成交,确认,11518.92,11556.59,10136.65,2020-08-26 20:00,11445.9,6,-0.544,KAMA跟踪止损,是,11304.62,否,3.38,0.07,,,2020
185,2020-08-28 00:00,做空,11257.8,,否,,147.54,1.311,11251.34,11130.82,11371.0,成交,弱突破,11257.8,11302.06,9906.86,2020-08-28 00:00,11251.34,0,0.044,弱突破平仓,否,,是,0.0,0.0,,,2020
186,2020-08-29 12:00,做多,11544.88,11544.88,是,0.0,134.65,1.166,11558.99,11482.62,11582.0,成交,弱突破,11544.88,11504.48,14084.75,2020-08-29 12:00,11558.99,0,0.105,弱突破平仓,否,,是,0.0,0.0,,,2020
187,2020-08-30 08:00,做多,11582.0,11573.32,是,0.075,125.5,1.084,11616.36,11457.88,11656.85,成交,弱突破,11573.32,11535.67,14119.45,2020-08-30 08:00,11616.36,0,0.343,弱突破平仓,否,,是,0.0,0.0,,,2020
188,2020-08-31 04:00,做多,11692.63,11656.85,是,0.306,120.6,1.031,11714.14,11594.38,11724.12,成交,弱突破,11656.85,11620.67,14221.36,2020-08-31 04:00,11714.14,0,0.475,弱突破平仓,否,,是,0.0,0.0,,,2020
189,2020-08-31 20:00,做多,11730.0,11730.0,是,0.0,118.66,1.012,11748.99,11668.0,11784.21,成交,弱突破,11730.0,11694.4,14310.6,2020-08-31 20:00,11748.99,0,0.16,弱突破平仓,否,,是,0.0,0.0,,,2020
190,2020-09-01 12:00,做多,11784.21,11759.0,是,0.214,118.6,1.006,11933.08,11686.0,11956.2,成交,确认,11759.0,11723.42,14345.98,2020-09-02 12:00,11759.0,6,-2.446,KAMA跟踪止损,是,12049.13,否,2.57,-0.25,,,2020
191,2020-09-02 16:00,做空,11730.02,11812.0,是,0.699,135.04,1.151,11417.49,11156.0,11765.0,未成交,确认,11812.0,11852.51,10394.56,2020-09-04 04:00,10394.56,9,17.5,止盈,是,11340.25,否,16.18,2.74,16.18,17.5,2020
192,2020-09-06 00:00,做空,9975.85,10306.29,是,3.312,255.78,2.564,9960.16,9808.58,10302.19,未成交,确认,10306.29,10383.02,9069.54,2020-09-07 04:00,10306.29,7,0.0,KAMA跟踪止损,否,,否,4.07,-0.41,4.07,0.0,2020
193,2020-09-07 16:00,做空,10050.01,10145.34,是,0.949,235.75,2.346,10031.6,10000.0,10188.54,成交,弱突破,10145.34,10216.07,8927.9,2020-09-07 16:00,10031.6,0,0.482,弱突破平仓,否,,是,0.0,0.0,,,2020
194,2020-09-08 04:00,做多,10348.97,10241.0,是,1.043,230.14,2.224,10378.76,10089.15,10420.55,成交,确认,10241.0,10171.96,12494.02,2020-09-08 16:00,10171.96,3,-0.3,前3K止损,否,,是,1.98,-3.01,,,2020
195,2020-09-10 08:00,做多,10346.0,,否,,216.6,2.094,10372.36,10211.67,10417.07,成交,弱突破,10346.0,10281.02,12622.12,2020-09-10 08:00,10372.36,0,0.122,弱突破平仓,否,,是,0.0,0.0,,,2020
196,2020-09-12 04:00,做多,10380.5,10380.5,是,0.0,177.45,1.709,10387.81,10307.75,10397.85,成交,弱突破,10380.5,10327.26,12664.21,2020-09-12 04:00,10387.81,0,0.041,弱突破平仓,否,,是,0.0,0.0,,,2020
197,2020-09-13 00:00,做多,10399.96,10399.96,是,0.0,154.54,1.486,10458.26,10349.0,10477.7,成交,弱突破,10399.96,10353.6,12687.95,2020-09-13 00:00,10458.26,0,0.377,弱突破平仓,否,,是,0.0,0.0,,,2020
198,2020-09-13 08:00,做多,10477.7,10399.96,是,0.742,148.84,1.421,10553.48,10402.0,10558.64,未成交,确认,10399.96,10355.31,12687.95,2020-09-13 16:00,10355.31,2,-0.3,前3K止损,否,,是,1.73,-0.92,1.73,-0.3,2020
199,2020-09-14 20:00,做多,10474.99,10352.68,是,1.168,138.23,1.32,10688.0,10446.0,10692.23,未成交,确认,10352.68,10311.21,12630.27,2020-09-15 16:00,10598.97,5,1.356,KAMA跟踪止损,是,10657.78,否,5.09,2.31,5.09,1.356,2020
200,2020-09-16 20:00,做多,10937.52,10923.42,是,0.129,146.95,1.344,10998.0,10854.0,11021.93,成交,确认,10923.42,10879.33,13326.57,2020-09-17 08:00,10879.33,3,-0.3,前3K止损,否,,是,1.52,-0.54,,,2020
201,2020-09-19 16:00,做多,11035.0,10997.37,是,0.341,122.99,1.115,11130.7,10880.0,11168.52,成交,确认,10997.37,10960.47,13416.79,2020-09-20 08:00,10997.37,4,0.0,KAMA跟踪止损,否,,否,1.63,-0.97,,,2020
202,2020-09-20 20:00,做空,10890.29,10890.29,是,0.0,123.37,1.133,10829.0,10785.0,10953.22,成交,弱突破,10890.29,10927.3,9583.46,2020-09-20 20:00,10829.0,0,0.497,弱突破平仓,否,,是,0.0,0.0,,,2020
203,2020-09-21 16:00,做空,10751.0,10812.76,是,0.574,123.26,1.146,10634.48,10572.01,10907.32,成交,确认,10812.76,10849.74,9515.23,2020-09-23 04:00,10563.09,9,0.829,KAMA跟踪止损,是,10415.61,否,4.92,1.63,,,2020
204,2020-09-24 00:00,做空,10374.12,10374.12,是,0.0,127.39,1.228,10288.97,10251.0,10489.73,成交,确认,10374.12,10412.34,9129.23,2020-09-24 16:00,10374.12,4,0.0,KAMA跟踪止损,否,,否,2.33,-0.57,,,2020
205,2020-09-24 20:00,做多,10531.94,10489.73,是,0.401,134.82,1.28,10532.65,10326.9,10542.66,成交,弱突破,10489.73,10449.28,12797.47,2020-09-24 20:00,10532.65,0,0.318,弱突破平仓,否,,是,0.0,0.0,,,2020
206,2020-09-25 00:00,做多,10542.66,10489.73,是,0.502,138.87,1.317,10644.56,10529.25,10737.0,未成交,确认,10489.73,10448.07,12797.47,2020-09-25 20:00,10553.57,5,-0.774,KAMA跟踪止损,是,10724.92,否,3.31,0.59,3.31,-0.774,2020
207,2020-09-28 08:00,做多,10793.5,10792.0,是,0.014,119.76,1.11,10881.81,10767.99,11024.0,成交,确认,10792.0,10756.07,13166.24,2020-09-29 04:00,10792.0,5,0.0,KAMA跟踪止损,否,,否,1.37,-1.53,,,2020
208,2020-10-01 16:00,做多,10850.0,,否,,109.97,1.014,10897.75,10807.26,10935.14,成交,弱突破,10850.0,10817.01,13237.0,2020-10-01 16:00,10897.75,0,0.434,弱突破平仓,否,,是,0.0,0.0,,,2020
209,2020-10-02 00:00,做空,10676.23,10773.0,是,0.906,115.28,1.08,10611.01,10442.0,10713.0,未成交,确认,10773.0,10807.58,9480.24,2020-10-04 12:00,10607.72,15,0.36,KAMA跟踪止损,是,10483.88,否,3.73,1.05,3.73,0.36,2020
210,2020-10-05 00:00,做多,10648.0,10648.0,是,0.0,98.77,0.928,10667.93,10572.74,10694.0,成交,弱突破,10648.0,10618.37,12990.56,2020-10-05 00:00,10667.93,0,0.202,弱突破平仓,否,,是,0.0,0.0,,,2020
211,2020-10-06 04:00,做多,10770.49,10738.77,是,0.295,92.88,0.862,10785.0,10722.0,10792.0,成交,弱突破,10738.77,10710.91,13101.3,2020-10-06 04:00,10785.0,0,0.498,弱突破平仓,否,,是,0.0,0.0,,,2020
212,2020-10-07 00:00,做空,10613.0,10675.5,是,0.589,92.45,0.871,10565.0,10528.24,10743.99,成交,确认,10675.5,10703.23,9394.44,2020-10-08 20:00,10666.49,11,0.098,KAMA跟踪止损,否,,否,1.54,-2.65,,,2020
213,2020-10-09 16:00,做多,10958.0,10951.99,是,0.055,98.39,0.898,11049.28,10863.81,11110.0,成交,确认,10951.99,10922.47,13361.43,2020-10-12 04:00,11294.45,15,2.273,KAMA跟踪止损,是,11413.28,否,4.95,0.54,,,2020
214,2020-10-12 16:00,做空,11278.0,11278.0,是,0.0,110.83,0.983,11246.32,11157.0,11394.64,成交,弱突破,11278.0,11311.25,9924.64,2020-10-12 16:00,11246.32,0,0.286,弱突破平仓,否,,是,0.0,0.0,,,2020
215,2020-10-12 20:00,做多,11450.73,11429.09,是,0.189,117.17,1.023,11551.71,11240.3,11600.0,成交,确认,11429.09,11393.94,13943.49,2020-10-13 12:00,11429.09,4,0.0,KAMA跟踪止损,否,,否,2.65,-0.15,,,2020
216,2020-10-16 00:00,做多,11433.18,11420.0,是,0.115,125.95,1.102,11518.48,11362.0,11540.66,成交,确认,11420.0,11382.22,13932.4,2020-10-16 12:00,11382.22,3,-0.3,前3K止损,否,,是,2.01,-2.15,,,2020
